gene_id	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_genes_id	ko_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
MFD01231.bin.1.34.R1.cmag_contig_3_2264	MFD01231.bin.1.34.R1.cmag	contig_3	2264	2653174	2653347	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2265	MFD01231.bin.1.34.R1.cmag	contig_3	2265	2653420	2653593	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2266	MFD01231.bin.1.34.R1.cmag	contig_3	2266	2653666	2653839	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2267	MFD01231.bin.1.34.R1.cmag	contig_3	2267	2653912	2654379	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2268	MFD01231.bin.1.34.R1.cmag	contig_3	2268	2655562	2655804	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2269	MFD01231.bin.1.34.R1.cmag	contig_3	2269	2658751	2659773	-1	C	bhc:JFL75_20100	K19231	bhc:JFL75_20100 (ko:K19231)  hypothetical protein	False	0.452	77.0	8.79e-12								FlgD Ig-like domain [PF13860.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2270	MFD01231.bin.1.34.R1.cmag	contig_3	2270	2659788	2660378	-1	C	uam:UABAM_03934	K03088	uam:UABAM_03934 (ko:K03088)  RNA polymerase sigma factor	False	0.425	138.0	8.311e-34								ECF sigma factor [PF07638.15]; Sigma-70, region 4 [PF08281.16]; Sigma-70 region 2 [PF04542.18]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2271	MFD01231.bin.1.34.R1.cmag	contig_3	2271	2660443	2661381	-1	C	fwa:DCMF_02295		fwa:DCMF_02295 ()  hypothetical protein	False	0.439	246.0	2.6670000000000003e-69								Bacterial capsule synthesis protein PGA_cap [PF09587.14]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2272	MFD01231.bin.1.34.R1.cmag	contig_3	2272	2661691	2664042	-1	C	dep:AOP6_1823		dep:AOP6_1823 ()  hypothetical protein	False	0.171	109.0	1.4200000000000002e-20								AsmA family [PF05170.18]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2273	MFD01231.bin.1.34.R1.cmag	contig_3	2273	2664173	2665222	-1	A	ccl:Clocl_1452	K03553	ccl:Clocl_1452 (ko:K03553)  protein RecA	True	0.734	482.0	3.169e-150								recA bacterial DNA recombination protein [PF00154.25]; Rad51 [PF08423.15]; RecA C-terminal domain [PF21096.1]; KaiC [PF06745.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2274	MFD01231.bin.1.34.R1.cmag	contig_3	2274	2665408	2667216	1	C	aaut:ACETAC_04490	K05364	aaut:ACETAC_04490 (ko:K05364)  cell division protein FtsI	False	0.358	247.0	1.202e-65	MER0001762	SPE	MER0001762 - penicillin-binding protein 2 (Escherichia coli) [X52.001]#SPE#{peptidase unit: 194-421}~source PBP2_ECOLI~	False	0.258	76.0	1.763e-12	Penicillin binding protein transpeptidase domain [PF00905.26]; Tetratricopeptide repeat [PF14559.10]; TPR repeat [PF13414.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2275	MFD01231.bin.1.34.R1.cmag	contig_3	2275	2667220	2667795	-1	C	dtp:JZK55_14620	K01975	dtp:JZK55_14620 (ko:K01975)  RNA 2',3'-cyclic phosphodiesterase	False	0.401	129.0	6.8230000000000005e-31								2'-5' RNA ligase superfamily [PF13563.10]; LigT like Phosphoesterase [PF02834.20]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2276	MFD01231.bin.1.34.R1.cmag	contig_3	2276	2667838	2668467	-1	C	soa:G3M56_009705		soa:G3M56_009705 ()  hypothetical protein	False	0.408	147.0	1.006e-36													0
MFD01231.bin.1.34.R1.cmag_contig_3_2277	MFD01231.bin.1.34.R1.cmag	contig_3	2277	2668483	2669742	-1	A	cdia:CaldiYA01_15170	K03742	cdia:CaldiYA01_15170 (ko:K03742)  CinA-like protein	True	0.518	400.0	2.812e-120								Competence-damaged protein [PF02464.21]; Probable molybdopterin binding domain [PF00994.28]; Damage-inducible protein CinA KH domain [PF18146.5]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2278	MFD01231.bin.1.34.R1.cmag	contig_3	2278	2669765	2670217	-1	C	dtp:JZK55_14630	K01095	dtp:JZK55_14630 (ko:K01095)  phosphatidylglycerophosphatase A	False	0.476	127.0	6.412e-31								Phosphatidylglycerophosphatase A [PF04608.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2279	MFD01231.bin.1.34.R1.cmag	contig_3	2279	2670214	2670828	-1	C	vai:BU251_05935	K00995	vai:BU251_05935 (ko:K00995)  CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	False	0.401	139.0	3.215e-34								CDP-alcohol phosphatidyltransferase [PF01066.25]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2280	MFD01231.bin.1.34.R1.cmag	contig_3	2280	2670844	2672265	-1	A	dfg:B0537_09535	K14441	dfg:B0537_09535 (ko:K14441)  ribosomal protein S12 methylthiotransferase RimO	True	0.494	427.0	9.825e-129								Uncharacterized protein family UPF0004 [PF00919.24]; TRAM domain [PF18693.5]; Radical SAM superfamily [PF04055.25]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2281	MFD01231.bin.1.34.R1.cmag	contig_3	2281	2672428	2673216	-1	C	pace:A6070_02560		pace:A6070_02560 ()  hypothetical protein	False	0.469	98.0	3.957e-19								Protein of unknown function (DUF1573) [PF07610.15]; RodZ C-terminal domain [PF13464.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2282	MFD01231.bin.1.34.R1.cmag	contig_3	2282	2673273	2673767	-1	C	dtp:JZK55_08410	K09767	dtp:JZK55_08410 (ko:K09767)  YajQ family cyclic di-GMP-binding protein	False	0.605	191.0	1.055e-52								Protein of unknown function (DUF520) [PF04461.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2283	MFD01231.bin.1.34.R1.cmag	contig_3	2283	2673809	2674600	-1	C	dov:DSCO28_69660	K15539	dov:DSCO28_69660 (ko:K15539)  hypothetical protein	False	0.266	89.0	2.43e-16								Helix-turn-helix domain [PF13413.10]; RodZ C-terminal domain [PF13464.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2284	MFD01231.bin.1.34.R1.cmag	contig_3	2284	2674619	2675311	-1	C	pcia:Q6344_10175	K03634	pcia:Q6344_10175 (ko:K03634)  lolA; outer membrane lipoprotein chaperone LolA	False	0.279	84.0	5.819e-15								Outer membrane lipoprotein carrier protein LolA [PF03548.19]; Outer membrane lipoprotein-sorting protein [PF17131.8]; MucB/RseB N-terminal domain [PF03888.18]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2285	MFD01231.bin.1.34.R1.cmag	contig_3	2285	2675308	2677665	-1	A	cthm:CFE_1517	K03466	cthm:CFE_1517 (ko:K03466)  DNA translocase FtsK	True	0.42	507.0	2.691e-151								FtsK alpha domain [PF17854.5]; FtsK/SpoIIIE family [PF01580.22]; Ftsk gamma domain [PF09397.14]; 4TM region of DNA translocase FtsK/SpoIIIE [PF13491.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2286	MFD01231.bin.1.34.R1.cmag	contig_3	2286	2677830	2677976	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2287	MFD01231.bin.1.34.R1.cmag	contig_3	2287	2677914	2678363	-1	C	dae:Dtox_3176	K01520	dae:Dtox_3176 (ko:K01520)  deoxyuridine 5'-triphosphate nucleotidohydrolase Dut	False	0.694	208.0	6.853e-59								dUTPase [PF00692.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2288	MFD01231.bin.1.34.R1.cmag	contig_3	2288	2678351	2679631	-1	C	prom:QO263_12185		prom:QO263_12185 ()  pitrilysin family protein	False	0.442	329.0	5.939000000000001e-96	MER0921131	M16B	MER0921131 - BSSC8_26020 g.p. ({Bacillus subtilis}) (Clostridium acidurici) [M16.A15]#M16B#{peptidase unit: 7-378}~source K0B0G3~	False	0.443	297.0	1.577e-86	Peptidase M16 inactive domain [PF05193.25]; Insulinase (Peptidase family M16) [PF00675.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2289	MFD01231.bin.1.34.R1.cmag	contig_3	2289	2679729	2681870	-1	A	hmo:HM1_2322	K00962	hmo:HM1_2322 (ko:K00962)  pnp; polyribonucleotide nucleotidyltransferase	True	0.607	810.0	9.954999999999999e-257								3' exoribonuclease family, domain 1 [PF01138.25]; S1 RNA binding domain [PF00575.27]; 3' exoribonuclease family, domain 2 [PF03725.19]; KH domain [PF00013.33]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2290	MFD01231.bin.1.34.R1.cmag	contig_3	2290	2681919	2682188	-1	C	gef:FO488_06600	K02956	gef:FO488_06600 (ko:K02956)  rpsO; 30S ribosomal protein S15	False	0.686	118.0	8.254999999999998e-29								Ribosomal protein S15 [PF00312.26]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2291	MFD01231.bin.1.34.R1.cmag	contig_3	2291	2682370	2683854	-1	A	amob:HG15A2_42370		amob:HG15A2_42370 ()  tesA; Acyl-CoA thioesterase I precursor	True	0.551	550.0	7.299e-171								FAD dependent oxidoreductase [PF12831.11]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2292	MFD01231.bin.1.34.R1.cmag	contig_3	2292	2683960	2684898	-1	C	tmai:FVE67_05850	K11753	tmai:FVE67_05850 (ko:K11753)  bifunctional riboflavin kinase/FAD synthetase	False	0.435	237.0	3.5739999999999995e-66								FAD synthetase [PF06574.16]; Riboflavin kinase [PF01687.21]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2293	MFD01231.bin.1.34.R1.cmag	contig_3	2293	2684929	2685900	-1	C	bwx:NQ550_06450	K03177	bwx:NQ550_06450 (ko:K03177)  truB; tRNA pseudouridine(55) synthase TruB	False	0.466	218.0	3.293e-59								TruB family pseudouridylate synthase (N terminal domain) [PF01509.22]; tRNA pseudouridylate synthase B C-terminal domain [PF16198.9]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2294	MFD01231.bin.1.34.R1.cmag	contig_3	2294	2685897	2688485	-1	A	pth:PTH_2122	K03695	pth:PTH_2122 (ko:K03695)  ClpA; ATPase with chaperone activity, ATP-binding subunit	True	0.605	1000.0	1.909e-319								AAA domain (Cdc48 subfamily) [PF07724.18]; AAA lid domain [PF17871.5]; C-terminal, D2-small domain, of ClpB protein [PF10431.13]; AAA domain (dynein-related subfamily) [PF07728.18]; Bacterial TniB protein [PF05621.15]; Clp amino terminal domain, pathogenicity island component [PF02861.24]; Type II/IV secretion system protein [PF00437.24]; Magnesium chelatase, subunit ChlI [PF01078.25]; ATPase family associated with various cellular activities (AAA) [PF00004.33]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2295	MFD01231.bin.1.34.R1.cmag	contig_3	2295	2688514	2689950	-1	A	dak:DaAHT2_1495	K04771	dak:DaAHT2_1495 (ko:K04771)  protease Do	True	0.453	366.0	1.359e-107	MER0083937	S01C	MER0083937 - subfamily S1C unassigned peptidases (Geobacter uraniireducens) [S01.UPC]#S01C#{peptidase unit: 91-432}~source EAR34872~	True	0.53	352.0	8.188999999999999e-105	Trypsin-like peptidase domain [PF13365.10]; PDZ domain [PF13180.10]; PDZ domain [PF17820.5]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2296	MFD01231.bin.1.34.R1.cmag	contig_3	2296	2689953	2690357	-1	C	vbl:L21SP4_01264		vbl:L21SP4_01264 ()  putative regulatory protein, FmdB family	False	0.615	91.0	1.781e-18								Zinc ribbon domain [PF09723.14]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2297	MFD01231.bin.1.34.R1.cmag	contig_3	2297	2690594	2690857	-1	C	biq:AN935_12830		biq:AN935_12830 ()  hypothetical protein	False	0.583	86.0	7.679e-18								Sulfurtransferase TusA [PF01206.21]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2298	MFD01231.bin.1.34.R1.cmag	contig_3	2298	2691522	2692853	-1	A	dao:Desac_1033	K07263	dao:Desac_1033 (ko:K07263)  processing peptidase	True	0.489	389.0	2.526e-116	MER0242795	M16B	MER0242795 - subfamily M16B non-peptidase homologues (Desulfobacca acetoxidans) [M16.UNB]#M16B#{peptidase unit: 34-437}~source YP_004370080~	True	0.498	375.0	2.934e-113	Peptidase M16 inactive domain [PF05193.25]; Insulinase (Peptidase family M16) [PF00675.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2299	MFD01231.bin.1.34.R1.cmag	contig_3	2299	2692853	2694190	-1	A	mox:DAMO_0005	K07263	mox:DAMO_0005 (ko:K07263)  putative Zn-dependent protease, involved in pqq synthesis (ppqF)	True	0.624	512.0	1.155e-158	MER0221132	M16B	MER0221132 - subfamily M16B unassigned peptidases (Nitrospira defluvii) [M16.UPB]#M16B#{peptidase unit: 66-424}~source YP_003799332~	True	0.529	359.0	1.613e-107	Peptidase M16 inactive domain [PF05193.25]; Insulinase (Peptidase family M16) [PF00675.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2300	MFD01231.bin.1.34.R1.cmag	contig_3	2300	2694207	2694809	-1	C	ger:KP004_02445		ger:KP004_02445 ()  NAD(P)H-dependent oxidoreductase	False	0.518	194.0	2.94e-53								NADPH-dependent FMN reductase [PF03358.19]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2301	MFD01231.bin.1.34.R1.cmag	contig_3	2301	2694873	2696663	-1	C	riv:Riv7116_2513		riv:Riv7116_2513 ()  HEAT repeat-containing protein	False	0.253	176.0	3.9680000000000004e-42								Adaptin N terminal region [PF01602.24]; HEAT repeats [PF13646.10]; non-SMC mitotic condensation complex subunit 1 [PF12717.11]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2302	MFD01231.bin.1.34.R1.cmag	contig_3	2302	2697008	2698783	-1	C	msem:GMB29_11815		msem:GMB29_11815 ()  choice-of-anchor D domain-containing protein	False	0.486	439.0	5.323e-131								Beta-propeller repeat [PF06739.15]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2303	MFD01231.bin.1.34.R1.cmag	contig_3	2303	2698954	2700186	1	C	bha:BH2093	K07493	bha:BH2093 (ko:K07493)  transposase (04)	False	0.296	159.0	3.286e-38								Transposase, Mutator family [PF00872.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2304	MFD01231.bin.1.34.R1.cmag	contig_3	2304	2700183	2700941	-1	C	nwa:Nwat_1066		nwa:Nwat_1066 ()  conserved hypothetical protein	False	0.488	194.0	4.509e-52													0
MFD01231.bin.1.34.R1.cmag_contig_3_2305	MFD01231.bin.1.34.R1.cmag	contig_3	2305	2701015	2701230	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2306	MFD01231.bin.1.34.R1.cmag	contig_3	2306	2701227	2701808	-1	C	gao:A2G06_08430		gao:A2G06_08430 ()  hypothetical protein	False	0.524	186.0	2.226e-50								Zeta toxin [PF06414.16]; AAA domain [PF13671.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2307	MFD01231.bin.1.34.R1.cmag	contig_3	2307	2701827	2702084	-1	C	dal:Dalk_1773	K19159	dal:Dalk_1773 (ko:K19159)  prevent-host-death family protein	False	0.684	108.0	1.875e-25								Antitoxin Phd_YefM, type II toxin-antitoxin system [PF02604.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2308	MFD01231.bin.1.34.R1.cmag	contig_3	2308	2702203	2704779	-1	C	ttf:THTE_4088		ttf:THTE_4088 ()  Glycosyl hydrolase, family 5	False	0.259	78.0	5.275e-11								Carbohydrate family 9 binding domain-like [PF06452.15]	CBM9	CBM9 Modules of approx. 170 residues found so far only in xylanases. The cellulose-binding function has been demonstrated in one case.		CBM9.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_2309	MFD01231.bin.1.34.R1.cmag	contig_3	2309	2704791	2705243	-1	C	bvr:BVIR_1867	K03559	bvr:BVIR_1867 (ko:K03559)  Biopolymer transport protein ExbD	False	0.272	61.0	6.97e-08								Biopolymer transport protein ExbD/TolR [PF02472.20]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2310	MFD01231.bin.1.34.R1.cmag	contig_3	2310	2705227	2705988	-1	C	cell:CBR65_11100	K03561	cell:CBR65_11100 (ko:K03561)  hypothetical protein	False	0.447	167.0	8.243e-43								MotA/TolQ/ExbB proton channel family [PF01618.20]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2311	MFD01231.bin.1.34.R1.cmag	contig_3	2311	2706090	2707067	-1	C	lpil:LIP_2848		lpil:LIP_2848 ()  hypothetical protein	False	0.282	134.0	1.188e-30								Type IX secretion system protein PorV [PF19572.3]; Uncharacterised protein family (UPF0164) [PF03687.17]; Outer membrane protein transport protein (OMPP1/FadL/TodX) [PF03349.20]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2312	MFD01231.bin.1.34.R1.cmag	contig_3	2312	2707064	2709223	-1	A	nko:Niako_5053		nko:Niako_5053 ()  hypothetical protein	True	0.401	400.0	8.768e-116								Photosynthesis system II assembly factor YCF48 [PF14870.10]; Sortilin, neurotensin receptor 3, [PF15902.9]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2313	MFD01231.bin.1.34.R1.cmag	contig_3	2313	2709391	2710857	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2314	MFD01231.bin.1.34.R1.cmag	contig_3	2314	2711405	2713201	-1	D															BNR repeat-like domain [PF13088.10]; Sortilin, neurotensin receptor 3, [PF15902.9]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2315	MFD01231.bin.1.34.R1.cmag	contig_3	2315	2713371	2714456	1	A	ssm:Spirs_4220	K01867	ssm:Spirs_4220 (ko:K01867)  tryptophanyl-tRNA synthetase	True	0.749	541.0	4.342e-170								tRNA synthetases class I (W and Y) [PF00579.29]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2316	MFD01231.bin.1.34.R1.cmag	contig_3	2316	2714459	2716915	1	A	ccz:CCALI_01720	K05989	ccz:CCALI_01720 (ko:K05989)  alpha-L-rhamnosidase	True	0.561	866.0	4.694e-274								Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain [PF17389.6]; Amylo-alpha-1,6-glucosidase [PF06202.18]; Bacterial alpha-L-rhamnosidase C-terminal domain [PF17390.6]	GH78	GH78 alpha-L-rhamnosidase (EC 3.2.1.40); rhamnogalacturonan alpha-L-rhamnohydrolase (EC 3.2.1.174); L-Rhap-alpha-1,3-D-Apif -specific alpha-1,3-L-rhamnosidase (EC 3.2.1.-)	3.2.1.174,3.2.1.40	GH78.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_2317	MFD01231.bin.1.34.R1.cmag	contig_3	2317	2716970	2717740	1	C	pdy:QJQ58_23810	K00662	pdy:QJQ58_23810 (ko:K00662)  AAC(3) family N-acetyltransferase	False	0.487	220.0	5.381e-61								Aminoglycoside 3-N-acetyltransferase [PF02522.18]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2318	MFD01231.bin.1.34.R1.cmag	contig_3	2318	2717777	2718727	1	C	ppsc:EHS13_02845		ppsc:EHS13_02845 ()  DUF4434 domain-containing protein	False	0.552	322.0	2.966e-95								Domain of unknown function (DUF4434) [PF14488.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2319	MFD01231.bin.1.34.R1.cmag	contig_3	2319	2718765	2719985	1	A	nfl:COO91_05296	K01787	nfl:COO91_05296 (ko:K01787)  RENBP, N-acylglucosamine 2-epimerase	True	0.664	503.0	4.12e-156								N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase) [PF07221.15]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2320	MFD01231.bin.1.34.R1.cmag	contig_3	2320	2720155	2723031	-1	C	ftj:FTUN_2822		ftj:FTUN_2822 ()  hypothetical protein	False	0.277	151.0	2.102e-33								Chondroitinase B [PF14592.10]; Carbohydrate binding domain (family 11) [PF03425.17]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2321	MFD01231.bin.1.34.R1.cmag	contig_3	2321	2723275	2724537	-1	C	ftj:FTUN_2822		ftj:FTUN_2822 ()  hypothetical protein	False	0.295	168.0	7.024e-41													0
MFD01231.bin.1.34.R1.cmag_contig_3_2322	MFD01231.bin.1.34.R1.cmag	contig_3	2322	2724521	2724970	-1	C	nkf:Nkreftii_000187		nkf:Nkreftii_000187 ()  hypothetical protein	False	0.348	81.0	5.945e-15								Hemerythrin HHE cation binding domain [PF01814.27]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2323	MFD01231.bin.1.34.R1.cmag	contig_3	2323	2725011	2726006	-1	C	saci:Sinac_4872	K06180	saci:Sinac_4872 (ko:K06180)  pseudouridine synthase, RluA family	False	0.359	184.0	1.3500000000000001e-47								RNA pseudouridylate synthase [PF00849.26]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2324	MFD01231.bin.1.34.R1.cmag	contig_3	2324	2726229	2728097	-1	C	obt:OPIT5_28540		obt:OPIT5_28540 ()  hypothetical protein	False	0.331	324.0	2.425e-91								Carbohydrate esterase, sialic acid-specific acetylesterase [PF03629.22]	CE20	CE20	3.1.1.6,3.2.1.8	CE20.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_2325	MFD01231.bin.1.34.R1.cmag	contig_3	2325	2728276	2728524	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2326	MFD01231.bin.1.34.R1.cmag	contig_3	2326	2728703	2729827	1	A	rca:Rcas_2203		rca:Rcas_2203 ()  oxidoreductase domain protein	True	0.544	378.0	1.404e-113								Oxidoreductase family, NAD-binding Rossmann fold [PF01408.26]; Oxidoreductase family, C-terminal alpha/beta domain [PF02894.21]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2327	MFD01231.bin.1.34.R1.cmag	contig_3	2327	2730583	2731281	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2328	MFD01231.bin.1.34.R1.cmag	contig_3	2328	2731605	2732492	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2329	MFD01231.bin.1.34.R1.cmag	contig_3	2329	2732538	2733362	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2330	MFD01231.bin.1.34.R1.cmag	contig_3	2330	2733366	2734043	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_2331	MFD01231.bin.1.34.R1.cmag	contig_3	2331	2734098	2734931	-1	C	nti:DNFV4_04419		nti:DNFV4_04419 ()  Addiction module toxin RelE	False	0.567	297.0	3.145e-87								Transposase IS200 like [PF01797.20]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2332	MFD01231.bin.1.34.R1.cmag	contig_3	2332	2735036	2735878	-1	C	ppht:GA004_14060		ppht:GA004_14060 ()  sugar phosphate isomerase/epimerase	False	0.474	240.0	1.148e-67								Xylose isomerase-like TIM barrel [PF01261.28]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2333	MFD01231.bin.1.34.R1.cmag	contig_3	2333	2735942	2737921	-1	A	pcay:FRD00_28410	K06158	pcay:FRD00_28410 (ko:K06158)  ABC-F family ATP-binding cassette domain-containing protein	True	0.411	471.0	4.895e-141								ABC transporter [PF00005.31]; ABC transporter [PF12848.11]; RecF/RecN/SMC N terminal domain [PF02463.23]; AAA ATPase domain [PF13175.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2334	MFD01231.bin.1.34.R1.cmag	contig_3	2334	2738032	2739447	-1	D															Tetratricopeptide repeat [PF13429.10]; Tetratricopeptide repeat [PF13428.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2335	MFD01231.bin.1.34.R1.cmag	contig_3	2335	2739524	2740258	-1	C	tye:THEYE_A1907		tye:THEYE_A1907 ()  hypothetical protein	False	0.241	78.0	1.424e-12								Domain of unknown function (DUF4384) [PF14326.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2336	MFD01231.bin.1.34.R1.cmag	contig_3	2336	2740315	2740932	-1	C	nja:NSJP_3852		nja:NSJP_3852 ()  conserved protein of unknown function	False	0.442	142.0	3.7200000000000004e-35								TNF-alpha-Inducing protein of Helicobacter [PF16753.9]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2337	MFD01231.bin.1.34.R1.cmag	contig_3	2337	2740998	2742854	-1	C	clit:OQ292_03760		clit:OQ292_03760 ()  caspase family protein	False	0.458	232.0	2.322e-60	MER0241380	C14B	MER0241380 - subfamily C14B unassigned peptidases (Magnetospirillum magneticum) [C14.UPB]#C14B#{peptidase unit: 69-304}~source YP_419847~	False	0.447	168.0	3.7479999999999996e-41	Caspase domain [PF00656.26]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2338	MFD01231.bin.1.34.R1.cmag	contig_3	2338	2742970	2743920	-1	C	hyh:D3Y59_10000		hyh:D3Y59_10000 ()  twin-arginine translocation pathway signal	False	0.498	288.0	1.155e-83								Beta-lactamase superfamily domain [PF12706.11]; Beta-lactamase superfamily domain [PF13483.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_2339	MFD01231.bin.1.34.R1.cmag	contig_3	2339	2744024	2745022	1	A	srho:HH216_18635		srho:HH216_18635 ()  1,4-beta-xylanase	True	0.601	382.0	7.612e-116								Cellulase (glycosyl hydrolase family 5) [PF00150.22]	GH5; GH5_13; GH5_56	GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146); beta-galactosylceramidase (EC 3.2.1.46); ; beta-rutinosidase /alpha-L-rhamnose-(1,6)-beta-D-glucosidase (EC 3.2.1.-); alpha-L-arabinofuranosidase (EC 3.2.1.55); glucomannan-specific endo-beta-1,4-glucanase (EC 3.2.1.-); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168)	3.2.1.123,3.2.1.25,3.2.1.4,3.2.1.75; 3.2.1.146,3.2.1.55	GH5_13.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_2340	MFD01231.bin.1.34.R1.cmag	contig_3	2340	2745044	2745544	-1	C	pbas:SMSP2_00829	K01599	pbas:SMSP2_00829 (ko:K01599)  methylcobalamin:coenzyme M methyltransferase	False	0.513	157.0	6.850999999999998e-41								Uroporphyrinogen decarboxylase (URO-D) [PF01208.21]					0
