bin	Completeness	Contamination	Completeness_Model_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	N90	auN	N_per_100kb	cov	r_abund	wf_name	wf_mode	wf_v	wf_date
MFD01721_20.bin.2.107	85.49	2.65	Neural Network (Specific Model)	0.879	230541	279.890720081136	3749618	0.38	3944	22	718599	79059	361325.3	0	30.862564	0.8057367	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.108	51.6	5.51	Gradient Boost (General Model)	0.778	21190	173.056644880174	3933419	0.34	5967	228	76714	9897	24097.7	0	6.1115184	0.15955494	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.109	77.16	3.42	Gradient Boost (General Model)	0.828	136058	213.480245649949	3749619	0.34	4885	52	604914	36719	195827	0	9.421195	0.24596149	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.11	57.54	8.15	Gradient Boost (General Model)	0.829	95963	251.955147058824	3697799	0.71	4080	50	212860	40902	102144	0	8.742923	0.22825368	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.111	88.94	3.27	Gradient Boost (General Model)	0.871	405283	278.926410641493	4456188	0.7	4661	18	677877	153197	425360.7	0	15.637521	0.4082527	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.112	72.45	1.15	Gradient Boost (General Model)	0.856	76844	236.527750410509	2505885	0.62	3045	48	197181	28731	85622.8	0	6.943798	0.18128347	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.12	57.64	3.45	Gradient Boost (General Model)	0.858	182817	246.394312796209	2705527	0.54	3165	23	282366	56172	170265.6	0	7.2976365	0.19052123	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.13	87.72	0.67	Gradient Boost (General Model)	0.864	336073	318.832728215768	4257006	0.69	3856	23	669406	69657	364867.9	0	59.46981	1.5525932	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.14	61.24	1.83	Neural Network (Specific Model)	0.874	101568	262.068661296509	2333110	0.38	2607	33	278444	40730	111916.3	0	8.659475	0.2260751	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.15	82.89	1.3	Neural Network (Specific Model)	0.874	417325	300.270077007701	3734658	0.46	3636	13	809009	147629	490850.8	0	42.470985	1.1088006	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.16	83.09	0.56	Neural Network (Specific Model)	0.897	1500043	280.019624217119	2233356	0.65	2395	5	1500043	161308	1072442.5	0	13.133667	0.3428839	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.17	95.49	6.81	Gradient Boost (General Model)	0.865	630543	308.42403248925	4460849	0.53	4186	11	807064	193130	583222	0	16.910837	0.44149548	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.18	81.39	3.4	Gradient Boost (General Model)	0.836	116820	268.139148494289	2766114	0.65	2889	30	355598	49892	159439.5	0	9.419253	0.24591081	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.19	84.76	0.18	Gradient Boost (General Model)	0.878	772782	330.258353427489	3267391	0.72	2903	5	1018283	504561	772466.9	0	13.971535	0.36475837	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.2	74.7	5.11	Gradient Boost (General Model)	0.848	133098	260.63075895838	4117413	0.71	4493	38	431856	59761	163243.5	0	10.119607	0.2641951	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.20	91.66	9.25	Gradient Boost (General Model)	0.871	1329233	311.835499593826	5269605	0.58	4924	8	2023285	215400	1314151.8	0	13.850289	0.36159298	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.21	73.88	0.65	Gradient Boost (General Model)	0.831	372642	275.729912390488	3957686	0.67	3995	15	524784	129933	353466.7	0	12.676504	0.33094865	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.22	78.68	0.08	Gradient Boost (General Model)	0.82	562082	253.978606965174	3717553	0.65	4020	13	755962	209678	475824.1	0	19.710428	0.5145851	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.23	57.19	5.06	Neural Network (Specific Model)	0.872	141879	269.697458973002	3482546	0.68	3778	32	457100	57901	185114.4	0	10.02672	0.26177007	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.24	90.8	3.94	Gradient Boost (General Model)	0.863	110574	284.341690079965	4548870	0.43	4627	68	226028	38503	116311.7	0	7.5725884	0.19769946	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.28	89.46	0.04	Neural Network (Specific Model)	0.856	478758	305.438119603454	3338331	0.64	3127	8	798568	277151	533392.5	0	14.070719	0.36734778	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.32	90.39	4.59	Neural Network (Specific Model)	0.903	387771	298.496765406878	2904724	0.4	2937	12	873652	176795	478839.7	0	29.614458	0.77315205	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.33	87.66	1.14	Gradient Boost (General Model)	0.866	238642	288.463340563991	2295147	0.68	2305	15	477866	89944	237732.8	0	8.183527	0.21364938	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.35	81.38	2.9	Neural Network (Specific Model)	0.871	242678	339.609275201333	4205025	0.39	3601	19	516119	133599	284042.3	0	16.07851	0.41976568	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.36	87.47	0.95	Gradient Boost (General Model)	0.849	995935	328.923469387755	6580699	0.71	5684	19	1421541	185013	841591	0	18.558071	0.4845002	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.37	87.15	9.22	Gradient Boost (General Model)	0.851	99310	268.565477740172	3615576	0.63	3841	73	446928	21934	139459.7	0	8.566665	0.22365206	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.4	82.29	4.11	Gradient Boost (General Model)	0.881	3691348	280.241305674192	6228583	0.73	6556	6	3691348	630461	2470531.1	0	17.896341	0.4672243	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.40	81.09	4.26	Gradient Boost (General Model)	0.869	245689	299.302612826603	4333069	0.6	4210	22	361528	121417	241055.1	0	10.1133375	0.26403144	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.42	71.04	0.55	Neural Network (Specific Model)	0.874	88570	277.935594512195	2490963	0.66	2624	36	390344	36989	149636.9	0	6.2506533	0.16318738	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.43	80.59	3.21	Gradient Boost (General Model)	0.828	152854	261.141804376954	4218155	0.69	4478	34	469566	65762	184787.7	0	16.099188	0.42030552	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.44	64.67	0.92	Gradient Boost (General Model)	0.824	102884	249.100129617628	2784968	0.73	3086	31	243987	52984	121167.7	0	9.376133	0.24478506	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.46	82.87	4.15	Gradient Boost (General Model)	0.816	69091	255.179340937896	4409497	0.59	4734	90	299927	24734	84136.6	0	7.2224455	0.1885582	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.48	76.61	1.58	Gradient Boost (General Model)	0.817	178679	242.202233625113	2927228	0.7	3313	23	335437	72998	193256.6	0	10.073855	0.26300067	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.49	87.31	4.01	Gradient Boost (General Model)	0.832	67994	237.678765650689	6714110	0.59	7907	155	321478	19262	79546.4	0	7.0764503	0.18474667	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.50	72.54	0.74	Gradient Boost (General Model)	0.829	56036	236.092913385827	3235546	0.69	3810	68	152070	28415	65071.7	0	6.795011	0.17739905	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.51	68.8	0.56	Gradient Boost (General Model)	0.825	56049	265.011759384894	4241357	0.63	4422	111	168477	20072	61942.2	0	5.9502807	0.15534547	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.52	84.49	3.08	Gradient Boost (General Model)	0.883	1919263	326.401788467468	3589590	0.71	3243	5	1919263	332827	1288056.3	0	16.212887	0.4232739	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.53	75.67	3.85	Gradient Boost (General Model)	0.838	119925	245.757163531114	6034991	0.65	6910	71	384471	44749	149123	0	7.7568	0.20250873	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.54	68.15	0.08	Gradient Boost (General Model)	0.849	138003	264.544926734863	3361050	0.71	3617	31	334286	64823	145311.5	0	34.248657	0.8941383	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.55	76.19	0.46	Neural Network (Specific Model)	0.888	626617	302.593403205919	3309385	0.71	3244	8	810094	470458	621572.6	0	15.764171	0.41155916	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.56	66.29	0.91	Gradient Boost (General Model)	0.857	110028	283.431443506232	2457369	0.71	2487	26	326897	48114	141552.7	0	7.509987	0.19606511	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.57	73.64	1.81	Gradient Boost (General Model)	0.866	331086	319.267740935854	3555125	0.72	3227	19	607637	101854	319523.7	0	10.663649	0.27839854	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.58	69.5	0.9	Gradient Boost (General Model)	0.86	122341	251.834586466165	2090220	0.71	2394	29	197701	48391	111272.6	0	6.739102	0.17593943	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.59	64.22	4.77	Gradient Boost (General Model)	0.82	57205	226.626947165569	5125715	0.7	6227	137	271096	16638	86051.2	0	6.629212	0.17307049	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.6	59.21	0.01	Gradient Boost (General Model)	0.836	116006	253.710304601426	1397372	0.71	1543	17	224172	42834	114079.5	0	19.234165	0.50215113	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.60	58.98	2.5	Gradient Boost (General Model)	0.829	34778	212.842092154421	3061530	0.51	4015	109	150825	14173	45656.9	0	6.922155	0.18071844	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.61	66.2	8.25	Gradient Boost (General Model)	0.836	78085	231.492455718347	3766566	0.68	4573	83	232048	18176	99472.6	0	6.6123676	0.17263074	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.62	50.8	0.57	Neural Network (Specific Model)	0.831	50135	220.158981115503	1795651	0.65	2277	50	147120	16802	61131.1	0	5.387207	0.14064516	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.63	63.48	2.28	Gradient Boost (General Model)	0.816	37337	229.7746576932	3608660	0.56	4309	123	124998	14979	42573.7	0	5.3029604	0.13844572	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.64	62.72	3.93	Gradient Boost (General Model)	0.841	66722	242.715254237288	4061665	0.42	4720	97	167233	20342	68631.4	0	6.0920978	0.15904793	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.65	65.22	0.88	Gradient Boost (General Model)	0.819	44738	249.601815431165	3003812	0.7	3305	82	109324	19154	50544.7	0	5.1621685	0.13477002	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.68	51.94	4.44	Gradient Boost (General Model)	0.814	35346	226.96216367713	2960772	0.64	3568	119	83901	12642	37360.2	0	6.112328	0.15957609	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.69	70.75	0.36	Neural Network (Specific Model)	0.87	173569	278.015571473061	3067479	0.71	3211	25	321275	55984	170050.6	0	7.247432	0.18921053	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.7	89.94	1.79	Gradient Boost (General Model)	0.887	2837195	306.505282331512	2837195	0.71	2745	1	2837195	2837195	2837195	0	21.261341	0.55507517	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.71	94.44	0.72	Gradient Boost (General Model)	0.89	504366	314.664280845262	3105858	0.73	2934	11	842305	78068	527941.5	0	13.225061	0.34527	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.79	54.48	0.31	Gradient Boost (General Model)	0.817	32582	248.017808219178	2640536	0.71	2920	103	70810	13434	36035.5	0	4.5431046	0.118607976	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.8	93.16	6.78	Gradient Boost (General Model)	0.818	220092	282.392990305742	5536917	0.59	5364	35	873538	84590	313724.3	0	10.573629	0.2760484	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.80	64.08	0.25	Gradient Boost (General Model)	0.817	168467	223.059291084855	3780439	0.67	4655	37	434274	58402	203791.2	0	13.427146	0.35054585	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.82	86.12	0.52	Gradient Boost (General Model)	0.845	257317	290.218645611904	3382299	0.72	3293	27	471292	56180	250970.8	0	10.502884	0.27420142	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.86	69.46	7.04	Gradient Boost (General Model)	0.826	74105	242.878295758502	4580487	0.73	5234	102	238828	18991	95471.9	0	8.898573	0.23231727	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.88	84.88	4.32	Gradient Boost (General Model)	0.859	155394	264.132012352033	7107761	0.56	7772	68	450845	57055	170427.2	0	8.403253	0.21938582	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.89	83.76	0.15	Gradient Boost (General Model)	0.886	641078	302.624242424242	2698164	0.71	2640	8	717540	163778	507226.6	0	38.90824	1.0157872	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.9	67.89	0.86	Gradient Boost (General Model)	0.861	65835	244.396579156722	2126069	0.69	2514	36	166825	29553	83773.8	0	6.188194	0.16155672	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.90	71.21	0.22	Neural Network (Specific Model)	0.825	191962	259.672114402451	2768062	0.64	2937	18	520965	97863	277362.4	0	8.736663	0.22809024	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.93	66.22	1.61	Gradient Boost (General Model)	0.833	80220	258.473179133858	3760609	0.68	4064	72	299082	26787	93326.7	0	6.3828893	0.16663969	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.94	94.32	5.23	Gradient Boost (General Model)	0.855	668723	286.283877492054	6930445	0.69	6922	21	2236486	214528	1020825.9	0	16.8144	0.43897772	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.96	81.61	1.06	Neural Network (Specific Model)	0.838	178778	255.404773996953	3586513	0.61	3938	24	587278	77718	262604.9	0	9.875625	0.2578254	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.97	65.42	0.23	Gradient Boost (General Model)	0.86	565632	251.084102200142	2454134	0.71	2818	8	776330	287734	513465.6	0	14.734557	0.38467878	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.98	59.98	3.34	Gradient Boost (General Model)	0.838	29252	190.695126705653	1730821	0.35	2565	74	82845	12629	34023.3	0	6.1324773	0.16010213	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.2.99	99.63	8.24	Neural Network (Specific Model)	0.84	631389	315.848747913189	3370017	0.66	2995	9	1211344	165294	689827	0	25.903973	0.6762816	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.125	55.96	2.68	Gradient Boost (General Model)	0.83	91695	226.703051643192	3464292	0.6	4260	45	153035	42553	95712.4	0	6.2440743	0.16301562	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.133	82.11	2.42	Gradient Boost (General Model)	0.852	643777	310.806094182825	4724429	0.72	4332	12	1244592	252983	685897.3	0	12.239977	0.31955215	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.170	52.48	8.6	Neural Network (Specific Model)	0.809	39632	210.05792535143	3189997	0.62	4126	112	120306	14838	47552	0	5.6388407	0.14721464	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.181	51.87	2.08	Gradient Boost (General Model)	0.814	52087	244.127366609294	3635890	0.67	4067	92	212339	19248	66916.5	0	5.7766037	0.15081124	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.2	82.99	2.19	Neural Network (Specific Model)	0.893	218047	319.610638297872	4025457	0.72	3760	24	374692	98252	230108.5	0	18.907503	0.49362293	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.222	52.98	1.43	Gradient Boost (General Model)	0.821	36205	234.252259654889	3104675	0.61	3651	121	78985	12220	38455.4	0	4.7565303	0.12417992	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.240	71.3	1.77	Gradient Boost (General Model)	0.846	80137	237.463615690733	2945453	0.38	3518	57	173475	26339	80123.3	0	5.100313	0.13315515	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.246	74.35	0.62	Neural Network (Specific Model)	0.825	73046	279.273348519362	2662096	0.64	2634	52	140946	25007	78062.4	0	6.87274	0.17942834	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.249	52.96	0.4	Gradient Boost (General Model)	0.827	56302	253.691445283939	3753932	0.73	4103	98	172677	17995	64826.6	0	5.55585	0.14504798	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.255	65.17	4.55	Neural Network (Specific Model)	0.853	23237	369.870336971998	13616805	0.67	10535	762	134128	8648	33821.9	0	7.390691	0.19295062	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.58	64.85	2.38	Neural Network (Specific Model)	0.848	338801	273.073246753247	3699996	0.73	3850	16	464728	159909	305464.3	0	22.317663	0.5826528	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.59	88.79	0.35	Neural Network (Specific Model)	0.898	1964281	321.455362877328	3337047	0.74	3114	7	1964281	196506	1276755.7	0	16.846754	0.4398224	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.83	80.98	6.67	Gradient Boost (General Model)	0.869	279039	306.758588382261	3380089	0.4	3202	15	408652	198719	278719.7	0	12.794144	0.3340199	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.3.95	56.08	5.16	Gradient Boost (General Model)	0.872	187711	308.336172344689	2111159	0.5	1996	16	261281	65466	171255.9	0	11.591996	0.30263516	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.4.14	57.49	3.43	Neural Network (Specific Model)	0.781	45448	218.225815766676	2886718	0.42	3463	84	172081	17502	59506.8	0	5.968188	0.15581298	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.4.15	51.5	0.36	Gradient Boost (General Model)	0.836	151972	245.841472303207	2407939	0.73	2744	23	264988	64758	154944.7	0	10.152404	0.26505134	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.4.6	50.15	0.67	Neural Network (Specific Model)	0.815	78103	212.38152888274	4475235	0.68	5782	89	163612	26466	79337.5	0	9.672772	0.2525295	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.4.62	54.62	0.47	Gradient Boost (General Model)	0.834	27026	261.783584836216	2547910	0.4	2717	120	60551	11902	28921.1	0	5.302227	0.13842657	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.4.72	52.44	7.65	Gradient Boost (General Model)	0.823	29577	232.357802510064	3547267	0.72	4223	164	75346	11174	31235.1	0	5.136031	0.13408765	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_20.bin.4.73	58.04	4.05	Gradient Boost (General Model)	0.881	1548645	299.366835994195	2801092	0.71	2756	26	1548645	48817	892036.1	0	14.691573	0.38355657	MFD01721_20	Nanopore-simplex	1.0.2	2024-07-18
MFD01721_40.bin.1.10	93.76	1	Gradient Boost (General Model)	0.899	455877	303.482650665275	3868933	0.7	3833	12	1011422	141193	546096.8	0	29.967707	0.3649935	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.11	95.16	0	Gradient Boost (General Model)	0.878	1943773	337.596587446679	3779094	0.72	3282	5	1943773	318664	1248297.9	0	16.979002	0.2067968	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.122	99.7	0.11	Neural Network (Specific Model)	0.907	1864548	322.164609053498	3619595	0.7	3402	4	1864548	596030	1295664	0	36.22662	0.44122428	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.127	98.67	0.14	Gradient Boost (General Model)	0.881	390508	294.066433566434	3711089	0.69	3718	8	1147210	274683	633445.2	0	18.820007	0.22921942	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.130	97.92	0.04	Gradient Boost (General Model)	0.897	282186	322.688105289297	4336864	0.72	4027	20	674684	132813	310918.7	0	72.31641	0.88078207	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.135	94.52	1.09	Neural Network (Specific Model)	0.907	2005527	295.482529118136	2341823	0.64	2404	3	2005527	263401	1749420.1	0	23.197636	0.282537	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.142	98.39	0.55	Neural Network (Specific Model)	0.886	512197	297.570602807597	3651297	0.69	3633	12	584277	162840	416603.9	0	74.629654	0.90895647	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.145	99.48	2.72	Gradient Boost (General Model)	0.883	461312	332.350970340535	6148781	0.38	5462	24	725202	147423	432127.9	0	41.292297	0.50292206	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.146	97.53	2.07	Gradient Boost (General Model)	0.911	967591	342.694062591401	3849906	0.7	3419	8	982065	297642	676512.5	0	49.359493	0.6011769	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.147	92.79	0.74	Gradient Boost (General Model)	0.894	778821	304.67053917188	3422244	0.71	3357	5	1542634	422621	996737.7	0	157.81859	1.9221611	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.149	95.1	0.15	Neural Network (Specific Model)	0.903	993221	329.011560693642	3585640	0.72	3287	7	1639384	278811	1087772.3	0	27.797192	0.33855757	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.150	99.44	4.42	Gradient Boost (General Model)	0.892	438775	321.197924388436	4364615	0.72	4047	22	703200	94222	417944.7	0	45.52963	0.55453086	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.152	93.21	0.67	Neural Network (Specific Model)	0.903	2324570	289.731737515477	2324570	0.63	2423	1	2324570	2324570	2324570	0	25.773638	0.3139116	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.153	99.98	0.66	Neural Network (Specific Model)	0.911	857594	326.277917981073	3399422	0.74	3170	4	1402187	430299	997204.6	0	31.782915	0.38710195	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.155	93.76	0.26	Gradient Boost (General Model)	0.896	314820	303.215487035739	2891530	0.71	2854	11	497953	141062	334002.6	0	77.79097	0.9474598	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.156	90.85	0.18	Gradient Boost (General Model)	0.86	162616	267.85921958684	3647600	0.69	3921	24	494843	79463	229621.3	0	11.843543	0.14424916	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.158	97.18	4.6	Gradient Boost (General Model)	0.85	170959	301.443228454172	4648611	0.4	4386	32	364655	77415	194597.2	0	8.341534	0.101596214	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.16	93.1	0.2	Gradient Boost (General Model)	0.888	2125361	322.740480691331	4032557	0.71	3703	5	2125361	433815	1659270.5	0	40.24206	0.4901306	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.163	99.14	0.08	Gradient Boost (General Model)	0.91	506685	330.570886075949	3437219	0.74	3160	9	936773	167427	570721.9	0	259.25726	3.1576397	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.164	93.74	1.11	Gradient Boost (General Model)	0.878	191663	295.990083905416	3963643	0.69	3933	26	490504	67422	264075.1	0	65.82451	0.8017135	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.168	93.07	2.03	Gradient Boost (General Model)	0.869	351766	296.905829596413	3644569	0.37	3568	19	656815	100032	317130.1	0	12.274151	0.14949377	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.17	94.19	0.66	Gradient Boost (General Model)	0.916	2800389	334.84609375	2800389	0.7	2560	1	2800389	2800389	2800389	0	35.490826	0.43226266	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.172	99.93	0	Neural Network (Specific Model)	0.919	1785512	326.77410633824	3543720	0.72	3329	6	1785512	250277	1159831.4	0	37.081673	0.45163846	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.173	100	4.82	Gradient Boost (General Model)	0.859	577547	307.280387931035	4961209	0.61	4640	14	1272486	174721	619070.4	0	13.645979	0.16620202	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.177	90.49	1.85	Gradient Boost (General Model)	0.869	281921	321.104485929228	3971096	0.69	3589	22	555506	102677	309319.8	0	117.11482	1.4264071	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.179	91.67	1.5	Gradient Boost (General Model)	0.881	153749	298.124239791486	3492243	0.42	3453	34	267483	52309	160410.6	0	8.263741	0.10064873	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
MFD01721_40.bin.1.18	92.5	0.98	Gradient Boost (General Model)	0.899	420633	276.579865361077	3000725	0.69	3268	10	1201031	127184	644102.1	0	11.432477	0.13924254	MFD01721_40	Nanopore-simplex	1.0.2	2024-08-11
