bin	longshot_var
MFD05684_100.bin.3.492	36632
MFD05684_100.bin.3.521	4827
MFD05684_100.bin.3.532	29680
MFD05684_100.bin.3.540	21556
MFD05684_100.bin.3.572	9094
MFD05684_100.bin.3.574	44124
MFD05684_100.bin.3.592	69652
MFD05684_100.bin.3.60	34023
MFD05684_100.bin.3.613	44952
MFD05684_100.bin.3.614	63667
MFD05684_100.bin.3.621	36586
MFD05684_100.bin.3.632	8715
MFD05684_100.bin.3.635	70994
MFD05684_100.bin.3.643	10498
MFD05684_100.bin.3.65	74466
MFD05684_100.bin.3.669	56132
MFD05684_100.bin.3.671	26892
MFD05684_100.bin.3.692	1649
MFD05684_100.bin.3.696	44475
MFD05684_100.bin.3.697	21195
MFD05684_100.bin.3.70	12296
MFD05684_100.bin.3.700	40307
MFD05684_100.bin.3.742	35787
MFD05684_100.bin.3.773	2927
MFD05684_100.bin.3.798	10356
MFD05684_100.bin.3.802	31742
MFD05684_100.bin.3.81	54326
MFD05684_100.bin.3.813	26087
MFD05684_100.bin.3.831	15361
MFD05684_100.bin.3.870	46101
MFD05684_100.bin.3.879	88936
MFD05684_100.bin.3.899	5153
MFD05684_100.bin.3.909	28805
MFD05684_100.bin.3.98	54396
MFD05684_100.bin.4.220	10125
MFD05684_100.bin.4.316	54655
MFD05684_100.bin.4.39	33444
MFD05684_100.bin.4.41	4106
MFD05684_100.bin.4.421	26388
MFD05684_100.bin.4.430	61738
MFD05684_100.bin.4.445	8124
MFD05684_100.bin.4.543	14873
MFD05684_100.bin.4.560	13220
MFD05684_100.bin.4.58	42544
MFD05684_100.bin.4.635	2848
MFD05684_100.bin.4.881	35800
MFD05684_100.bin.c.2	2664
MFD05684_20.bin.1.10	5168
MFD05684_20.bin.1.109	16318
MFD05684_20.bin.1.111	50440
MFD05684_20.bin.1.113	31627
MFD05684_20.bin.1.119	7924
MFD05684_20.bin.1.12	28311
MFD05684_20.bin.1.126	15330
MFD05684_20.bin.1.127	10292
MFD05684_20.bin.1.130	2683
MFD05684_20.bin.1.16	17264
MFD05684_20.bin.1.17	14002
MFD05684_20.bin.1.21	18687
MFD05684_20.bin.1.22	55427
MFD05684_20.bin.1.28	30935
MFD05684_20.bin.1.4	55696
MFD05684_20.bin.1.43	61569
MFD05684_20.bin.1.45	22071
MFD05684_20.bin.1.49	11716
MFD05684_20.bin.1.53	20777
MFD05684_20.bin.1.68	17259
MFD05684_20.bin.1.8	30780
MFD05684_20.bin.1.80	15831
MFD05684_20.bin.1.85	16525
MFD05684_20.bin.1.88	11609
MFD05684_20.bin.1.98	42156
MFD05684_20.bin.2.1	7642
MFD05684_20.bin.2.10	28420
MFD05684_20.bin.2.101	20197
MFD05684_20.bin.2.105	41280
MFD05684_20.bin.2.107	35290
MFD05684_20.bin.2.108	81824
MFD05684_20.bin.2.109	12162
MFD05684_20.bin.2.11	49673
MFD05684_20.bin.2.110	11912
MFD05684_20.bin.2.111	51327
MFD05684_20.bin.2.112	6381
MFD05684_20.bin.2.12	70162
MFD05684_20.bin.2.13	27195
MFD05684_20.bin.2.14	28393
MFD05684_20.bin.2.15	12297
MFD05684_20.bin.2.16	42393
MFD05684_20.bin.2.17	33441
MFD05684_20.bin.2.18	46810
MFD05684_20.bin.2.2	67632
MFD05684_20.bin.2.20	73393
MFD05684_20.bin.2.22	57056
MFD05684_20.bin.2.23	33623
MFD05684_20.bin.2.24	7228
MFD05684_20.bin.2.25	51873
MFD05684_20.bin.2.26	10412
MFD05684_20.bin.2.3	15916
MFD05684_20.bin.2.30	31225
MFD05684_20.bin.2.31	28785
MFD05684_20.bin.2.32	26869
MFD05684_20.bin.2.35	45691
MFD05684_20.bin.2.36	45994
MFD05684_20.bin.2.37	55363
MFD05684_20.bin.2.39	13875
MFD05684_20.bin.2.41	3019
MFD05684_20.bin.2.43	49619
MFD05684_20.bin.2.44	21433
MFD05684_20.bin.2.46	10318
MFD05684_20.bin.2.47	14376
MFD05684_20.bin.2.49	40539
MFD05684_20.bin.2.5	50358
MFD05684_20.bin.2.53	1419
MFD05684_20.bin.2.57	193
MFD05684_20.bin.2.59	10815
MFD05684_20.bin.2.6	46253
MFD05684_20.bin.2.60	17656
MFD05684_20.bin.2.61	4540
MFD05684_20.bin.2.62	20229
MFD05684_20.bin.2.64	6423
MFD05684_20.bin.2.65	22597
MFD05684_20.bin.2.66	72636
MFD05684_20.bin.2.67	5631
MFD05684_20.bin.2.69	8960
MFD05684_20.bin.2.70	35287
MFD05684_20.bin.2.72	14028
MFD05684_20.bin.2.75	134382
MFD05684_20.bin.2.8	108760
MFD05684_20.bin.2.81	32773
MFD05684_20.bin.2.83	16264
MFD05684_20.bin.2.84	5641
MFD05684_20.bin.2.89	25787
MFD05684_20.bin.2.9	36395
MFD05684_20.bin.2.90	14771
MFD05684_20.bin.2.91	3907
MFD05684_20.bin.2.92	27146
MFD05684_20.bin.2.94	39260
MFD05684_20.bin.2.95	23013
MFD05684_20.bin.2.96	53913
MFD05684_20.bin.2.97	32811
MFD05684_20.bin.2.99	16832
MFD05684_20.bin.3.100	7350
MFD05684_20.bin.3.101	2478
MFD05684_20.bin.3.102	17370
MFD05684_20.bin.3.109	75782
MFD05684_20.bin.3.120	44378
MFD05684_20.bin.3.157	58074
MFD05684_20.bin.3.161	30017
MFD05684_20.bin.3.169	29779
MFD05684_20.bin.3.173	23007
MFD05684_20.bin.3.182	9979
MFD05684_20.bin.3.194	94884
MFD05684_20.bin.3.196	9015
MFD05684_20.bin.3.235	102058
MFD05684_20.bin.3.238	35668
MFD05684_20.bin.3.25	52944
MFD05684_20.bin.3.259	8836
MFD05684_20.bin.3.27	3949
MFD05684_20.bin.3.272	12645
MFD05684_20.bin.3.33	27650
MFD05684_20.bin.3.45	33889
MFD05684_20.bin.3.72	22490
MFD05684_20.bin.3.80	10389
MFD05684_20.bin.3.98	65012
MFD05684_20.bin.4.125	86109
MFD05684_20.bin.4.16	22180
MFD05684_20.bin.4.180	7511
MFD05684_20.bin.4.226	28722
MFD05684_20.bin.4.23	7308
MFD05684_20.bin.4.55	27140
MFD05684_40.bin.1.10	10731
MFD05684_40.bin.1.103	2260
MFD05684_40.bin.1.111	19390
MFD05684_40.bin.1.115	15447
MFD05684_40.bin.1.117	25505
MFD05684_40.bin.1.120	52842
MFD05684_40.bin.1.122	17278
MFD05684_40.bin.1.123	49977
MFD05684_40.bin.1.124	9361
MFD05684_40.bin.1.127	17173
MFD05684_40.bin.1.129	25409
MFD05684_40.bin.1.131	31325
MFD05684_40.bin.1.14	41525
MFD05684_40.bin.1.145	50266
MFD05684_40.bin.1.15	17197
MFD05684_40.bin.1.153	23030
MFD05684_40.bin.1.158	63604
MFD05684_40.bin.1.164	18538
MFD05684_40.bin.1.166	42503
MFD05684_40.bin.1.167	28347
MFD05684_40.bin.1.17	23670
MFD05684_40.bin.1.170	8825
MFD05684_40.bin.1.172	10067
MFD05684_40.bin.1.173	12503
MFD05684_40.bin.1.187	16724
MFD05684_40.bin.1.19	3928
MFD05684_40.bin.1.215	14112
MFD05684_40.bin.1.224	82776
MFD05684_40.bin.1.228	31912
MFD05684_40.bin.1.229	12336
MFD05684_40.bin.1.231	26236
MFD05684_40.bin.1.233	42611
MFD05684_40.bin.1.243	14663
MFD05684_40.bin.1.246	29636
MFD05684_40.bin.1.247	26742
MFD05684_40.bin.1.25	5626
MFD05684_40.bin.1.253	24891
MFD05684_40.bin.1.260	16474
MFD05684_40.bin.1.264	53008
MFD05684_40.bin.1.29	29950
MFD05684_40.bin.1.30	17671
MFD05684_40.bin.1.31	14182
MFD05684_40.bin.1.32	55216
MFD05684_40.bin.1.35	18529
MFD05684_40.bin.1.36	33771
MFD05684_40.bin.1.37	47551
MFD05684_40.bin.1.38	17757
MFD05684_40.bin.1.4	20758
MFD05684_40.bin.1.43	83958
MFD05684_40.bin.1.5	8393
MFD05684_40.bin.1.58	11823
MFD05684_40.bin.1.6	11372
MFD05684_40.bin.1.66	94801
MFD05684_40.bin.1.67	10633
MFD05684_40.bin.1.7	17058
MFD05684_40.bin.1.72	19203
MFD05684_40.bin.1.75	19897
MFD05684_40.bin.1.8	23998
MFD05684_40.bin.2.1	20994
MFD05684_40.bin.2.100	20259
MFD05684_40.bin.2.105	46760
MFD05684_40.bin.2.106	4668
MFD05684_40.bin.2.108	15407
MFD05684_40.bin.2.11	4504
MFD05684_40.bin.2.113	26775
MFD05684_40.bin.2.115	26674
MFD05684_40.bin.2.116	56072
MFD05684_40.bin.2.117	27723
MFD05684_40.bin.2.118	3968
MFD05684_40.bin.2.119	34860
MFD05684_40.bin.2.12	17416
MFD05684_40.bin.2.120	31904
MFD05684_40.bin.2.122	64402
MFD05684_40.bin.2.123	40972
MFD05684_40.bin.2.124	23608
MFD05684_40.bin.2.126	30696
MFD05684_40.bin.2.127	51694
MFD05684_40.bin.2.128	4391
MFD05684_40.bin.2.129	53968
MFD05684_40.bin.2.13	5631
MFD05684_40.bin.2.130	22391
MFD05684_40.bin.2.132	24533
MFD05684_40.bin.2.133	20616
MFD05684_40.bin.2.134	50072
MFD05684_40.bin.2.136	54962
MFD05684_40.bin.2.137	9267
MFD05684_40.bin.2.138	16397
MFD05684_40.bin.2.139	46197
MFD05684_40.bin.2.14	38279
MFD05684_40.bin.2.142	66279
MFD05684_40.bin.2.144	18993
MFD05684_40.bin.2.145	27000
MFD05684_40.bin.2.146	61228
MFD05684_40.bin.2.147	42829
MFD05684_40.bin.2.148	13350
MFD05684_40.bin.2.151	10607
MFD05684_40.bin.2.154	41118
MFD05684_40.bin.2.158	39829
MFD05684_40.bin.2.159	25705
MFD05684_40.bin.2.16	22641
MFD05684_40.bin.2.160	60631
MFD05684_40.bin.2.163	62411
MFD05684_40.bin.2.164	11390
MFD05684_40.bin.2.166	26820
MFD05684_40.bin.2.167	2268
MFD05684_40.bin.2.168	57326
MFD05684_40.bin.2.17	21914
MFD05684_40.bin.2.170	24585
MFD05684_40.bin.2.172	37687
MFD05684_40.bin.2.173	62039
MFD05684_40.bin.2.174	60337
MFD05684_40.bin.2.175	14323
MFD05684_40.bin.2.176	8075
MFD05684_40.bin.2.177	78077
MFD05684_40.bin.2.178	23687
MFD05684_40.bin.2.179	93340
MFD05684_40.bin.2.18	30634
MFD05684_40.bin.2.181	100288
MFD05684_40.bin.2.182	47463
MFD05684_40.bin.2.183	66848
MFD05684_40.bin.2.185	15658
MFD05684_40.bin.2.186	9644
MFD05684_40.bin.2.187	92084
MFD05684_40.bin.2.188	111794
MFD05684_40.bin.2.189	33064
MFD05684_40.bin.2.19	9761
MFD05684_40.bin.2.190	19077
MFD05684_40.bin.2.191	16175
MFD05684_40.bin.2.192	34480
MFD05684_40.bin.2.193	25157
MFD05684_40.bin.2.195	631
MFD05684_40.bin.2.197	16905
MFD05684_40.bin.2.2	35246
MFD05684_40.bin.2.20	41947
MFD05684_40.bin.2.200	7976
MFD05684_40.bin.2.202	18105
MFD05684_40.bin.2.203	58718
MFD05684_40.bin.2.204	31925
MFD05684_40.bin.2.21	47033
MFD05684_40.bin.2.22	24623
MFD05684_40.bin.2.23	4544
MFD05684_40.bin.2.25	72682
MFD05684_40.bin.2.29	59430
MFD05684_40.bin.2.3	5431
MFD05684_40.bin.2.32	43523
MFD05684_40.bin.2.33	35987
MFD05684_40.bin.2.35	38419
MFD05684_40.bin.2.37	62209
MFD05684_40.bin.2.38	38122
MFD05684_40.bin.2.39	10386
MFD05684_40.bin.2.40	15170
MFD05684_40.bin.2.41	27348
MFD05684_40.bin.2.42	34886
MFD05684_40.bin.2.43	42078
MFD05684_40.bin.2.45	31083
MFD05684_40.bin.2.46	32974
MFD05684_40.bin.2.48	622
MFD05684_40.bin.2.49	18774
MFD05684_40.bin.2.5	24073
MFD05684_40.bin.2.50	2508
MFD05684_40.bin.2.51	2218
MFD05684_40.bin.2.52	75326
MFD05684_40.bin.2.6	1276
MFD05684_40.bin.2.63	20645
MFD05684_40.bin.2.65	6404
MFD05684_40.bin.2.66	4398
MFD05684_40.bin.2.69	45130
MFD05684_40.bin.2.7	22589
MFD05684_40.bin.2.74	14327
MFD05684_40.bin.2.75	16138
MFD05684_40.bin.2.76	33774
MFD05684_40.bin.2.77	36551
MFD05684_40.bin.2.78	33485
MFD05684_40.bin.2.79	7934
MFD05684_40.bin.2.8	28068
MFD05684_40.bin.2.80	75521
MFD05684_40.bin.2.81	13169
MFD05684_40.bin.2.82	23807
MFD05684_40.bin.2.83	7857
MFD05684_40.bin.2.84	85888
MFD05684_40.bin.2.86	69225
MFD05684_40.bin.2.87	101615
MFD05684_40.bin.2.88	82845
MFD05684_40.bin.2.89	45873
MFD05684_40.bin.2.91	9086
MFD05684_40.bin.2.93	55128
MFD05684_40.bin.2.95	11351
MFD05684_40.bin.2.96	22198
MFD05684_40.bin.2.97	49771
MFD05684_40.bin.2.98	30882
MFD05684_40.bin.2.99	81976
MFD05684_40.bin.3.106	19956
MFD05684_40.bin.3.109	3381
MFD05684_40.bin.3.121	63931
MFD05684_40.bin.3.13	36515
MFD05684_40.bin.3.130	15013
MFD05684_40.bin.3.153	34947
MFD05684_40.bin.3.171	20477
MFD05684_40.bin.3.195	17083
MFD05684_40.bin.3.196	5779
MFD05684_40.bin.3.197	1970
MFD05684_40.bin.3.204	19494
MFD05684_40.bin.3.213	50840
MFD05684_40.bin.3.221	50654
MFD05684_40.bin.3.229	38166
MFD05684_40.bin.3.232	20456
MFD05684_40.bin.3.251	11359
MFD05684_40.bin.3.26	14567
MFD05684_40.bin.3.290	21223
MFD05684_40.bin.3.295	2767
MFD05684_40.bin.3.303	99657
MFD05684_40.bin.3.306	72078
MFD05684_40.bin.3.315	13523
MFD05684_40.bin.3.336	34095
MFD05684_40.bin.3.349	4856
MFD05684_40.bin.3.351	5285
MFD05684_40.bin.3.354	16503
MFD05684_40.bin.3.364	13226
MFD05684_40.bin.3.397	28835
MFD05684_40.bin.3.42	9480
MFD05684_40.bin.3.461	4792
MFD05684_40.bin.3.51	18391
MFD05684_40.bin.3.53	29624
MFD05684_40.bin.3.56	37752
MFD05684_40.bin.3.58	17352
MFD05684_40.bin.3.59	41841
MFD05684_40.bin.3.63	16386
MFD05684_40.bin.3.96	57633
MFD05684_40.bin.4.118	14298
MFD05684_40.bin.4.176	6808
MFD05684_40.bin.4.236	67181
MFD05684_40.bin.4.242	20295
MFD05684_40.bin.4.295	37336
MFD05684_40.bin.4.372	8322
MFD05684_40.bin.4.398	58750
MFD05684_40.bin.4.432	30129
MFD05684_40.bin.4.62	28384
MFD05684_60.bin.1.10	22348
MFD05684_60.bin.1.112	2797
MFD05684_60.bin.1.12	66550
MFD05684_60.bin.1.121	28409
MFD05684_60.bin.1.140	36710
MFD05684_60.bin.1.144	12375
MFD05684_60.bin.1.15	74533
MFD05684_60.bin.1.153	12811
MFD05684_60.bin.1.157	4964
MFD05684_60.bin.1.158	35853
MFD05684_60.bin.1.160	44622
MFD05684_60.bin.1.166	6647
MFD05684_60.bin.1.167	7413
MFD05684_60.bin.1.17	7053
MFD05684_60.bin.1.170	15243
MFD05684_60.bin.1.173	31616
MFD05684_60.bin.1.174	17911
MFD05684_60.bin.1.176	22473
MFD05684_60.bin.1.179	15146
MFD05684_60.bin.1.18	19918
MFD05684_60.bin.1.184	21121
MFD05684_60.bin.1.185	18194
MFD05684_60.bin.1.19	5002
MFD05684_60.bin.1.193	37816
MFD05684_60.bin.1.199	6490
MFD05684_60.bin.1.2	15357
MFD05684_60.bin.1.20	11459
MFD05684_60.bin.1.202	35696
MFD05684_60.bin.1.205	39183
MFD05684_60.bin.1.207	73536
MFD05684_60.bin.1.208	17857
MFD05684_60.bin.1.209	45315
MFD05684_60.bin.1.210	6835
MFD05684_60.bin.1.215	15656
MFD05684_60.bin.1.216	27193
MFD05684_60.bin.1.217	48335
MFD05684_60.bin.1.222	11373
MFD05684_60.bin.1.226	18283
MFD05684_60.bin.1.227	18255
MFD05684_60.bin.1.239	56509
MFD05684_60.bin.1.243	16406
MFD05684_60.bin.1.245	29248
MFD05684_60.bin.1.248	15687
MFD05684_60.bin.1.25	14979
MFD05684_60.bin.1.252	36368
MFD05684_60.bin.1.26	28306
MFD05684_60.bin.1.262	2255
MFD05684_60.bin.1.263	20684
MFD05684_60.bin.1.27	11578
MFD05684_60.bin.1.270	18406
MFD05684_60.bin.1.281	12779
MFD05684_60.bin.1.284	43855
MFD05684_60.bin.1.285	49445
MFD05684_60.bin.1.286	57721
MFD05684_60.bin.1.290	44214
MFD05684_60.bin.1.297	11690
MFD05684_60.bin.1.298	7086
MFD05684_60.bin.1.3	89951
MFD05684_60.bin.1.302	29000
MFD05684_60.bin.1.304	11410
MFD05684_60.bin.1.307	40301
MFD05684_60.bin.1.31	96414
MFD05684_60.bin.1.310	13454
MFD05684_60.bin.1.313	13722
MFD05684_60.bin.1.315	64976
MFD05684_60.bin.1.32	5873
MFD05684_60.bin.1.322	54070
MFD05684_60.bin.1.325	17041
MFD05684_60.bin.1.327	35284
MFD05684_60.bin.1.329	20637
MFD05684_60.bin.1.33	28682
MFD05684_60.bin.1.333	17716
MFD05684_60.bin.1.38	12691
MFD05684_60.bin.1.4	10431
MFD05684_60.bin.1.40	18903
MFD05684_60.bin.1.43	32512
MFD05684_60.bin.1.46	53891
MFD05684_60.bin.1.51	17234
MFD05684_60.bin.1.6	52421
MFD05684_60.bin.1.68	15463
MFD05684_60.bin.1.69	12508
MFD05684_60.bin.1.74	13322
MFD05684_60.bin.1.78	24074
MFD05684_60.bin.1.82	39951
MFD05684_60.bin.1.83	23489
MFD05684_60.bin.1.88	54997
MFD05684_60.bin.1.9	64696
MFD05684_60.bin.1.92	15154
MFD05684_60.bin.1.94	16359
MFD05684_60.bin.2.1	74199
MFD05684_60.bin.2.100	25566
MFD05684_60.bin.2.101	683
MFD05684_60.bin.2.102	20837
MFD05684_60.bin.2.103	18893
MFD05684_60.bin.2.104	52011
MFD05684_60.bin.2.106	79811
MFD05684_60.bin.2.107	18981
MFD05684_60.bin.2.108	64271
MFD05684_60.bin.2.109	27328
MFD05684_60.bin.2.11	28713
MFD05684_60.bin.2.110	30239
MFD05684_60.bin.2.111	29831
MFD05684_60.bin.2.112	43291
MFD05684_60.bin.2.113	18979
MFD05684_60.bin.2.114	36828
MFD05684_60.bin.2.115	19387
MFD05684_60.bin.2.116	40970
MFD05684_60.bin.2.117	45379
MFD05684_60.bin.2.118	5148
MFD05684_60.bin.2.119	27151
MFD05684_60.bin.2.12	45967
MFD05684_60.bin.2.124	13538
MFD05684_60.bin.2.127	53529
MFD05684_60.bin.2.129	40748
MFD05684_60.bin.2.13	13049
MFD05684_60.bin.2.133	43263
MFD05684_60.bin.2.134	5947
MFD05684_60.bin.2.135	41090
MFD05684_60.bin.2.136	6814
MFD05684_60.bin.2.137	24389
MFD05684_60.bin.2.138	23199
MFD05684_60.bin.2.139	22120
MFD05684_60.bin.2.140	14865
MFD05684_60.bin.2.141	62021
MFD05684_60.bin.2.142	33502
MFD05684_60.bin.2.143	33015
MFD05684_60.bin.2.144	30931
MFD05684_60.bin.2.145	23290
MFD05684_60.bin.2.148	79313
MFD05684_60.bin.2.149	19730
MFD05684_60.bin.2.15	6829
MFD05684_60.bin.2.150	25493
MFD05684_60.bin.2.151	5130
MFD05684_60.bin.2.153	37968
MFD05684_60.bin.2.158	51661
MFD05684_60.bin.2.159	21128
MFD05684_60.bin.2.16	23499
MFD05684_60.bin.2.160	16941
MFD05684_60.bin.2.164	13987
MFD05684_60.bin.2.166	3791
MFD05684_60.bin.2.167	16425
MFD05684_60.bin.2.168	65128
MFD05684_60.bin.2.169	284
MFD05684_60.bin.2.17	43601
MFD05684_60.bin.2.170	16124
MFD05684_60.bin.2.174	75170
MFD05684_60.bin.2.177	71639
MFD05684_60.bin.2.178	6982
MFD05684_60.bin.2.179	85369
MFD05684_60.bin.2.18	57294
MFD05684_60.bin.2.180	17436
MFD05684_60.bin.2.184	42414
MFD05684_60.bin.2.185	13603
MFD05684_60.bin.2.187	35637
MFD05684_60.bin.2.189	12232
MFD05684_60.bin.2.19	17038
MFD05684_60.bin.2.190	8904
MFD05684_60.bin.2.192	8116
MFD05684_60.bin.2.193	76290
MFD05684_60.bin.2.194	13609
MFD05684_60.bin.2.195	51263
MFD05684_60.bin.2.196	24724
MFD05684_60.bin.2.197	23220
MFD05684_60.bin.2.198	8715
MFD05684_60.bin.2.199	53330
MFD05684_60.bin.2.20	28667
MFD05684_60.bin.2.200	14916
MFD05684_60.bin.2.203	44212
MFD05684_60.bin.2.204	48749
MFD05684_60.bin.2.205	21043
MFD05684_60.bin.2.206	79897
MFD05684_60.bin.2.208	84727
MFD05684_60.bin.2.209	8191
MFD05684_60.bin.2.21	34192
MFD05684_60.bin.2.211	9851
MFD05684_60.bin.2.212	67106
MFD05684_60.bin.2.213	16561
MFD05684_60.bin.2.215	67935
MFD05684_60.bin.2.216	29241
MFD05684_60.bin.2.217	15657
MFD05684_60.bin.2.218	51073
MFD05684_60.bin.2.22	37541
MFD05684_60.bin.2.221	43021
MFD05684_60.bin.2.222	21103
MFD05684_60.bin.2.223	40415
MFD05684_60.bin.2.224	42804
MFD05684_60.bin.2.228	23743
MFD05684_60.bin.2.229	57625
MFD05684_60.bin.2.230	9973
MFD05684_60.bin.2.231	9434
MFD05684_60.bin.2.232	95480
MFD05684_60.bin.2.233	13736
MFD05684_60.bin.2.235	5769
MFD05684_60.bin.2.236	94795
MFD05684_60.bin.2.237	33999
MFD05684_60.bin.2.239	34164
MFD05684_60.bin.2.24	22077
MFD05684_60.bin.2.240	94848
MFD05684_60.bin.2.242	60498
MFD05684_60.bin.2.243	45760
MFD05684_60.bin.2.244	39217
MFD05684_60.bin.2.246	21194
MFD05684_60.bin.2.28	43975
MFD05684_60.bin.2.3	24986
MFD05684_60.bin.2.30	83510
MFD05684_60.bin.2.31	19646
MFD05684_60.bin.2.34	37372
MFD05684_60.bin.2.35	60652
MFD05684_60.bin.2.36	33155
MFD05684_60.bin.2.37	68964
MFD05684_60.bin.2.39	52926
MFD05684_60.bin.2.40	63635
MFD05684_60.bin.2.41	13636
MFD05684_60.bin.2.42	10300
MFD05684_60.bin.2.46	30034
MFD05684_60.bin.2.48	21065
MFD05684_60.bin.2.49	6518
MFD05684_60.bin.2.50	17208
MFD05684_60.bin.2.51	63990
MFD05684_60.bin.2.52	41711
MFD05684_60.bin.2.53	66261
MFD05684_60.bin.2.54	30833
MFD05684_60.bin.2.55	16849
MFD05684_60.bin.2.56	42152
MFD05684_60.bin.2.57	56757
MFD05684_60.bin.2.6	33251
MFD05684_60.bin.2.60	24723
MFD05684_60.bin.2.61	45553
MFD05684_60.bin.2.62	49516
MFD05684_60.bin.2.63	10968
MFD05684_60.bin.2.64	53619
MFD05684_60.bin.2.65	34030
MFD05684_60.bin.2.66	74823
MFD05684_60.bin.2.67	71146
MFD05684_60.bin.2.7	27184
MFD05684_60.bin.2.70	26047
MFD05684_60.bin.2.71	50190
MFD05684_60.bin.2.73	27205
MFD05684_60.bin.2.75	25619
MFD05684_60.bin.2.76	28161
MFD05684_60.bin.2.77	65018
MFD05684_60.bin.2.78	32758
MFD05684_60.bin.2.8	8406
MFD05684_60.bin.2.80	4552
MFD05684_60.bin.2.86	26741
MFD05684_60.bin.2.88	36635
MFD05684_60.bin.2.9	3944
MFD05684_60.bin.2.92	24701
MFD05684_60.bin.2.97	16350
MFD05684_60.bin.2.98	66491
MFD05684_60.bin.2.99	40272
MFD05684_60.bin.3.122	25584
MFD05684_60.bin.3.128	42354
MFD05684_60.bin.3.129	23753
MFD05684_60.bin.3.130	15512
MFD05684_60.bin.3.139	7876
MFD05684_60.bin.3.151	51834
MFD05684_60.bin.3.178	15925
MFD05684_60.bin.3.192	11611
MFD05684_60.bin.3.193	56121
MFD05684_60.bin.3.197	56736
MFD05684_60.bin.3.2	60812
MFD05684_60.bin.3.210	9297
MFD05684_60.bin.3.216	7114
MFD05684_60.bin.3.22	9756
MFD05684_60.bin.3.223	10371
MFD05684_60.bin.3.265	33242
MFD05684_60.bin.3.268	4995
MFD05684_60.bin.3.275	21255
MFD05684_60.bin.3.279	33334
MFD05684_60.bin.3.289	9787
MFD05684_60.bin.3.291	15519
MFD05684_60.bin.3.302	17507
MFD05684_60.bin.3.310	11504
MFD05684_60.bin.3.311	14702
MFD05684_60.bin.3.317	30534
MFD05684_60.bin.3.321	73404
MFD05684_60.bin.3.329	7656
MFD05684_60.bin.3.336	16083
MFD05684_60.bin.3.337	2191
MFD05684_60.bin.3.345	1707
MFD05684_60.bin.3.348	34842
MFD05684_60.bin.3.36	46999
MFD05684_60.bin.3.373	57718
MFD05684_60.bin.3.387	6974
MFD05684_60.bin.3.389	40701
MFD05684_60.bin.3.39	43112
MFD05684_60.bin.3.40	17649
MFD05684_60.bin.3.442	7783
MFD05684_60.bin.3.487	1189
MFD05684_60.bin.3.512	44823
MFD05684_60.bin.3.522	17412
MFD05684_60.bin.3.531	10112
MFD05684_60.bin.3.533	58491
MFD05684_60.bin.3.554	60369
MFD05684_60.bin.3.558	89718
MFD05684_60.bin.3.57	11390
MFD05684_60.bin.3.583	11502
MFD05684_60.bin.3.599	12487
MFD05684_60.bin.3.614	46232
MFD05684_60.bin.3.621	14946
MFD05684_60.bin.3.625	1805
MFD05684_60.bin.3.633	14314
MFD05684_60.bin.3.636	44275
MFD05684_60.bin.3.69	9871
MFD05684_60.bin.3.73	14439
MFD05684_60.bin.3.75	15804
MFD05684_60.bin.3.76	49592
MFD05684_60.bin.3.87	35018
MFD05684_60.bin.3.88	10460
MFD05684_60.bin.3.99	61986
MFD05684_60.bin.4.102	31257
MFD05684_60.bin.4.214	35513
MFD05684_60.bin.4.246	8824
MFD05684_60.bin.4.392	41825
MFD05684_60.bin.4.455	58555
MFD05684_60.bin.4.492	9503
MFD05684_60.bin.c.1	14073
MFD05684_60.bin.c.2	3655
MFD05684_80.bin.1.1	46338
MFD05684_80.bin.1.100	16446
MFD05684_80.bin.1.106	15853
MFD05684_80.bin.1.114	12365
MFD05684_80.bin.1.116	59892
MFD05684_80.bin.1.117	12684
MFD05684_80.bin.1.118	5957
MFD05684_80.bin.1.119	33625
MFD05684_80.bin.1.127	38075
MFD05684_80.bin.1.133	44869
MFD05684_80.bin.1.137	48880
MFD05684_80.bin.1.14	9115
MFD05684_80.bin.1.140	1792
MFD05684_80.bin.1.15	10854
MFD05684_80.bin.1.150	7929
MFD05684_80.bin.1.155	30765
MFD05684_80.bin.1.162	55036
MFD05684_80.bin.1.169	28451
MFD05684_80.bin.1.17	59257
MFD05684_80.bin.1.18	25187
MFD05684_80.bin.1.180	14580
MFD05684_80.bin.1.189	37149
MFD05684_80.bin.1.197	17133
MFD05684_80.bin.1.2	47914
MFD05684_80.bin.1.20	47219
MFD05684_80.bin.1.207	12405
MFD05684_80.bin.1.210	17363
MFD05684_80.bin.1.212	53822
MFD05684_80.bin.1.215	6899
MFD05684_80.bin.1.216	16101
MFD05684_80.bin.1.217	9094
MFD05684_80.bin.1.218	9916
MFD05684_80.bin.1.219	11565
MFD05684_80.bin.1.220	20009
MFD05684_80.bin.1.222	25387
MFD05684_80.bin.1.223	16240
MFD05684_80.bin.1.224	31374
MFD05684_80.bin.1.23	35947
MFD05684_80.bin.1.230	31828
MFD05684_80.bin.1.231	37374
MFD05684_80.bin.1.232	17590
MFD05684_80.bin.1.233	52853
MFD05684_80.bin.1.236	14162
MFD05684_80.bin.1.237	79368
MFD05684_80.bin.1.239	13783
MFD05684_80.bin.1.24	8033
MFD05684_80.bin.1.240	25338
MFD05684_80.bin.1.25	17145
MFD05684_80.bin.1.250	6545
MFD05684_80.bin.1.255	20005
MFD05684_80.bin.1.257	22124
