bin	Coding_Density	MAG_status
MFD01223.bin.1.4	0.87	HQ
MFD01223.bin.1.54	0.901	HQ
MFD01223.bin.1.57	0.89	HQ
MFD01223.bin.1.59	0.89	HQ
MFD01223.bin.1.73	0.876	HQ
MFD01223.bin.1.8	0.864	HQ
MFD01223.bin.1.83	0.916	HQ
MFD01223.bin.1.97	0.876	HQ
MFD01223.bin.2.34	0.882	HQ
MFD01223.bin.2.73	0.874	HQ
MFD01231.bin.1.10	0.88	HQ
MFD01231.bin.1.102	0.871	HQ
MFD01231.bin.1.11	0.906	HQ
MFD01231.bin.1.14	0.872	HQ
MFD01231.bin.1.21	0.814	HQ
MFD01231.bin.1.29	0.897	HQ
MFD01231.bin.1.32	0.87	HQ
MFD01231.bin.1.33	0.868	HQ
MFD01231.bin.1.34	0.922	HQ
MFD01231.bin.1.36	0.898	HQ
MFD01231.bin.1.4	0.872	HQ
MFD01231.bin.1.41	0.863	HQ
MFD01231.bin.1.45	0.864	HQ
MFD01231.bin.1.48	0.879	HQ
MFD01231.bin.1.54	0.874	HQ
MFD01231.bin.1.59	0.883	HQ
MFD01231.bin.1.77	0.89	HQ
MFD01231.bin.1.87	0.86	HQ
MFD01231.bin.1.95	0.876	HQ
MFD01231.bin.1.98	0.875	HQ
MFD01231.bin.1.99	0.871	HQ
MFD01248.bin.1.104	0.92	HQ
MFD01248.bin.1.11	0.893	HQ
MFD01248.bin.1.15	0.862	HQ
MFD01248.bin.1.16	0.895	HQ
MFD01248.bin.1.17	0.828	HQ
MFD01248.bin.1.21	0.892	HQ
MFD01248.bin.1.23	0.839	HQ
MFD01248.bin.1.25	0.849	HQ
MFD01248.bin.1.34	0.831	HQ
MFD01248.bin.1.36	0.837	HQ
MFD01248.bin.1.4	0.875	HQ
MFD01248.bin.1.41	0.847	HQ
MFD01248.bin.1.5	0.865	HQ
MFD01248.bin.1.68	0.862	HQ
MFD01248.bin.1.77	0.908	HQ
MFD01248.bin.1.83	0.846	HQ
MFD01248.bin.1.85	0.845	HQ
MFD01248.bin.1.88	0.917	HQ
MFD01248.bin.1.9	0.905	HQ
MFD01248.bin.1.94	0.92	HQ
MFD01275.bin.1.1	0.871	HQ
MFD01275.bin.1.11	0.883	HQ
MFD01275.bin.1.111	0.913	HQ
MFD01275.bin.1.121	0.901	HQ
MFD01275.bin.1.124	0.897	HQ
MFD01275.bin.1.13	0.906	HQ
MFD01275.bin.1.139	0.92	HQ
MFD01275.bin.1.162	0.93	HQ
MFD01275.bin.1.17	0.912	HQ
MFD01275.bin.1.171	0.899	HQ
MFD01275.bin.1.173	0.908	HQ
MFD01275.bin.1.178	0.892	HQ
MFD01275.bin.1.180	0.869	HQ
MFD01275.bin.1.183	0.883	HQ
MFD01275.bin.1.187	0.9	HQ
MFD01275.bin.1.188	0.883	HQ
MFD01275.bin.1.189	0.891	HQ
MFD01275.bin.1.196	0.906	HQ
MFD01275.bin.1.198	0.904	HQ
MFD01275.bin.1.204	0.907	HQ
MFD01275.bin.1.206	0.851	HQ
MFD01275.bin.1.213	0.92	HQ
MFD01275.bin.1.224	0.819	HQ
MFD01275.bin.1.228	0.856	HQ
MFD01275.bin.1.240	0.921	HQ
MFD01275.bin.1.242	0.894	HQ
MFD01275.bin.1.243	0.917	HQ
MFD01275.bin.1.247	0.909	HQ
MFD01275.bin.1.248	0.896	HQ
MFD01275.bin.1.25	0.909	HQ
MFD01275.bin.1.251	0.928	HQ
MFD01275.bin.1.254	0.916	HQ
MFD01275.bin.1.257	0.911	HQ
MFD01275.bin.1.258	0.923	HQ
MFD01275.bin.1.259	0.904	HQ
MFD01275.bin.1.26	0.903	HQ
MFD01275.bin.1.263	0.917	HQ
MFD01275.bin.1.267	0.917	HQ
MFD01275.bin.1.271	0.921	HQ
MFD01275.bin.1.272	0.908	HQ
MFD01275.bin.1.276	0.901	HQ
MFD01275.bin.1.277	0.882	HQ
MFD01275.bin.1.283	0.928	HQ
MFD01275.bin.1.285	0.903	HQ
MFD01275.bin.1.41	0.918	HQ
MFD01275.bin.1.42	0.901	HQ
MFD01275.bin.1.44	0.861	HQ
MFD01275.bin.1.45	0.908	HQ
MFD01275.bin.1.46	0.923	HQ
MFD01275.bin.1.48	0.859	HQ
MFD01275.bin.1.5	0.848	HQ
MFD01275.bin.1.55	0.924	HQ
MFD01275.bin.1.56	0.921	HQ
MFD01275.bin.1.63	0.907	HQ
MFD01275.bin.1.67	0.902	HQ
MFD01275.bin.1.7	0.935	HQ
MFD01275.bin.1.70	0.94	HQ
MFD01275.bin.1.71	0.907	HQ
MFD01275.bin.1.74	0.858	HQ
MFD01275.bin.1.75	0.911	HQ
MFD01275.bin.1.76	0.912	HQ
MFD01275.bin.1.77	0.89	HQ
MFD01275.bin.1.78	0.869	HQ
MFD01275.bin.1.85	0.898	HQ
MFD01275.bin.1.87	0.91	HQ
MFD01275.bin.1.89	0.892	HQ
MFD01275.bin.1.9	0.886	HQ
MFD01275.bin.1.92	0.913	HQ
MFD01275.bin.1.95	0.901	HQ
MFD01275.bin.2.172	0.875	HQ
MFD01275.bin.2.29	0.919	HQ
MFD01275.bin.3.10	0.897	HQ
MFD01275.bin.3.366	0.886	HQ
MFD01275.bin.3.42	0.894	HQ
MFD01299.bin.1.116	0.842	HQ
MFD01299.bin.1.126	0.906	HQ
MFD01299.bin.1.127	0.865	HQ
MFD01299.bin.1.132	0.898	HQ
MFD01299.bin.1.141	0.89	HQ
MFD01299.bin.1.15	0.852	HQ
MFD01299.bin.1.174	0.861	HQ
MFD01299.bin.1.182	0.914	HQ
MFD01299.bin.1.187	0.897	HQ
MFD01299.bin.1.190	0.835	HQ
MFD01299.bin.1.197	0.921	HQ
MFD01299.bin.1.204	0.878	HQ
MFD01299.bin.1.229	0.869	HQ
MFD01299.bin.1.23	0.915	HQ
MFD01299.bin.1.237	0.846	HQ
MFD01299.bin.1.238	0.875	HQ
MFD01299.bin.1.239	0.91	HQ
MFD01299.bin.1.245	0.887	HQ
MFD01299.bin.1.246	0.88	HQ
MFD01299.bin.1.39	0.894	HQ
MFD01299.bin.1.47	0.851	HQ
MFD01299.bin.1.55	0.851	HQ
MFD01299.bin.1.58	0.891	HQ
MFD01299.bin.1.7	0.876	HQ
MFD01299.bin.1.79	0.881	HQ
MFD01299.bin.1.98	0.885	HQ
MFD01299.bin.2.17	0.812	HQ
MFD01299.bin.2.24	0.908	HQ
MFD01299.bin.2.91	0.857	HQ
MFD01476.bin.1.124	0.888	HQ
MFD01476.bin.1.131	0.859	HQ
MFD01476.bin.1.135	0.907	HQ
MFD01476.bin.1.136	0.871	HQ
MFD01476.bin.1.137	0.898	HQ
MFD01476.bin.1.140	0.872	HQ
MFD01476.bin.1.143	0.865	HQ
MFD01476.bin.1.148	0.871	HQ
MFD01476.bin.1.149	0.816	HQ
MFD01476.bin.1.15	0.906	HQ
MFD01476.bin.1.150	0.888	HQ
MFD01476.bin.1.151	0.905	HQ
MFD01476.bin.1.152	0.832	HQ
MFD01476.bin.1.154	0.825	HQ
MFD01476.bin.1.163	0.865	HQ
MFD01476.bin.1.164	0.923	HQ
MFD01476.bin.1.169	0.903	HQ
MFD01476.bin.1.182	0.875	HQ
MFD01476.bin.1.183	0.868	HQ
MFD01476.bin.1.191	0.926	HQ
MFD01476.bin.1.197	0.866	HQ
MFD01476.bin.1.209	0.859	HQ
MFD01476.bin.1.210	0.882	HQ
MFD01476.bin.1.214	0.821	HQ
MFD01476.bin.1.216	0.906	HQ
MFD01476.bin.1.22	0.901	HQ
MFD01476.bin.1.224	0.88	HQ
MFD01476.bin.1.226	0.853	HQ
MFD01476.bin.1.234	0.905	HQ
MFD01476.bin.1.246	0.878	HQ
MFD01476.bin.1.25	0.851	HQ
MFD01476.bin.1.32	0.895	HQ
MFD01476.bin.1.33	0.859	HQ
MFD01476.bin.1.4	0.873	HQ
MFD01476.bin.1.56	0.867	HQ
MFD01476.bin.1.65	0.845	HQ
MFD01476.bin.1.72	0.898	HQ
MFD01476.bin.1.74	0.895	HQ
MFD01476.bin.1.81	0.89	HQ
MFD01476.bin.1.82	0.866	HQ
MFD01476.bin.1.83	0.897	HQ
MFD01476.bin.1.95	0.915	HQ
MFD01476.bin.1.98	0.892	HQ
MFD01476.bin.2.37	0.857	HQ
MFD01561.bin.1.13	0.867	HQ
MFD01561.bin.1.20	0.871	HQ
MFD01561.bin.1.3	0.858	HQ
MFD01561.bin.1.78	0.838	HQ
MFD01561.bin.2.89	0.84	HQ
MFD01561.bin.3.249	0.859	HQ
MFD01633.bin.1.119	0.85	HQ
MFD01633.bin.1.131	0.879	HQ
MFD01633.bin.1.170	0.903	HQ
MFD01633.bin.1.176	0.866	HQ
MFD01633.bin.1.196	0.851	HQ
MFD01633.bin.1.201	0.862	HQ
MFD01633.bin.1.206	0.843	HQ
MFD01633.bin.1.212	0.87	HQ
MFD01633.bin.1.213	0.879	HQ
MFD01633.bin.1.223	0.823	HQ
MFD01633.bin.1.224	0.848	HQ
MFD01633.bin.1.225	0.889	HQ
MFD01633.bin.1.226	0.921	HQ
MFD01633.bin.1.230	0.875	HQ
MFD01633.bin.1.241	0.874	HQ
MFD01633.bin.1.28	0.879	HQ
MFD01633.bin.1.32	0.893	HQ
MFD01633.bin.1.33	0.859	HQ
MFD01633.bin.1.46	0.875	HQ
MFD01689.bin.1.1	0.848	HQ
MFD01689.bin.1.101	0.868	HQ
MFD01689.bin.1.102	0.869	HQ
MFD01689.bin.1.106	0.894	HQ
MFD01689.bin.1.110	0.901	HQ
MFD01689.bin.1.114	0.905	HQ
MFD01689.bin.1.12	0.9	HQ
MFD01689.bin.1.120	0.895	HQ
MFD01689.bin.1.19	0.852	HQ
MFD01689.bin.1.23	0.892	HQ
MFD01689.bin.1.32	0.877	HQ
MFD01689.bin.1.35	0.842	HQ
MFD01689.bin.1.40	0.874	HQ
MFD01689.bin.1.48	0.882	HQ
MFD01689.bin.1.5	0.895	HQ
MFD01689.bin.1.50	0.876	HQ
MFD01689.bin.1.51	0.866	HQ
MFD01689.bin.1.60	0.819	HQ
MFD01689.bin.1.61	0.894	HQ
MFD01689.bin.1.7	0.876	HQ
MFD01689.bin.1.72	0.917	HQ
MFD01689.bin.1.76	0.918	HQ
MFD01689.bin.1.89	0.863	HQ
MFD01689.bin.2.84	0.823	HQ
MFD01716.bin.1.10	0.905	HQ
MFD01716.bin.1.112	0.884	HQ
MFD01716.bin.1.115	0.875	HQ
MFD01716.bin.1.117	0.898	HQ
MFD01716.bin.1.118	0.852	HQ
MFD01716.bin.1.125	0.877	HQ
MFD01716.bin.1.126	0.869	HQ
MFD01716.bin.1.127	0.863	HQ
MFD01716.bin.1.129	0.867	HQ
MFD01716.bin.1.135	0.87	HQ
MFD01716.bin.1.139	0.839	HQ
MFD01716.bin.1.142	0.829	HQ
MFD01716.bin.1.15	0.905	HQ
MFD01716.bin.1.159	0.874	HQ
MFD01716.bin.1.166	0.879	HQ
MFD01716.bin.1.17	0.875	HQ
MFD01716.bin.1.171	0.844	HQ
MFD01716.bin.1.173	0.856	HQ
MFD01716.bin.1.177	0.859	HQ
MFD01716.bin.1.181	0.857	HQ
MFD01716.bin.1.185	0.869	HQ
MFD01716.bin.1.190	0.904	HQ
MFD01716.bin.1.191	0.81	HQ
MFD01716.bin.1.195	0.866	HQ
MFD01716.bin.1.196	0.881	HQ
MFD01716.bin.1.202	0.872	HQ
MFD01716.bin.1.21	0.918	HQ
MFD01716.bin.1.225	0.85	HQ
MFD01716.bin.1.226	0.854	HQ
MFD01716.bin.1.229	0.917	HQ
MFD01716.bin.1.23	0.899	HQ
MFD01716.bin.1.232	0.876	HQ
MFD01716.bin.1.24	0.876	HQ
MFD01716.bin.1.31	0.852	HQ
MFD01716.bin.1.35	0.903	HQ
MFD01716.bin.1.49	0.858	HQ
MFD01716.bin.1.5	0.876	HQ
MFD01716.bin.1.50	0.842	HQ
MFD01716.bin.1.59	0.876	HQ
MFD01716.bin.1.60	0.904	HQ
MFD01716.bin.1.7	0.877	HQ
MFD01716.bin.1.8	0.897	HQ
MFD01716.bin.1.86	0.863	HQ
MFD01716.bin.1.99	0.869	HQ
MFD01716.bin.3.239	0.88	HQ
MFD01716.bin.3.307	0.877	HQ
MFD01716.bin.3.4	0.879	HQ
MFD01721.bin.1.10	0.902	HQ
MFD01721.bin.1.101	0.895	HQ
MFD01721.bin.1.102	0.841	HQ
MFD01721.bin.1.104	0.86	HQ
MFD01721.bin.1.106	0.891	HQ
MFD01721.bin.1.108	0.883	HQ
MFD01721.bin.1.11	0.911	HQ
MFD01721.bin.1.113	0.835	HQ
MFD01721.bin.1.114	0.893	HQ
MFD01721.bin.1.117	0.903	HQ
MFD01721.bin.1.119	0.887	HQ
MFD01721.bin.1.120	0.878	HQ
MFD01721.bin.1.121	0.855	HQ
MFD01721.bin.1.123	0.892	HQ
MFD01721.bin.1.124	0.863	HQ
MFD01721.bin.1.126	0.869	HQ
MFD01721.bin.1.127	0.919	HQ
MFD01721.bin.1.128	0.871	HQ
MFD01721.bin.1.13	0.922	HQ
MFD01721.bin.1.130	0.877	HQ
MFD01721.bin.1.134	0.907	HQ
MFD01721.bin.1.137	0.88	HQ
MFD01721.bin.1.139	0.834	HQ
MFD01721.bin.1.141	0.882	HQ
MFD01721.bin.1.156	0.788	HQ
MFD01721.bin.1.158	0.857	HQ
MFD01721.bin.1.168	0.872	HQ
MFD01721.bin.1.169	0.909	HQ
MFD01721.bin.1.17	0.872	HQ
MFD01721.bin.1.18	0.868	HQ
MFD01721.bin.1.192	0.893	HQ
MFD01721.bin.1.199	0.904	HQ
MFD01721.bin.1.2	0.883	HQ
MFD01721.bin.1.20	0.886	HQ
MFD01721.bin.1.203	0.908	HQ
MFD01721.bin.1.211	0.873	HQ
MFD01721.bin.1.213	0.912	HQ
MFD01721.bin.1.215	0.868	HQ
MFD01721.bin.1.219	0.908	HQ
MFD01721.bin.1.220	0.917	HQ
MFD01721.bin.1.223	0.892	HQ
MFD01721.bin.1.226	0.894	HQ
MFD01721.bin.1.227	0.918	HQ
MFD01721.bin.1.228	0.917	HQ
MFD01721.bin.1.229	0.844	HQ
MFD01721.bin.1.23	0.901	HQ
MFD01721.bin.1.231	0.862	HQ
MFD01721.bin.1.239	0.87	HQ
MFD01721.bin.1.240	0.907	HQ
MFD01721.bin.1.242	0.893	HQ
MFD01721.bin.1.244	0.889	HQ
MFD01721.bin.1.246	0.883	HQ
MFD01721.bin.1.247	0.905	HQ
MFD01721.bin.1.248	0.842	HQ
MFD01721.bin.1.25	0.872	HQ
MFD01721.bin.1.252	0.893	HQ
MFD01721.bin.1.253	0.876	HQ
MFD01721.bin.1.254	0.902	HQ
MFD01721.bin.1.258	0.84	HQ
MFD01721.bin.1.259	0.899	HQ
MFD01721.bin.1.26	0.914	HQ
MFD01721.bin.1.262	0.915	HQ
MFD01721.bin.1.268	0.87	HQ
MFD01721.bin.1.271	0.893	HQ
MFD01721.bin.1.273	0.9	HQ
MFD01721.bin.1.274	0.906	HQ
MFD01721.bin.1.277	0.88	HQ
MFD01721.bin.1.283	0.88	HQ
MFD01721.bin.1.284	0.884	HQ
MFD01721.bin.1.29	0.859	HQ
MFD01721.bin.1.290	0.877	HQ
MFD01721.bin.1.295	0.863	HQ
MFD01721.bin.1.305	0.854	HQ
MFD01721.bin.1.308	0.905	HQ
MFD01721.bin.1.309	0.9	HQ
MFD01721.bin.1.310	0.879	HQ
MFD01721.bin.1.313	0.879	HQ
MFD01721.bin.1.315	0.892	HQ
MFD01721.bin.1.317	0.892	HQ
MFD01721.bin.1.322	0.903	HQ
MFD01721.bin.1.324	0.879	HQ
MFD01721.bin.1.326	0.87	HQ
MFD01721.bin.1.328	0.914	HQ
MFD01721.bin.1.331	0.859	HQ
MFD01721.bin.1.333	0.889	HQ
MFD01721.bin.1.336	0.901	HQ
MFD01721.bin.1.338	0.869	HQ
MFD01721.bin.1.343	0.856	HQ
MFD01721.bin.1.346	0.901	HQ
MFD01721.bin.1.348	0.883	HQ
MFD01721.bin.1.355	0.87	HQ
MFD01721.bin.1.359	0.891	HQ
MFD01721.bin.1.363	0.884	HQ
MFD01721.bin.1.365	0.867	HQ
MFD01721.bin.1.367	0.854	HQ
MFD01721.bin.1.368	0.904	HQ
MFD01721.bin.1.37	0.891	HQ
MFD01721.bin.1.374	0.906	HQ
MFD01721.bin.1.375	0.914	HQ
MFD01721.bin.1.379	0.882	HQ
MFD01721.bin.1.38	0.883	HQ
MFD01721.bin.1.380	0.856	HQ
MFD01721.bin.1.384	0.891	HQ
MFD01721.bin.1.4	0.902	HQ
MFD01721.bin.1.43	0.887	HQ
MFD01721.bin.1.46	0.857	HQ
MFD01721.bin.1.47	0.898	HQ
MFD01721.bin.1.50	0.793	HQ
MFD01721.bin.1.53	0.909	HQ
MFD01721.bin.1.56	0.892	HQ
MFD01721.bin.1.59	0.844	HQ
MFD01721.bin.1.62	0.876	HQ
MFD01721.bin.1.65	0.894	HQ
MFD01721.bin.1.66	0.916	HQ
MFD01721.bin.1.67	0.889	HQ
MFD01721.bin.1.68	0.913	HQ
MFD01721.bin.1.71	0.865	HQ
MFD01721.bin.1.72	0.902	HQ
MFD01721.bin.1.74	0.884	HQ
MFD01721.bin.1.77	0.907	HQ
MFD01721.bin.1.79	0.892	HQ
MFD01721.bin.1.80	0.894	HQ
MFD01721.bin.1.82	0.888	HQ
MFD01721.bin.1.83	0.897	HQ
MFD01721.bin.1.86	0.887	HQ
MFD01721.bin.1.87	0.893	HQ
MFD01721.bin.1.88	0.879	HQ
MFD01721.bin.1.94	0.896	HQ
MFD01721.bin.1.97	0.908	HQ
MFD01721.bin.1.99	0.91	HQ
MFD01721.bin.2.122	0.901	HQ
MFD01721.bin.2.183	0.871	HQ
MFD01721.bin.2.71	0.892	HQ
MFD01721.bin.2.72	0.871	HQ
MFD01721.bin.2.92	0.869	HQ
MFD01721.bin.3.318	0.896	HQ
MFD01828.bin.1.100	0.869	HQ
MFD01828.bin.1.115	0.866	HQ
MFD01828.bin.1.12	0.877	HQ
MFD01828.bin.1.14	0.838	HQ
MFD01828.bin.1.38	0.863	HQ
MFD01828.bin.1.43	0.878	HQ
MFD01828.bin.1.47	0.881	HQ
MFD01828.bin.1.64	0.878	HQ
MFD01828.bin.1.70	0.847	HQ
MFD01828.bin.1.81	0.882	HQ
MFD01828.bin.1.96	0.869	HQ
MFD01872.bin.1.10	0.909	HQ
MFD01872.bin.1.103	0.87	HQ
MFD01872.bin.1.105	0.864	HQ
MFD01872.bin.1.109	0.871	HQ
MFD01872.bin.1.11	0.909	HQ
MFD01872.bin.1.111	0.82	HQ
MFD01872.bin.1.112	0.886	HQ
MFD01872.bin.1.12	0.87	HQ
MFD01872.bin.1.132	0.878	HQ
MFD01872.bin.1.174	0.896	HQ
MFD01872.bin.1.18	0.877	HQ
MFD01872.bin.1.196	0.828	HQ
MFD01872.bin.1.198	0.902	HQ
MFD01872.bin.1.2	0.886	HQ
MFD01872.bin.1.203	0.902	HQ
MFD01872.bin.1.207	0.899	HQ
MFD01872.bin.1.210	0.838	HQ
MFD01872.bin.1.212	0.854	HQ
MFD01872.bin.1.215	0.911	HQ
MFD01872.bin.1.220	0.848	HQ
MFD01872.bin.1.223	0.882	HQ
MFD01872.bin.1.224	0.909	HQ
MFD01872.bin.1.230	0.878	HQ
MFD01872.bin.1.24	0.888	HQ
MFD01872.bin.1.255	0.872	HQ
MFD01872.bin.1.260	0.883	HQ
MFD01872.bin.1.270	0.878	HQ
MFD01872.bin.1.273	0.862	HQ
MFD01872.bin.1.276	0.899	HQ
MFD01872.bin.1.283	0.896	HQ
MFD01872.bin.1.291	0.884	HQ
MFD01872.bin.1.293	0.842	HQ
MFD01872.bin.1.311	0.902	HQ
MFD01872.bin.1.312	0.922	HQ
MFD01872.bin.1.315	0.855	HQ
MFD01872.bin.1.321	0.834	HQ
MFD01872.bin.1.327	0.934	HQ
MFD01872.bin.1.329	0.918	HQ
MFD01872.bin.1.352	0.907	HQ
MFD01872.bin.1.36	0.86	HQ
MFD01872.bin.1.361	0.85	HQ
MFD01872.bin.1.37	0.881	HQ
MFD01872.bin.1.40	0.872	HQ
MFD01872.bin.1.6	0.889	HQ
MFD01872.bin.1.63	0.885	HQ
MFD01872.bin.1.66	0.89	HQ
MFD01872.bin.1.72	0.886	HQ
MFD01872.bin.1.75	0.852	HQ
MFD01872.bin.1.83	0.884	HQ
MFD01872.bin.1.85	0.923	HQ
MFD01872.bin.1.96	0.872	HQ
MFD01872.bin.2.115	0.81	HQ
MFD01872.bin.2.12	0.893	HQ
MFD01872.bin.2.120	0.906	HQ
MFD01872.bin.2.154	0.814	HQ
MFD01872.bin.2.219	0.885	HQ
MFD01872.bin.3.168	0.912	HQ
MFD01916.bin.1.1	0.918	HQ
MFD01916.bin.1.10	0.856	HQ
MFD01916.bin.1.104	0.866	HQ
MFD01916.bin.1.142	0.821	HQ
MFD01916.bin.1.143	0.874	HQ
MFD01916.bin.1.150	0.91	HQ
MFD01916.bin.1.16	0.84	HQ
MFD01916.bin.1.17	0.906	HQ
MFD01916.bin.1.18	0.907	HQ
MFD01916.bin.1.28	0.916	HQ
MFD01916.bin.1.31	0.882	HQ
MFD01916.bin.1.57	0.889	HQ
MFD01916.bin.1.7	0.935	HQ
MFD01916.bin.1.71	0.883	HQ
MFD01916.bin.1.77	0.853	HQ
MFD01916.bin.1.82	0.924	HQ
MFD01916.bin.2.2	0.921	HQ
MFD01916.bin.3.179	0.916	HQ
MFD02134.bin.1.103	0.849	HQ
MFD02134.bin.1.117	0.875	HQ
MFD02134.bin.1.143	0.909	HQ
MFD02134.bin.1.147	0.916	HQ
MFD02134.bin.1.149	0.857	HQ
MFD02134.bin.1.156	0.838	HQ
MFD02134.bin.1.158	0.913	HQ
MFD02134.bin.1.160	0.895	HQ
MFD02134.bin.1.165	0.848	HQ
MFD02134.bin.1.166	0.897	HQ
MFD02134.bin.1.179	0.879	HQ
MFD02134.bin.1.198	0.908	HQ
MFD02134.bin.1.199	0.882	HQ
MFD02134.bin.1.209	0.908	HQ
MFD02134.bin.1.210	0.884	HQ
MFD02134.bin.1.216	0.918	HQ
MFD02134.bin.1.217	0.857	HQ
MFD02134.bin.1.225	0.901	HQ
MFD02134.bin.1.228	0.902	HQ
MFD02134.bin.1.239	0.912	HQ
MFD02134.bin.1.245	0.866	HQ
MFD02134.bin.1.261	0.873	HQ
MFD02134.bin.1.263	0.883	HQ
MFD02134.bin.1.264	0.868	HQ
MFD02134.bin.1.272	0.836	HQ
MFD02134.bin.1.280	0.91	HQ
MFD02134.bin.1.286	0.877	HQ
MFD02134.bin.1.37	0.883	HQ
MFD02134.bin.1.56	0.901	HQ
MFD02134.bin.1.61	0.921	HQ
MFD02134.bin.1.63	0.914	HQ
MFD02134.bin.1.91	0.833	HQ
MFD02134.bin.2.167	0.903	HQ
MFD02134.bin.2.242	0.883	HQ
MFD02134.bin.2.38	0.897	HQ
MFD02134.bin.2.43	0.833	HQ
MFD02134.bin.3.166	0.865	HQ
MFD02138.bin.1.15	0.86	HQ
MFD02138.bin.1.23	0.878	HQ
MFD02138.bin.1.26	0.855	HQ
MFD02138.bin.1.64	0.89	HQ
MFD02138.bin.1.87	0.89	HQ
MFD02138.bin.2.36	0.891	HQ
MFD02138.bin.2.6	0.9	HQ
MFD02159.bin.1.126	0.839	HQ
MFD02159.bin.1.2	0.864	HQ
MFD02159.bin.1.20	0.873	HQ
MFD02159.bin.1.34	0.829	HQ
MFD02159.bin.1.72	0.893	HQ
MFD02159.bin.1.78	0.814	HQ
MFD02159.bin.1.80	0.876	HQ
MFD02159.bin.1.81	0.841	HQ
MFD02159.bin.1.87	0.861	HQ
MFD02159.bin.1.95	0.839	HQ
MFD02159.bin.2.116	0.878	HQ
MFD02199.bin.1.123	0.866	HQ
MFD02199.bin.1.134	0.866	HQ
MFD02199.bin.1.2	0.888	HQ
MFD02199.bin.1.209	0.891	HQ
MFD02199.bin.1.40	0.879	HQ
MFD02199.bin.1.52	0.894	HQ
MFD02199.bin.1.54	0.911	HQ
MFD02199.bin.1.56	0.9	HQ
MFD02199.bin.1.6	0.896	HQ
MFD02199.bin.1.8	0.842	HQ
MFD02199.bin.2.51	0.901	HQ
MFD02199.bin.2.61	0.896	HQ
MFD02242.bin.1.1	0.919	HQ
MFD02242.bin.1.123	0.909	HQ
MFD02242.bin.1.124	0.87	HQ
MFD02242.bin.1.156	0.875	HQ
MFD02242.bin.1.17	0.815	HQ
MFD02242.bin.1.183	0.888	HQ
MFD02242.bin.1.209	0.918	HQ
MFD02242.bin.1.226	0.906	HQ
MFD02242.bin.1.229	0.888	HQ
MFD02242.bin.1.231	0.927	HQ
MFD02242.bin.1.235	0.886	HQ
MFD02242.bin.1.245	0.872	HQ
MFD02242.bin.1.262	0.866	HQ
MFD02242.bin.1.279	0.906	HQ
MFD02242.bin.1.295	0.893	HQ
MFD02242.bin.1.297	0.876	HQ
MFD02242.bin.1.310	0.917	HQ
MFD02242.bin.1.317	0.906	HQ
MFD02242.bin.1.318	0.895	HQ
MFD02242.bin.1.319	0.883	HQ
MFD02242.bin.1.32	0.917	HQ
MFD02242.bin.1.322	0.86	HQ
MFD02242.bin.1.331	0.897	HQ
MFD02242.bin.1.340	0.879	HQ
MFD02242.bin.1.342	0.889	HQ
MFD02242.bin.1.36	0.921	HQ
MFD02242.bin.1.362	0.897	HQ
MFD02242.bin.1.368	0.903	HQ
MFD02242.bin.1.57	0.855	HQ
MFD02242.bin.1.77	0.895	HQ
MFD02242.bin.1.84	0.885	HQ
MFD02242.bin.1.86	0.923	HQ
MFD02242.bin.2.101	0.871	HQ
MFD02242.bin.2.200	0.856	HQ
MFD02242.bin.3.224	0.838	HQ
MFD02248.bin.1.108	0.87	HQ
MFD02248.bin.1.112	0.876	HQ
MFD02248.bin.1.115	0.894	HQ
MFD02248.bin.1.117	0.86	HQ
MFD02248.bin.1.118	0.86	HQ
MFD02248.bin.1.12	0.865	HQ
MFD02248.bin.1.120	0.874	HQ
MFD02248.bin.1.121	0.891	HQ
MFD02248.bin.1.122	0.91	HQ
MFD02248.bin.1.125	0.865	HQ
MFD02248.bin.1.126	0.816	HQ
MFD02248.bin.1.134	0.895	HQ
MFD02248.bin.1.137	0.873	HQ
MFD02248.bin.1.138	0.884	HQ
MFD02248.bin.1.139	0.855	HQ
MFD02248.bin.1.141	0.871	HQ
MFD02248.bin.1.145	0.854	HQ
MFD02248.bin.1.147	0.856	HQ
MFD02248.bin.1.15	0.88	HQ
MFD02248.bin.1.150	0.885	HQ
MFD02248.bin.1.166	0.881	HQ
MFD02248.bin.1.176	0.869	HQ
MFD02248.bin.1.183	0.864	HQ
MFD02248.bin.1.185	0.895	HQ
MFD02248.bin.1.187	0.871	HQ
MFD02248.bin.1.193	0.878	HQ
MFD02248.bin.1.194	0.876	HQ
MFD02248.bin.1.195	0.852	HQ
MFD02248.bin.1.208	0.906	HQ
MFD02248.bin.1.211	0.846	HQ
MFD02248.bin.1.22	0.878	HQ
MFD02248.bin.1.24	0.867	HQ
MFD02248.bin.1.32	0.872	HQ
MFD02248.bin.1.37	0.862	HQ
MFD02248.bin.1.4	0.913	HQ
MFD02248.bin.1.43	0.887	HQ
MFD02248.bin.1.46	0.871	HQ
MFD02248.bin.1.47	0.883	HQ
MFD02248.bin.1.51	0.882	HQ
MFD02248.bin.1.53	0.845	HQ
MFD02248.bin.1.55	0.9	HQ
MFD02248.bin.1.56	0.857	HQ
MFD02248.bin.1.58	0.854	HQ
MFD02248.bin.1.59	0.882	HQ
MFD02248.bin.1.6	0.831	HQ
MFD02248.bin.1.60	0.906	HQ
MFD02248.bin.1.65	0.884	HQ
