bin	Contig_N50	MAG_status
MFD02832.bin.1.77	339037	HQ
MFD02832.bin.1.79	636565	HQ
MFD02832.bin.1.88	380913	HQ
MFD02832.bin.1.89	369718	HQ
MFD02832.bin.1.9	646999	HQ
MFD02832.bin.1.93	497692	HQ
MFD02832.bin.1.96	64718	HQ
MFD02832.bin.1.97	2108340	HQ
MFD02832.bin.2.132	395096	HQ
MFD02832.bin.2.48	382990	HQ
MFD02832.bin.3.66	521146	HQ
MFD02840.bin.1.11	885334	HQ
MFD02840.bin.1.123	497905	HQ
MFD02840.bin.1.13	2872611	HQ
MFD02840.bin.1.134	611870	HQ
MFD02840.bin.1.155	316354	HQ
MFD02840.bin.1.159	217480	HQ
MFD02840.bin.1.166	329808	HQ
MFD02840.bin.1.179	2480430	HQ
MFD02840.bin.1.19	1884348	HQ
MFD02840.bin.1.192	510783	HQ
MFD02840.bin.1.199	447667	HQ
MFD02840.bin.1.2	1832229	HQ
MFD02840.bin.1.22	1199902	HQ
MFD02840.bin.1.220	663787	HQ
MFD02840.bin.1.226	897280	HQ
MFD02840.bin.1.228	304364	HQ
MFD02840.bin.1.229	373779	HQ
MFD02840.bin.1.230	561038	HQ
MFD02840.bin.1.231	571597	HQ
MFD02840.bin.1.233	148186	HQ
MFD02840.bin.1.236	1256175	HQ
MFD02840.bin.1.238	216318	HQ
MFD02840.bin.1.240	395550	HQ
MFD02840.bin.1.241	670038	HQ
MFD02840.bin.1.248	229160	HQ
MFD02840.bin.1.249	261743	HQ
MFD02840.bin.1.255	291639	HQ
MFD02840.bin.1.258	500321	HQ
MFD02840.bin.1.259	288628	HQ
MFD02840.bin.1.26	1336666	HQ
MFD02840.bin.1.264	1449632	HQ
MFD02840.bin.1.267	750074	HQ
MFD02840.bin.1.268	1438651	HQ
MFD02840.bin.1.278	319473	HQ
MFD02840.bin.1.279	740284	HQ
MFD02840.bin.1.283	980059	HQ
MFD02840.bin.1.289	747386	HQ
MFD02840.bin.1.295	2326921	HQ
MFD02840.bin.1.296	493606	HQ
MFD02840.bin.1.3	530120	HQ
MFD02840.bin.1.300	731093	HQ
MFD02840.bin.1.302	2421368	HQ
MFD02840.bin.1.303	241697	HQ
MFD02840.bin.1.307	579771	HQ
MFD02840.bin.1.311	1643780	HQ
MFD02840.bin.1.317	1161824	HQ
MFD02840.bin.1.319	140738	HQ
MFD02840.bin.1.32	1619062	HQ
MFD02840.bin.1.327	346463	HQ
MFD02840.bin.1.33	729802	HQ
MFD02840.bin.1.354	112579	HQ
MFD02840.bin.1.357	167224	HQ
MFD02840.bin.1.372	299823	HQ
MFD02840.bin.1.376	386793	HQ
MFD02840.bin.1.380	263095	HQ
MFD02840.bin.1.387	215463	HQ
MFD02840.bin.1.397	793571	HQ
MFD02840.bin.1.400	261401	HQ
MFD02840.bin.1.405	703220	HQ
MFD02840.bin.1.406	2177323	HQ
MFD02840.bin.1.414	831296	HQ
MFD02840.bin.1.418	707778	HQ
MFD02840.bin.1.419	315449	HQ
MFD02840.bin.1.420	379565	HQ
MFD02840.bin.1.423	620648	HQ
MFD02840.bin.1.46	419654	HQ
MFD02840.bin.1.5	912569	HQ
MFD02840.bin.1.57	1203801	HQ
MFD02840.bin.1.69	345926	HQ
MFD02840.bin.1.7	841867	HQ
MFD02840.bin.1.73	654503	HQ
MFD02840.bin.1.77	898995	HQ
MFD02840.bin.1.91	724261	HQ
MFD02840.bin.1.97	7719408	HQ
MFD02840.bin.2.129	351144	HQ
MFD02840.bin.2.141	366823	HQ
MFD02840.bin.2.252	572099	HQ
MFD02840.bin.2.274	419930	HQ
MFD02840.bin.3.332	271068	HQ
MFD02840.bin.3.481	398973	HQ
MFD02840.bin.3.587	145625	HQ
MFD02840.bin.3.7	481606	HQ
MFD02923.bin.1.10	365346	HQ
MFD02923.bin.1.116	512586	HQ
MFD02923.bin.1.118	103070	HQ
MFD02923.bin.1.123	69811	HQ
MFD02923.bin.1.129	463594	HQ
MFD02923.bin.1.131	781153	HQ
MFD02923.bin.1.132	886246	HQ
MFD02923.bin.1.133	2080901	HQ
MFD02923.bin.1.139	899823	HQ
MFD02923.bin.1.142	529709	HQ
MFD02923.bin.1.143	371494	HQ
MFD02923.bin.1.144	322518	HQ
MFD02923.bin.1.145	457835	HQ
MFD02923.bin.1.148	478726	HQ
MFD02923.bin.1.150	885634	HQ
MFD02923.bin.1.151	775564	HQ
MFD02923.bin.1.160	575954	HQ
MFD02923.bin.1.166	323769	HQ
MFD02923.bin.1.168	1864348	HQ
MFD02923.bin.1.27	530999	HQ
MFD02923.bin.1.29	709889	HQ
MFD02923.bin.1.35	537624	HQ
MFD02923.bin.1.36	562676	HQ
MFD02923.bin.1.41	2696672	HQ
MFD02923.bin.1.43	622757	HQ
MFD02923.bin.1.44	313778	HQ
MFD02923.bin.1.45	647908	HQ
MFD02923.bin.1.48	530709	HQ
MFD02923.bin.1.49	197246	HQ
MFD02923.bin.1.74	281686	HQ
MFD02923.bin.1.75	2084500	HQ
MFD02923.bin.1.83	270194	HQ
MFD02923.bin.1.85	514291	HQ
MFD02923.bin.1.9	293259	HQ
MFD02923.bin.1.90	126534	HQ
MFD02923.bin.1.91	454785	HQ
MFD02923.bin.1.92	292102	HQ
MFD02923.bin.1.97	230697	HQ
MFD02923.bin.1.99	312930	HQ
MFD02923.bin.2.9	1695367	HQ
MFD02979.bin.1.10	3680685	HQ
MFD02979.bin.1.11	527644	HQ
MFD02979.bin.1.123	274103	HQ
MFD02979.bin.1.133	220734	HQ
MFD02979.bin.1.139	582117	HQ
MFD02979.bin.1.14	908629	HQ
MFD02979.bin.1.141	483961	HQ
MFD02979.bin.1.144	456688	HQ
MFD02979.bin.1.145	1029811	HQ
MFD02979.bin.1.148	1123294	HQ
MFD02979.bin.1.149	373154	HQ
MFD02979.bin.1.152	215556	HQ
MFD02979.bin.1.154	582624	HQ
MFD02979.bin.1.169	217374	HQ
MFD02979.bin.1.171	456102	HQ
MFD02979.bin.1.195	225861	HQ
MFD02979.bin.1.202	226459	HQ
MFD02979.bin.1.204	940781	HQ
MFD02979.bin.1.207	174215	HQ
MFD02979.bin.1.211	323683	HQ
MFD02979.bin.1.23	138724	HQ
MFD02979.bin.1.237	704235	HQ
MFD02979.bin.1.243	464991	HQ
MFD02979.bin.1.39	2941646	HQ
MFD02979.bin.1.4	857083	HQ
MFD02979.bin.1.41	513848	HQ
MFD02979.bin.1.60	201606	HQ
MFD02979.bin.1.62	1056182	HQ
MFD02979.bin.1.65	4802620	HQ
MFD02979.bin.1.67	674528	HQ
MFD02979.bin.1.73	818806	HQ
MFD02979.bin.1.76	477674	HQ
MFD02979.bin.1.79	2521466	HQ
MFD02979.bin.1.8	3616488	HQ
MFD02979.bin.1.81	3269294	HQ
MFD02979.bin.1.82	319666	HQ
MFD02979.bin.1.88	1365951	HQ
MFD02979.bin.1.94	224825	HQ
MFD02979.bin.2.126	142083	HQ
MFD02979.bin.2.51	759103	HQ
MFD02979.bin.2.74	250494	HQ
MFD02979.bin.2.87	89571	HQ
MFD02979.bin.2.89	274730	HQ
MFD02979.bin.2.93	366078	HQ
MFD03044.bin.1.1	334981	HQ
MFD03044.bin.1.101	363294	HQ
MFD03044.bin.1.103	558920	HQ
MFD03044.bin.1.106	518034	HQ
MFD03044.bin.1.108	2275075	HQ
MFD03044.bin.1.109	135378	HQ
MFD03044.bin.1.111	310748	HQ
MFD03044.bin.1.118	337776	HQ
MFD03044.bin.1.135	317602	HQ
MFD03044.bin.1.139	1297630	HQ
MFD03044.bin.1.148	662575	HQ
MFD03044.bin.1.149	2440612	HQ
MFD03044.bin.1.150	862364	HQ
MFD03044.bin.1.155	916658	HQ
MFD03044.bin.1.157	767198	HQ
MFD03044.bin.1.163	905451	HQ
MFD03044.bin.1.165	448818	HQ
MFD03044.bin.1.2	1274462	HQ
MFD03044.bin.1.20	2697848	HQ
MFD03044.bin.1.21	3999070	HQ
MFD03044.bin.1.24	1630778	HQ
MFD03044.bin.1.30	541974	HQ
MFD03044.bin.1.43	1272456	HQ
MFD03044.bin.1.45	3241547	HQ
MFD03044.bin.1.46	1068604	HQ
MFD03044.bin.1.47	2636848	HQ
MFD03044.bin.1.49	619396	HQ
MFD03044.bin.1.55	2945175	HQ
MFD03044.bin.1.56	2474951	HQ
MFD03044.bin.1.57	693444	HQ
MFD03044.bin.1.7	1055617	HQ
MFD03044.bin.1.95	354867	HQ
MFD03044.bin.2.104	209357	HQ
MFD03044.bin.2.51	172511	HQ
MFD03044.bin.2.66	244900	HQ
MFD03044.bin.2.89	600200	HQ
MFD03066.bin.1.130	433624	HQ
MFD03066.bin.1.176	352094	HQ
MFD03066.bin.1.18	2446817	HQ
MFD03066.bin.1.201	381033	HQ
MFD03066.bin.1.215	172245	HQ
MFD03066.bin.1.230	235935	HQ
MFD03066.bin.1.24	505528	HQ
MFD03066.bin.1.255	2069131	HQ
MFD03066.bin.1.35	280726	HQ
MFD03066.bin.1.45	3740380	HQ
MFD03066.bin.1.51	877882	HQ
MFD03066.bin.1.56	1351384	HQ
MFD03066.bin.1.8	2637868	HQ
MFD03066.bin.1.83	447656	HQ
MFD03066.bin.3.192	737846	HQ
MFD03250.bin.1.1	3599660	HQ
MFD03250.bin.1.10	842097	HQ
MFD03250.bin.1.107	273347	HQ
MFD03250.bin.1.109	960881	HQ
MFD03250.bin.1.112	835226	HQ
MFD03250.bin.1.113	2749258	HQ
MFD03250.bin.1.114	4843919	HQ
MFD03250.bin.1.115	3985412	HQ
MFD03250.bin.1.116	2584427	HQ
MFD03250.bin.1.117	509866	HQ
MFD03250.bin.1.118	375525	HQ
MFD03250.bin.1.119	587202	HQ
MFD03250.bin.1.121	1741513	HQ
MFD03250.bin.1.122	1716526	HQ
MFD03250.bin.1.123	1748237	HQ
MFD03250.bin.1.125	3561919	HQ
MFD03250.bin.1.126	589555	HQ
MFD03250.bin.1.129	5286571	HQ
MFD03250.bin.1.13	548054	HQ
MFD03250.bin.1.130	1103440	HQ
MFD03250.bin.1.131	1628860	HQ
MFD03250.bin.1.133	2144686	HQ
MFD03250.bin.1.134	1193549	HQ
MFD03250.bin.1.135	545355	HQ
MFD03250.bin.1.141	809658	HQ
MFD03250.bin.1.142	554392	HQ
MFD03250.bin.1.143	204090	HQ
MFD03250.bin.1.144	646550	HQ
MFD03250.bin.1.145	4786958	HQ
MFD03250.bin.1.149	4177940	HQ
MFD03250.bin.1.151	959011	HQ
MFD03250.bin.1.152	306340	HQ
MFD03250.bin.1.16	2331622	HQ
MFD03250.bin.1.160	328328	HQ
MFD03250.bin.1.161	546122	HQ
MFD03250.bin.1.162	1221396	HQ
MFD03250.bin.1.163	327294	HQ
MFD03250.bin.1.164	714996	HQ
MFD03250.bin.1.165	769739	HQ
MFD03250.bin.1.167	282625	HQ
MFD03250.bin.1.168	250270	HQ
MFD03250.bin.1.169	1314716	HQ
MFD03250.bin.1.17	408881	HQ
MFD03250.bin.1.170	501979	HQ
MFD03250.bin.1.175	3124754	HQ
MFD03250.bin.1.178	605564	HQ
MFD03250.bin.1.182	995988	HQ
MFD03250.bin.1.183	961516	HQ
MFD03250.bin.1.184	2408278	HQ
MFD03250.bin.1.187	338184	HQ
MFD03250.bin.1.188	416388	HQ
MFD03250.bin.1.19	1208586	HQ
MFD03250.bin.1.191	2963022	HQ
MFD03250.bin.1.193	1139066	HQ
MFD03250.bin.1.194	3260422	HQ
MFD03250.bin.1.197	360811	HQ
MFD03250.bin.1.200	294890	HQ
MFD03250.bin.1.23	535071	HQ
MFD03250.bin.1.24	3855810	HQ
MFD03250.bin.1.25	1332565	HQ
MFD03250.bin.1.26	2051762	HQ
MFD03250.bin.1.32	5185458	HQ
MFD03250.bin.1.36	3231199	HQ
MFD03250.bin.1.38	1249513	HQ
MFD03250.bin.1.39	601412	HQ
MFD03250.bin.1.42	1100792	HQ
MFD03250.bin.1.43	401964	HQ
MFD03250.bin.1.45	1231361	HQ
MFD03250.bin.1.46	4286759	HQ
MFD03250.bin.1.47	2332521	HQ
MFD03250.bin.1.48	1922938	HQ
MFD03250.bin.1.51	1117391	HQ
MFD03250.bin.1.52	667770	HQ
MFD03250.bin.1.53	525141	HQ
MFD03250.bin.1.55	1753415	HQ
MFD03250.bin.1.57	575177	HQ
MFD03250.bin.1.59	3648608	HQ
MFD03250.bin.1.6	853141	HQ
MFD03250.bin.1.61	1491359	HQ
MFD03250.bin.1.64	273784	HQ
MFD03250.bin.1.66	1165650	HQ
MFD03250.bin.1.67	2445385	HQ
MFD03250.bin.1.69	1843676	HQ
MFD03250.bin.1.70	374619	HQ
MFD03250.bin.1.74	731291	HQ
MFD03250.bin.1.86	4912337	HQ
MFD03250.bin.1.9	1764673	HQ
MFD03250.bin.1.95	718449	HQ
MFD03250.bin.2.77	667613	HQ
MFD03250.bin.2.95	355494	HQ
MFD03250.bin.3.145	213629	HQ
MFD03323.bin.1.10	69905	HQ
MFD03323.bin.1.108	646706	HQ
MFD03323.bin.1.124	38389	HQ
MFD03323.bin.1.136	1602649	HQ
MFD03323.bin.1.140	567647	HQ
MFD03323.bin.1.143	279886	HQ
MFD03323.bin.1.18	3659033	HQ
MFD03323.bin.1.56	31217	HQ
MFD03323.bin.1.82	348043	HQ
MFD03323.bin.1.98	578866	HQ
MFD03323.bin.2.33	585661	HQ
MFD03323.bin.2.59	96128	HQ
MFD03346.bin.1.1	3739060	HQ
MFD03346.bin.1.10	2583106	HQ
MFD03346.bin.1.121	1162527	HQ
MFD03346.bin.1.125	611792	HQ
MFD03346.bin.1.129	4036521	HQ
MFD03346.bin.1.13	6568462	HQ
MFD03346.bin.1.134	532270	HQ
MFD03346.bin.1.136	772954	HQ
MFD03346.bin.1.139	854015	HQ
MFD03346.bin.1.142	572083	HQ
MFD03346.bin.1.144	449765	HQ
MFD03346.bin.1.148	779588	HQ
MFD03346.bin.1.149	493911	HQ
MFD03346.bin.1.30	2762856	HQ
MFD03346.bin.1.39	2317850	HQ
MFD03346.bin.1.44	2933723	HQ
MFD03346.bin.1.46	349803	HQ
MFD03346.bin.1.51	931356	HQ
MFD03346.bin.1.6	3046000	HQ
MFD03346.bin.1.66	359071	HQ
MFD03346.bin.1.71	607063	HQ
MFD03346.bin.1.72	353006	HQ
MFD03346.bin.1.73	132553	HQ
MFD03346.bin.1.74	838395	HQ
MFD03346.bin.1.77	613147	HQ
MFD03346.bin.1.85	727150	HQ
MFD03346.bin.1.9	4350582	HQ
MFD03346.bin.1.90	433157	HQ
MFD03346.bin.1.92	565874	HQ
MFD03346.bin.1.96	437244	HQ
MFD03346.bin.2.106	2270219	HQ
MFD03346.bin.2.46	182016	HQ
MFD03346.bin.2.88	429702	HQ
MFD03346.bin.2.99	433098	HQ
MFD03399.bin.1.108	346469	HQ
MFD03399.bin.1.110	932763	HQ
MFD03399.bin.1.12	289069	HQ
MFD03399.bin.1.125	808418	HQ
MFD03399.bin.1.129	850603	HQ
MFD03399.bin.1.130	398216	HQ
MFD03399.bin.1.132	2950132	HQ
MFD03399.bin.1.133	1427071	HQ
MFD03399.bin.1.134	891613	HQ
MFD03399.bin.1.137	320540	HQ
MFD03399.bin.1.157	630431	HQ
MFD03399.bin.1.164	1023338	HQ
MFD03399.bin.1.170	885974	HQ
MFD03399.bin.1.177	2047789	HQ
MFD03399.bin.1.20	3064374	HQ
MFD03399.bin.1.21	1648696	HQ
MFD03399.bin.1.26	3321915	HQ
MFD03399.bin.1.28	2320272	HQ
MFD03399.bin.1.3	453181	HQ
MFD03399.bin.1.31	800122	HQ
MFD03399.bin.1.33	2674459	HQ
MFD03399.bin.1.35	958965	HQ
MFD03399.bin.1.4	3352299	HQ
MFD03399.bin.1.45	1083684	HQ
MFD03399.bin.1.51	796419	HQ
MFD03399.bin.1.53	585591	HQ
MFD03399.bin.1.54	339017	HQ
MFD03399.bin.1.55	4172008	HQ
MFD03399.bin.1.6	403848	HQ
MFD03399.bin.1.67	1018563	HQ
MFD03399.bin.1.71	2334561	HQ
MFD03399.bin.1.73	1605129	HQ
MFD03399.bin.1.83	2218647	HQ
MFD03399.bin.1.9	960480	HQ
MFD03399.bin.1.95	2127886	HQ
MFD03399.bin.1.96	1155517	HQ
MFD03399.bin.2.118	1402209	HQ
MFD03399.bin.2.54	531614	HQ
MFD03551.bin.1.10	228691	HQ
MFD03551.bin.1.105	281173	HQ
MFD03551.bin.1.110	113228	HQ
MFD03551.bin.1.13	571694	HQ
MFD03551.bin.1.130	172815	HQ
MFD03551.bin.1.131	2469951	HQ
MFD03551.bin.1.137	671071	HQ
MFD03551.bin.1.140	190175	HQ
MFD03551.bin.1.144	398333	HQ
MFD03551.bin.1.145	329011	HQ
MFD03551.bin.1.147	266502	HQ
MFD03551.bin.1.153	101750	HQ
MFD03551.bin.1.155	1881123	HQ
MFD03551.bin.1.156	900805	HQ
MFD03551.bin.1.158	263640	HQ
MFD03551.bin.1.18	200457	HQ
MFD03551.bin.1.37	459554	HQ
MFD03551.bin.1.48	1160386	HQ
MFD03551.bin.1.5	512899	HQ
MFD03551.bin.1.73	187263	HQ
MFD03551.bin.1.74	88558	HQ
MFD03551.bin.1.83	161890	HQ
MFD03551.bin.2.20	187346	HQ
MFD03551.bin.2.28	192348	HQ
MFD03551.bin.2.49	116894	HQ
MFD03551.bin.2.61	101184	HQ
MFD03551.bin.2.90	78690	HQ
MFD03602.bin.1.61	1241036	HQ
MFD03602.bin.1.67	778023	HQ
MFD03602.bin.1.72	229446	HQ
MFD03726.bin.1.10	1748546	HQ
MFD03726.bin.1.113	3244910	HQ
MFD03726.bin.1.123	419523	HQ
MFD03726.bin.1.124	122253	HQ
MFD03726.bin.1.125	1760202	HQ
MFD03726.bin.1.127	913645	HQ
MFD03726.bin.1.13	4567335	HQ
MFD03726.bin.1.133	2744431	HQ
MFD03726.bin.1.138	1337115	HQ
MFD03726.bin.1.14	431530	HQ
MFD03726.bin.1.148	244205	HQ
MFD03726.bin.1.149	142073	HQ
MFD03726.bin.1.150	63295	HQ
MFD03726.bin.1.151	218183	HQ
MFD03726.bin.1.17	379531	HQ
MFD03726.bin.1.170	427206	HQ
MFD03726.bin.1.177	845616	HQ
MFD03726.bin.1.19	2268521	HQ
MFD03726.bin.1.194	151322	HQ
MFD03726.bin.1.195	709892	HQ
MFD03726.bin.1.201	934554	HQ
MFD03726.bin.1.203	58738	HQ
MFD03726.bin.1.208	722180	HQ
MFD03726.bin.1.212	1521719	HQ
MFD03726.bin.1.218	430583	HQ
MFD03726.bin.1.222	726335	HQ
MFD03726.bin.1.226	2094169	HQ
MFD03726.bin.1.229	488081	HQ
MFD03726.bin.1.230	558870	HQ
MFD03726.bin.1.241	197764	HQ
MFD03726.bin.1.243	1435755	HQ
MFD03726.bin.1.27	230001	HQ
MFD03726.bin.1.29	804691	HQ
MFD03726.bin.1.3	1888111	HQ
MFD03726.bin.1.47	245893	HQ
MFD03726.bin.1.49	475427	HQ
MFD03726.bin.1.50	1066873	HQ
MFD03726.bin.1.54	3942921	HQ
MFD03726.bin.1.57	695596	HQ
MFD03726.bin.1.6	2045318	HQ
MFD03726.bin.1.60	606401	HQ
MFD03726.bin.1.62	1996400	HQ
MFD03726.bin.1.63	1468922	HQ
MFD03726.bin.1.65	908139	HQ
MFD03726.bin.1.68	1017555	HQ
MFD03726.bin.1.73	525822	HQ
MFD03726.bin.1.74	949077	HQ
MFD03726.bin.1.76	337777	HQ
MFD03726.bin.1.80	156184	HQ
MFD03726.bin.2.26	176518	HQ
MFD03726.bin.2.46	308839	HQ
MFD03726.bin.2.9	228583	HQ
MFD03804.bin.1.100	705129	HQ
MFD03804.bin.1.101	579645	HQ
MFD03804.bin.1.111	360295	HQ
MFD03804.bin.1.12	394375	HQ
MFD03804.bin.1.13	417429	HQ
MFD03804.bin.1.132	637106	HQ
MFD03804.bin.1.151	357942	HQ
MFD03804.bin.1.157	418193	HQ
MFD03804.bin.1.160	283857	HQ
MFD03804.bin.1.162	253925	HQ
MFD03804.bin.1.164	276283	HQ
MFD03804.bin.1.166	375460	HQ
MFD03804.bin.1.167	3516849	HQ
MFD03804.bin.1.168	275164	HQ
MFD03804.bin.1.169	906910	HQ
MFD03804.bin.1.170	284137	HQ
MFD03804.bin.1.183	1062256	HQ
MFD03804.bin.1.185	1306262	HQ
MFD03804.bin.1.187	1188121	HQ
MFD03804.bin.1.189	653222	HQ
MFD03804.bin.1.194	619955	HQ
MFD03804.bin.1.198	1087116	HQ
MFD03804.bin.1.2	1091574	HQ
MFD03804.bin.1.203	753734	HQ
MFD03804.bin.1.207	454631	HQ
MFD03804.bin.1.209	888646	HQ
MFD03804.bin.1.21	1094627	HQ
MFD03804.bin.1.213	630823	HQ
MFD03804.bin.1.224	337571	HQ
MFD03804.bin.1.229	423309	HQ
MFD03804.bin.1.231	1142209	HQ
MFD03804.bin.1.232	853341	HQ
MFD03804.bin.1.235	476713	HQ
MFD03804.bin.1.238	714331	HQ
MFD03804.bin.1.24	481745	HQ
MFD03804.bin.1.241	327294	HQ
MFD03804.bin.1.249	283511	HQ
MFD03804.bin.1.251	830699	HQ
MFD03804.bin.1.257	816261	HQ
MFD03804.bin.1.262	1376000	HQ
MFD03804.bin.1.265	1232887	HQ
MFD03804.bin.1.269	880517	HQ
MFD03804.bin.1.273	569924	HQ
MFD03804.bin.1.279	472222	HQ
MFD03804.bin.1.32	311696	HQ
MFD03804.bin.1.34	2314873	HQ
MFD03804.bin.1.36	259331	HQ
MFD03804.bin.1.37	319562	HQ
MFD03804.bin.1.39	790277	HQ
MFD03804.bin.1.4	622100	HQ
MFD03804.bin.1.42	259189	HQ
MFD03804.bin.1.44	956414	HQ
MFD03804.bin.1.47	379316	HQ
MFD03804.bin.1.5	285807	HQ
MFD03804.bin.1.53	699215	HQ
MFD03804.bin.1.56	2006075	HQ
MFD03804.bin.1.6	2450829	HQ
MFD03804.bin.1.60	1294968	HQ
MFD03804.bin.1.66	810788	HQ
MFD03804.bin.1.67	760984	HQ
MFD03804.bin.1.68	489849	HQ
MFD03804.bin.1.74	1152319	HQ
MFD03804.bin.1.76	644549	HQ
MFD03804.bin.1.79	1228958	HQ
MFD03804.bin.1.8	200371	HQ
MFD03804.bin.1.81	1843751	HQ
MFD03804.bin.1.84	171000	HQ
MFD03804.bin.1.88	289825	HQ
MFD03804.bin.1.93	548502	HQ
MFD03804.bin.1.96	124016	HQ
MFD03804.bin.2.106	354939	HQ
MFD03804.bin.2.135	259738	HQ
MFD03804.bin.2.142	263669	HQ
MFD03804.bin.2.57	234154	HQ
MFD03804.bin.3.132	564289	HQ
MFD03899.bin.1.111	397381	HQ
MFD03899.bin.1.130	696163	HQ
MFD03899.bin.1.137	1758208	HQ
MFD03899.bin.1.178	476340	HQ
MFD03899.bin.1.184	507089	HQ
MFD03899.bin.1.187	556491	HQ
MFD03899.bin.1.231	904876	HQ
MFD03899.bin.1.233	737754	HQ
MFD03899.bin.1.28	361225	HQ
MFD03899.bin.1.41	1061499	HQ
MFD03899.bin.1.52	1789060	HQ
MFD03899.bin.3.121	113422	HQ
MFD03899.bin.3.229	200129	HQ
MFD03975.bin.1.103	2514665	HQ
MFD03975.bin.1.150	1933972	HQ
MFD03975.bin.1.151	386579	HQ
MFD03975.bin.1.166	2578058	HQ
MFD03975.bin.1.169	462633	HQ
MFD03975.bin.1.215	261504	HQ
MFD03975.bin.1.217	182891	HQ
MFD03975.bin.1.240	287028	HQ
MFD03975.bin.1.244	725085	HQ
MFD03975.bin.1.276	454486	HQ
MFD03975.bin.1.282	583192	HQ
MFD03975.bin.1.3	389144	HQ
MFD03975.bin.1.33	137792	HQ
MFD03975.bin.1.47	584781	HQ
MFD03975.bin.1.62	359361	HQ
MFD03975.bin.1.9	407371	HQ
MFD03975.bin.2.71	348020	HQ
MFD04212.bin.1.1	4646531	HQ
MFD04212.bin.1.10	2431710	HQ
MFD04212.bin.1.11	2582451	HQ
MFD04212.bin.1.130	491285	HQ
MFD04212.bin.1.138	939772	HQ
MFD04212.bin.1.152	608563	HQ
MFD04212.bin.1.158	760292	HQ
MFD04212.bin.1.16	7050730	HQ
MFD04212.bin.1.161	368506	HQ
MFD04212.bin.1.165	3570021	HQ
MFD04212.bin.1.169	1621894	HQ
MFD04212.bin.1.17	1697743	HQ
MFD04212.bin.1.177	2366115	HQ
MFD04212.bin.1.179	648649	HQ
MFD04212.bin.1.180	154453	HQ
MFD04212.bin.1.184	2016436	HQ
MFD04212.bin.1.186	2008399	HQ
MFD04212.bin.1.19	3087658	HQ
MFD04212.bin.1.190	4068781	HQ
MFD04212.bin.1.193	454826	HQ
MFD04212.bin.1.198	1797533	HQ
MFD04212.bin.1.200	577252	HQ
MFD04212.bin.1.205	689625	HQ
MFD04212.bin.1.206	1664807	HQ
MFD04212.bin.1.208	255487	HQ
MFD04212.bin.1.21	3459351	HQ
MFD04212.bin.1.211	3104705	HQ
MFD04212.bin.1.214	1589631	HQ
MFD04212.bin.1.232	4087509	HQ
MFD04212.bin.1.234	1045517	HQ
MFD04212.bin.1.237	740879	HQ
MFD04212.bin.1.24	1344811	HQ
MFD04212.bin.1.25	1316884	HQ
MFD04212.bin.1.269	1604940	HQ
MFD04212.bin.1.289	786377	HQ
MFD04212.bin.1.291	1142214	HQ
MFD04212.bin.1.292	1342383	HQ
MFD04212.bin.1.294	5037831	HQ
MFD04212.bin.1.298	2981848	HQ
MFD04212.bin.1.3	3357067	HQ
MFD04212.bin.1.303	4614813	HQ
MFD04212.bin.1.309	1724197	HQ
MFD04212.bin.1.315	2052088	HQ
MFD04212.bin.1.32	1061894	HQ
MFD04212.bin.1.320	1579657	HQ
MFD04212.bin.1.326	902672	HQ
MFD04212.bin.1.40	510948	HQ
MFD04212.bin.1.42	848191	HQ
MFD04212.bin.1.43	2669953	HQ
MFD04212.bin.1.44	2018507	HQ
MFD04212.bin.1.45	2870481	HQ
MFD04212.bin.1.56	2826778	HQ
MFD04212.bin.1.59	3779720	HQ
MFD04212.bin.1.65	645662	HQ
MFD04212.bin.1.66	925328	HQ
MFD04212.bin.1.67	1142330	HQ
MFD04212.bin.1.71	754433	HQ
MFD04212.bin.1.72	2336287	HQ
MFD04212.bin.1.81	1706033	HQ
MFD04212.bin.1.86	314221	HQ
MFD04212.bin.1.89	751939	HQ
MFD04212.bin.1.9	389783	HQ
MFD04212.bin.1.94	587322	HQ
MFD04212.bin.2.100	360099	HQ
MFD04212.bin.2.233	277905	HQ
MFD04212.bin.3.167	508042	HQ
MFD04408.bin.1.1	4560930	HQ
MFD04408.bin.1.100	1465721	HQ
MFD04408.bin.1.126	43444	HQ
MFD04408.bin.1.13	3311678	HQ
MFD04408.bin.1.133	344796	HQ
MFD04408.bin.1.134	2626303	HQ
MFD04408.bin.1.14	4309361	HQ
MFD04408.bin.1.141	408072	HQ
MFD04408.bin.1.159	1110825	HQ
MFD04408.bin.1.165	272537	HQ
MFD04408.bin.1.172	698664	HQ
MFD04408.bin.1.174	4359072	HQ
MFD04408.bin.1.18	3203908	HQ
MFD04408.bin.1.182	1559876	HQ
MFD04408.bin.1.221	353761	HQ
MFD04408.bin.1.29	4283307	HQ
MFD04408.bin.1.36	875461	HQ
MFD04408.bin.1.44	2723046	HQ
MFD04408.bin.1.52	538786	HQ
MFD04408.bin.1.55	224652	HQ
MFD04408.bin.1.58	615295	HQ
MFD04408.bin.1.61	1231892	HQ
MFD04408.bin.1.9	461184	HQ
MFD04408.bin.1.96	268182	HQ
MFD04428.bin.1.10	447928	HQ
MFD04428.bin.1.101	152303	HQ
MFD04428.bin.1.112	174933	HQ
MFD04428.bin.1.147	266840	HQ
MFD04428.bin.1.152	455216	HQ
MFD04428.bin.1.167	3673862	HQ
MFD04428.bin.1.17	167129	HQ
