bin	Genome_Size	MAG_status
MFD02579.bin.1.54	6046202	HQ
MFD02579.bin.1.63	7100740	HQ
MFD02579.bin.1.65	7470856	HQ
MFD02579.bin.1.71	1521901	HQ
MFD02579.bin.1.77	4835777	HQ
MFD02579.bin.2.2	7607792	HQ
MFD02581.bin.1.1	4443098	HQ
MFD02581.bin.1.10	3110986	HQ
MFD02581.bin.1.105	3612418	HQ
MFD02581.bin.1.106	4156994	HQ
MFD02581.bin.1.11	4321668	HQ
MFD02581.bin.1.116	4199835	HQ
MFD02581.bin.1.122	3841382	HQ
MFD02581.bin.1.138	2783072	HQ
MFD02581.bin.1.145	3566911	HQ
MFD02581.bin.1.149	3874184	HQ
MFD02581.bin.1.159	3403430	HQ
MFD02581.bin.1.162	3492889	HQ
MFD02581.bin.1.167	4339526	HQ
MFD02581.bin.1.168	3651453	HQ
MFD02581.bin.1.176	4337411	HQ
MFD02581.bin.1.182	4104894	HQ
MFD02581.bin.1.187	2392094	HQ
MFD02581.bin.1.188	3315915	HQ
MFD02581.bin.1.193	3406779	HQ
MFD02581.bin.1.196	3291915	HQ
MFD02581.bin.1.2	3747144	HQ
MFD02581.bin.1.20	4176414	HQ
MFD02581.bin.1.200	3882999	HQ
MFD02581.bin.1.203	3622142	HQ
MFD02581.bin.1.209	3900099	HQ
MFD02581.bin.1.211	3564141	HQ
MFD02581.bin.1.216	3674863	HQ
MFD02581.bin.1.222	5151600	HQ
MFD02581.bin.1.225	4038769	HQ
MFD02581.bin.1.230	2743734	HQ
MFD02581.bin.1.234	3359956	HQ
MFD02581.bin.1.237	3973957	HQ
MFD02581.bin.1.244	3749836	HQ
MFD02581.bin.1.259	4219758	HQ
MFD02581.bin.1.268	4287574	HQ
MFD02581.bin.1.270	3923202	HQ
MFD02581.bin.1.271	4747184	HQ
MFD02581.bin.1.277	3950910	HQ
MFD02581.bin.1.279	4044703	HQ
MFD02581.bin.1.282	3855204	HQ
MFD02581.bin.1.289	4085266	HQ
MFD02581.bin.1.29	5173094	HQ
MFD02581.bin.1.31	3583694	HQ
MFD02581.bin.1.32	3432347	HQ
MFD02581.bin.1.4	3599106	HQ
MFD02581.bin.1.41	2328683	HQ
MFD02581.bin.1.52	5156160	HQ
MFD02581.bin.1.56	3850847	HQ
MFD02581.bin.1.61	4299948	HQ
MFD02581.bin.1.63	3718147	HQ
MFD02581.bin.1.67	4411931	HQ
MFD02581.bin.1.69	3981997	HQ
MFD02581.bin.1.72	1978748	HQ
MFD02581.bin.1.75	3770014	HQ
MFD02581.bin.1.86	2606817	HQ
MFD02581.bin.2.150	6865645	HQ
MFD02581.bin.2.210	3171730	HQ
MFD02581.bin.2.25	4324802	HQ
MFD02581.bin.2.30	3852751	HQ
MFD02581.bin.2.47	3159919	HQ
MFD02581.bin.3.121	3593379	HQ
MFD02581.bin.3.38	4062244	HQ
MFD02581.bin.3.437	8487331	HQ
MFD02581.bin.3.448	3678162	HQ
MFD02581.bin.3.460	3351804	HQ
MFD02671.bin.1.117	5001710	HQ
MFD02671.bin.1.13	4408054	HQ
MFD02671.bin.1.139	5678054	HQ
MFD02671.bin.1.140	7931443	HQ
MFD02671.bin.1.18	6114155	HQ
MFD02671.bin.1.25	6627834	HQ
MFD02671.bin.1.30	5080215	HQ
MFD02671.bin.1.46	5171152	HQ
MFD02671.bin.1.56	8151249	HQ
MFD02671.bin.1.57	9563778	HQ
MFD02671.bin.1.59	5293380	HQ
MFD02671.bin.1.63	4608695	HQ
MFD02671.bin.1.70	5434612	HQ
MFD02671.bin.1.9	3071441	HQ
MFD02671.bin.1.97	3308769	HQ
MFD02671.bin.1.99	4874259	HQ
MFD02809.bin.1.101	4024243	HQ
MFD02809.bin.1.112	3289893	HQ
MFD02809.bin.1.145	4964112	HQ
MFD02809.bin.1.206	4564609	HQ
MFD02809.bin.1.217	3466775	HQ
MFD02809.bin.1.237	3698252	HQ
MFD02809.bin.1.263	6111864	HQ
MFD02809.bin.1.264	3323156	HQ
MFD02809.bin.1.277	2766721	HQ
MFD02809.bin.1.312	3478734	HQ
MFD02809.bin.1.313	5185285	HQ
MFD02809.bin.1.331	4676852	HQ
MFD02809.bin.1.359	4027011	HQ
MFD02809.bin.1.58	4934208	HQ
MFD02809.bin.1.75	4009100	HQ
MFD02809.bin.1.83	3013033	HQ
MFD02809.bin.2.53	5099406	HQ
MFD02832.bin.1.100	2980422	HQ
MFD02832.bin.1.105	3204398	HQ
MFD02832.bin.1.108	3043239	HQ
MFD02832.bin.1.115	4682237	HQ
MFD02832.bin.1.129	3597893	HQ
MFD02832.bin.1.134	3227633	HQ
MFD02832.bin.1.135	4463388	HQ
MFD02832.bin.1.142	3617898	HQ
MFD02832.bin.1.145	3347535	HQ
MFD02832.bin.1.149	4077403	HQ
MFD02832.bin.1.152	4411384	HQ
MFD02832.bin.1.154	3032175	HQ
MFD02832.bin.1.158	4262485	HQ
MFD02832.bin.1.159	4191211	HQ
MFD02832.bin.1.170	2515752	HQ
MFD02832.bin.1.173	5465408	HQ
MFD02832.bin.1.176	4208176	HQ
MFD02832.bin.1.177	3388150	HQ
MFD02832.bin.1.178	3175861	HQ
MFD02832.bin.1.179	1022249	HQ
MFD02832.bin.1.183	2898433	HQ
MFD02832.bin.1.184	3629111	HQ
MFD02832.bin.1.185	7023351	HQ
MFD02832.bin.1.191	4854661	HQ
MFD02832.bin.1.21	3800039	HQ
MFD02832.bin.1.22	4005813	HQ
MFD02832.bin.1.25	5192352	HQ
MFD02832.bin.1.27	3783595	HQ
MFD02832.bin.1.28	6391602	HQ
MFD02832.bin.1.3	3024679	HQ
MFD02832.bin.1.30	3332813	HQ
MFD02832.bin.1.31	4163888	HQ
MFD02832.bin.1.36	3142693	HQ
MFD02832.bin.1.37	1267896	HQ
MFD02832.bin.1.4	5447502	HQ
MFD02832.bin.1.42	1575361	HQ
MFD02832.bin.1.55	4743223	HQ
MFD02832.bin.1.63	4189296	HQ
MFD02832.bin.1.64	1987731	HQ
MFD02832.bin.1.68	3407314	HQ
MFD02832.bin.1.72	4785974	HQ
MFD02832.bin.1.77	3017730	HQ
MFD02832.bin.1.79	2851191	HQ
MFD02832.bin.1.88	6114915	HQ
MFD02832.bin.1.89	3293578	HQ
MFD02832.bin.1.9	2264800	HQ
MFD02832.bin.1.93	3518885	HQ
MFD02832.bin.1.96	6132709	HQ
MFD02832.bin.1.97	2108340	HQ
MFD02832.bin.2.132	3770115	HQ
MFD02832.bin.2.48	2962026	HQ
MFD02832.bin.3.66	2164182	HQ
MFD02840.bin.1.11	3495000	HQ
MFD02840.bin.1.123	5273077	HQ
MFD02840.bin.1.13	3742650	HQ
MFD02840.bin.1.134	3666094	HQ
MFD02840.bin.1.155	4456348	HQ
MFD02840.bin.1.159	3682580	HQ
MFD02840.bin.1.166	3816014	HQ
MFD02840.bin.1.179	2480430	HQ
MFD02840.bin.1.19	5999814	HQ
MFD02840.bin.1.192	4296424	HQ
MFD02840.bin.1.199	4261971	HQ
MFD02840.bin.1.2	6619670	HQ
MFD02840.bin.1.22	6423717	HQ
MFD02840.bin.1.220	6777364	HQ
MFD02840.bin.1.226	3049672	HQ
MFD02840.bin.1.228	4428037	HQ
MFD02840.bin.1.229	5976563	HQ
MFD02840.bin.1.230	5416601	HQ
MFD02840.bin.1.231	3606784	HQ
MFD02840.bin.1.233	5823737	HQ
MFD02840.bin.1.236	5241909	HQ
MFD02840.bin.1.238	3214949	HQ
MFD02840.bin.1.240	4443647	HQ
MFD02840.bin.1.241	2889359	HQ
MFD02840.bin.1.248	3019647	HQ
MFD02840.bin.1.249	7459275	HQ
MFD02840.bin.1.255	7066612	HQ
MFD02840.bin.1.258	3504547	HQ
MFD02840.bin.1.259	6349680	HQ
MFD02840.bin.1.26	5498735	HQ
MFD02840.bin.1.264	7063389	HQ
MFD02840.bin.1.267	5954500	HQ
MFD02840.bin.1.268	4334249	HQ
MFD02840.bin.1.278	4360108	HQ
MFD02840.bin.1.279	4498769	HQ
MFD02840.bin.1.283	7654094	HQ
MFD02840.bin.1.289	3811456	HQ
MFD02840.bin.1.295	3687740	HQ
MFD02840.bin.1.296	4218548	HQ
MFD02840.bin.1.3	6442881	HQ
MFD02840.bin.1.300	3618309	HQ
MFD02840.bin.1.302	4223279	HQ
MFD02840.bin.1.303	5023918	HQ
MFD02840.bin.1.307	7275218	HQ
MFD02840.bin.1.311	5713971	HQ
MFD02840.bin.1.317	5979470	HQ
MFD02840.bin.1.319	5160623	HQ
MFD02840.bin.1.32	6884221	HQ
MFD02840.bin.1.327	5365727	HQ
MFD02840.bin.1.33	6060336	HQ
MFD02840.bin.1.354	4960572	HQ
MFD02840.bin.1.357	5764367	HQ
MFD02840.bin.1.372	3872373	HQ
MFD02840.bin.1.376	2878984	HQ
MFD02840.bin.1.380	4803535	HQ
MFD02840.bin.1.387	3771110	HQ
MFD02840.bin.1.397	6147103	HQ
MFD02840.bin.1.400	3026556	HQ
MFD02840.bin.1.405	4537710	HQ
MFD02840.bin.1.406	3840039	HQ
MFD02840.bin.1.414	3078616	HQ
MFD02840.bin.1.418	2955367	HQ
MFD02840.bin.1.419	4460400	HQ
MFD02840.bin.1.420	8862375	HQ
MFD02840.bin.1.423	5209924	HQ
MFD02840.bin.1.46	4527529	HQ
MFD02840.bin.1.5	5936128	HQ
MFD02840.bin.1.57	5419058	HQ
MFD02840.bin.1.69	4180608	HQ
MFD02840.bin.1.7	6762564	HQ
MFD02840.bin.1.73	5921525	HQ
MFD02840.bin.1.77	5272345	HQ
MFD02840.bin.1.91	4716222	HQ
MFD02840.bin.1.97	10580666	HQ
MFD02840.bin.2.129	5235564	HQ
MFD02840.bin.2.141	7628270	HQ
MFD02840.bin.2.252	6541843	HQ
MFD02840.bin.2.274	4825911	HQ
MFD02840.bin.3.332	4970092	HQ
MFD02840.bin.3.481	4830554	HQ
MFD02840.bin.3.587	2885681	HQ
MFD02840.bin.3.7	4686890	HQ
MFD02923.bin.1.10	5910282	HQ
MFD02923.bin.1.116	5058119	HQ
MFD02923.bin.1.118	4386904	HQ
MFD02923.bin.1.123	5674744	HQ
MFD02923.bin.1.129	4369012	HQ
MFD02923.bin.1.131	3543605	HQ
MFD02923.bin.1.132	4515398	HQ
MFD02923.bin.1.133	3764785	HQ
MFD02923.bin.1.139	3777684	HQ
MFD02923.bin.1.142	5652603	HQ
MFD02923.bin.1.143	3906669	HQ
MFD02923.bin.1.144	6124733	HQ
MFD02923.bin.1.145	2122115	HQ
MFD02923.bin.1.148	5046565	HQ
MFD02923.bin.1.150	3339879	HQ
MFD02923.bin.1.151	5148391	HQ
MFD02923.bin.1.160	3805833	HQ
MFD02923.bin.1.166	5480653	HQ
MFD02923.bin.1.168	3717666	HQ
MFD02923.bin.1.27	3441520	HQ
MFD02923.bin.1.29	3976664	HQ
MFD02923.bin.1.35	7844379	HQ
MFD02923.bin.1.36	3380935	HQ
MFD02923.bin.1.41	5110959	HQ
MFD02923.bin.1.43	2419543	HQ
MFD02923.bin.1.44	2227662	HQ
MFD02923.bin.1.45	3460471	HQ
MFD02923.bin.1.48	3760901	HQ
MFD02923.bin.1.49	5005210	HQ
MFD02923.bin.1.74	4397592	HQ
MFD02923.bin.1.75	3977389	HQ
MFD02923.bin.1.83	3227375	HQ
MFD02923.bin.1.85	4312720	HQ
MFD02923.bin.1.9	2903282	HQ
MFD02923.bin.1.90	4171950	HQ
MFD02923.bin.1.91	4194831	HQ
MFD02923.bin.1.92	5153724	HQ
MFD02923.bin.1.97	3091229	HQ
MFD02923.bin.1.99	4739457	HQ
MFD02923.bin.2.9	4733921	HQ
MFD02979.bin.1.10	4935565	HQ
MFD02979.bin.1.11	6582360	HQ
MFD02979.bin.1.123	3970529	HQ
MFD02979.bin.1.133	4081865	HQ
MFD02979.bin.1.139	5841710	HQ
MFD02979.bin.1.14	4827188	HQ
MFD02979.bin.1.141	4934926	HQ
MFD02979.bin.1.144	4582199	HQ
MFD02979.bin.1.145	4520061	HQ
MFD02979.bin.1.148	5653179	HQ
MFD02979.bin.1.149	8194968	HQ
MFD02979.bin.1.152	3130472	HQ
MFD02979.bin.1.154	3723065	HQ
MFD02979.bin.1.169	3477973	HQ
MFD02979.bin.1.171	5429550	HQ
MFD02979.bin.1.195	3681361	HQ
MFD02979.bin.1.202	3053955	HQ
MFD02979.bin.1.204	8258326	HQ
MFD02979.bin.1.207	3307136	HQ
MFD02979.bin.1.211	3028440	HQ
MFD02979.bin.1.23	3813980	HQ
MFD02979.bin.1.237	2888104	HQ
MFD02979.bin.1.243	3668474	HQ
MFD02979.bin.1.39	2959090	HQ
MFD02979.bin.1.4	4199398	HQ
MFD02979.bin.1.41	3257421	HQ
MFD02979.bin.1.60	3238047	HQ
MFD02979.bin.1.62	4596041	HQ
MFD02979.bin.1.65	4825438	HQ
MFD02979.bin.1.67	3419289	HQ
MFD02979.bin.1.73	3950998	HQ
MFD02979.bin.1.76	3614490	HQ
MFD02979.bin.1.79	4487190	HQ
MFD02979.bin.1.8	4754621	HQ
MFD02979.bin.1.81	4913140	HQ
MFD02979.bin.1.82	3869910	HQ
MFD02979.bin.1.88	2687397	HQ
MFD02979.bin.1.94	3966873	HQ
MFD02979.bin.2.126	2956421	HQ
MFD02979.bin.2.51	4891650	HQ
MFD02979.bin.2.74	4367035	HQ
MFD02979.bin.2.87	3460088	HQ
MFD02979.bin.2.89	4163180	HQ
MFD02979.bin.2.93	4613325	HQ
MFD03044.bin.1.1	4868604	HQ
MFD03044.bin.1.101	4350614	HQ
MFD03044.bin.1.103	5404106	HQ
MFD03044.bin.1.106	5985435	HQ
MFD03044.bin.1.108	4347220	HQ
MFD03044.bin.1.109	3432187	HQ
MFD03044.bin.1.111	5645571	HQ
MFD03044.bin.1.118	6128339	HQ
MFD03044.bin.1.135	5518655	HQ
MFD03044.bin.1.139	5200881	HQ
MFD03044.bin.1.148	3878666	HQ
MFD03044.bin.1.149	4516620	HQ
MFD03044.bin.1.150	6162194	HQ
MFD03044.bin.1.155	4482901	HQ
MFD03044.bin.1.157	5538636	HQ
MFD03044.bin.1.163	4151821	HQ
MFD03044.bin.1.165	5985215	HQ
MFD03044.bin.1.2	3887927	HQ
MFD03044.bin.1.20	4854489	HQ
MFD03044.bin.1.21	3999070	HQ
MFD03044.bin.1.24	7182452	HQ
MFD03044.bin.1.30	2422009	HQ
MFD03044.bin.1.43	4158343	HQ
MFD03044.bin.1.45	6131451	HQ
MFD03044.bin.1.46	5755606	HQ
MFD03044.bin.1.47	4575111	HQ
MFD03044.bin.1.49	4968385	HQ
MFD03044.bin.1.55	4813504	HQ
MFD03044.bin.1.56	4899733	HQ
MFD03044.bin.1.57	3270098	HQ
MFD03044.bin.1.7	7220754	HQ
MFD03044.bin.1.95	6884957	HQ
MFD03044.bin.2.104	4339669	HQ
MFD03044.bin.2.51	3060136	HQ
MFD03044.bin.2.66	8303024	HQ
MFD03044.bin.2.89	6525364	HQ
MFD03066.bin.1.130	3337117	HQ
MFD03066.bin.1.176	4554657	HQ
MFD03066.bin.1.18	2446817	HQ
MFD03066.bin.1.201	7147178	HQ
MFD03066.bin.1.215	3912354	HQ
MFD03066.bin.1.230	7667537	HQ
MFD03066.bin.1.24	3475565	HQ
MFD03066.bin.1.255	8345457	HQ
MFD03066.bin.1.35	4332485	HQ
MFD03066.bin.1.45	3740380	HQ
MFD03066.bin.1.51	3182320	HQ
MFD03066.bin.1.56	4058893	HQ
MFD03066.bin.1.8	7012870	HQ
MFD03066.bin.1.83	4640008	HQ
MFD03066.bin.3.192	4630410	HQ
MFD03250.bin.1.1	4496463	HQ
MFD03250.bin.1.10	9308519	HQ
MFD03250.bin.1.107	3329193	HQ
MFD03250.bin.1.109	3534002	HQ
MFD03250.bin.1.112	3699951	HQ
MFD03250.bin.1.113	3003225	HQ
MFD03250.bin.1.114	8161468	HQ
MFD03250.bin.1.115	7259230	HQ
MFD03250.bin.1.116	4534723	HQ
MFD03250.bin.1.117	5397672	HQ
MFD03250.bin.1.118	3655195	HQ
MFD03250.bin.1.119	3957757	HQ
MFD03250.bin.1.121	4920345	HQ
MFD03250.bin.1.122	5507199	HQ
MFD03250.bin.1.123	3465891	HQ
MFD03250.bin.1.125	3778210	HQ
MFD03250.bin.1.126	5074926	HQ
MFD03250.bin.1.129	5753667	HQ
MFD03250.bin.1.13	3167972	HQ
MFD03250.bin.1.130	5677707	HQ
MFD03250.bin.1.131	5221242	HQ
MFD03250.bin.1.133	3505368	HQ
MFD03250.bin.1.134	3790383	HQ
MFD03250.bin.1.135	2743885	HQ
MFD03250.bin.1.141	5165190	HQ
MFD03250.bin.1.142	2085308	HQ
MFD03250.bin.1.143	4813334	HQ
MFD03250.bin.1.144	5648748	HQ
MFD03250.bin.1.145	4786958	HQ
MFD03250.bin.1.149	5188517	HQ
MFD03250.bin.1.151	3472030	HQ
MFD03250.bin.1.152	3789515	HQ
MFD03250.bin.1.16	2331622	HQ
MFD03250.bin.1.160	3964881	HQ
MFD03250.bin.1.161	4651509	HQ
MFD03250.bin.1.162	5284537	HQ
MFD03250.bin.1.163	4761998	HQ
MFD03250.bin.1.164	10069555	HQ
MFD03250.bin.1.165	4507760	HQ
MFD03250.bin.1.167	2904569	HQ
MFD03250.bin.1.168	4426743	HQ
MFD03250.bin.1.169	3634901	HQ
MFD03250.bin.1.17	3275909	HQ
MFD03250.bin.1.170	4787832	HQ
MFD03250.bin.1.175	4910602	HQ
MFD03250.bin.1.178	4261501	HQ
MFD03250.bin.1.182	3363831	HQ
MFD03250.bin.1.183	3724774	HQ
MFD03250.bin.1.184	3836753	HQ
MFD03250.bin.1.187	2449196	HQ
MFD03250.bin.1.188	3301310	HQ
MFD03250.bin.1.19	5472705	HQ
MFD03250.bin.1.191	3723787	HQ
MFD03250.bin.1.193	3321213	HQ
MFD03250.bin.1.194	6379548	HQ
MFD03250.bin.1.197	2613609	HQ
MFD03250.bin.1.200	2398013	HQ
MFD03250.bin.1.23	2447247	HQ
MFD03250.bin.1.24	3855810	HQ
MFD03250.bin.1.25	3786308	HQ
MFD03250.bin.1.26	3733815	HQ
MFD03250.bin.1.32	5330111	HQ
MFD03250.bin.1.36	3949582	HQ
MFD03250.bin.1.38	3426208	HQ
MFD03250.bin.1.39	3200724	HQ
MFD03250.bin.1.42	2021224	HQ
MFD03250.bin.1.43	3590344	HQ
MFD03250.bin.1.45	4363464	HQ
MFD03250.bin.1.46	4324786	HQ
MFD03250.bin.1.47	4122665	HQ
MFD03250.bin.1.48	2489207	HQ
MFD03250.bin.1.51	4635722	HQ
MFD03250.bin.1.52	5306316	HQ
MFD03250.bin.1.53	3633664	HQ
MFD03250.bin.1.55	6679112	HQ
MFD03250.bin.1.57	1706637	HQ
MFD03250.bin.1.59	3648608	HQ
MFD03250.bin.1.6	4296808	HQ
MFD03250.bin.1.61	2805941	HQ
MFD03250.bin.1.64	5153234	HQ
MFD03250.bin.1.66	2165475	HQ
MFD03250.bin.1.67	4821741	HQ
MFD03250.bin.1.69	3545644	HQ
MFD03250.bin.1.70	4541636	HQ
MFD03250.bin.1.74	3684443	HQ
MFD03250.bin.1.86	5448743	HQ
MFD03250.bin.1.9	2301021	HQ
MFD03250.bin.1.95	4466531	HQ
MFD03250.bin.2.77	4655627	HQ
MFD03250.bin.2.95	3381643	HQ
MFD03250.bin.3.145	4090846	HQ
MFD03323.bin.1.10	3152780	HQ
MFD03323.bin.1.108	5462088	HQ
MFD03323.bin.1.124	5041577	HQ
MFD03323.bin.1.136	5297360	HQ
MFD03323.bin.1.140	3954011	HQ
MFD03323.bin.1.143	4562870	HQ
MFD03323.bin.1.18	4406958	HQ
MFD03323.bin.1.56	4706024	HQ
MFD03323.bin.1.82	5724106	HQ
MFD03323.bin.1.98	6714205	HQ
MFD03323.bin.2.33	1530897	HQ
MFD03323.bin.2.59	3087569	HQ
MFD03346.bin.1.1	7298742	HQ
MFD03346.bin.1.10	2583106	HQ
MFD03346.bin.1.121	5102680	HQ
MFD03346.bin.1.125	7107289	HQ
MFD03346.bin.1.129	4272941	HQ
MFD03346.bin.1.13	6568462	HQ
MFD03346.bin.1.134	5640689	HQ
MFD03346.bin.1.136	5688524	HQ
MFD03346.bin.1.139	6001071	HQ
MFD03346.bin.1.142	5241153	HQ
MFD03346.bin.1.144	6580543	HQ
MFD03346.bin.1.148	5533671	HQ
MFD03346.bin.1.149	6183466	HQ
MFD03346.bin.1.30	10215802	HQ
MFD03346.bin.1.39	4513714	HQ
MFD03346.bin.1.44	5117477	HQ
MFD03346.bin.1.46	4993167	HQ
MFD03346.bin.1.51	5962414	HQ
MFD03346.bin.1.6	5835972	HQ
MFD03346.bin.1.66	5636489	HQ
MFD03346.bin.1.71	6383477	HQ
MFD03346.bin.1.72	5943810	HQ
MFD03346.bin.1.73	7826918	HQ
MFD03346.bin.1.74	6362071	HQ
MFD03346.bin.1.77	4186112	HQ
MFD03346.bin.1.85	6321308	HQ
MFD03346.bin.1.9	4649206	HQ
MFD03346.bin.1.90	4802278	HQ
MFD03346.bin.1.92	4829634	HQ
MFD03346.bin.1.96	4171178	HQ
MFD03346.bin.2.106	6682731	HQ
MFD03346.bin.2.46	6091416	HQ
MFD03346.bin.2.88	6365921	HQ
MFD03346.bin.2.99	5390648	HQ
MFD03399.bin.1.108	4437820	HQ
MFD03399.bin.1.110	6960383	HQ
MFD03399.bin.1.12	4179568	HQ
MFD03399.bin.1.125	4183631	HQ
MFD03399.bin.1.129	4487251	HQ
MFD03399.bin.1.130	5714562	HQ
MFD03399.bin.1.132	5094063	HQ
MFD03399.bin.1.133	5163419	HQ
MFD03399.bin.1.134	6175924	HQ
MFD03399.bin.1.137	3095703	HQ
MFD03399.bin.1.157	7315522	HQ
MFD03399.bin.1.164	3109078	HQ
MFD03399.bin.1.170	4405653	HQ
MFD03399.bin.1.177	3403370	HQ
MFD03399.bin.1.20	4903799	HQ
MFD03399.bin.1.21	6955875	HQ
MFD03399.bin.1.26	4532446	HQ
MFD03399.bin.1.28	3743001	HQ
MFD03399.bin.1.3	4205404	HQ
MFD03399.bin.1.31	5250976	HQ
MFD03399.bin.1.33	4208404	HQ
MFD03399.bin.1.35	4623531	HQ
MFD03399.bin.1.4	4395256	HQ
MFD03399.bin.1.45	5869172	HQ
MFD03399.bin.1.51	4973469	HQ
MFD03399.bin.1.53	4007596	HQ
MFD03399.bin.1.54	4138474	HQ
MFD03399.bin.1.55	4172008	HQ
MFD03399.bin.1.6	5582932	HQ
MFD03399.bin.1.67	5380640	HQ
MFD03399.bin.1.71	4146785	HQ
MFD03399.bin.1.73	5761640	HQ
MFD03399.bin.1.83	4381664	HQ
MFD03399.bin.1.9	4821751	HQ
MFD03399.bin.1.95	4255492	HQ
MFD03399.bin.1.96	2232216	HQ
MFD03399.bin.2.118	5189085	HQ
MFD03399.bin.2.54	4291787	HQ
MFD03551.bin.1.10	4053389	HQ
MFD03551.bin.1.105	3629548	HQ
MFD03551.bin.1.110	3671076	HQ
MFD03551.bin.1.13	3819522	HQ
MFD03551.bin.1.130	3137410	HQ
MFD03551.bin.1.131	4656127	HQ
MFD03551.bin.1.137	3737529	HQ
MFD03551.bin.1.140	4973754	HQ
MFD03551.bin.1.144	3379014	HQ
MFD03551.bin.1.145	3885514	HQ
MFD03551.bin.1.147	5751819	HQ
MFD03551.bin.1.153	3599650	HQ
MFD03551.bin.1.155	3313917	HQ
MFD03551.bin.1.156	5216108	HQ
MFD03551.bin.1.158	3891909	HQ
MFD03551.bin.1.18	4490619	HQ
MFD03551.bin.1.37	3594815	HQ
MFD03551.bin.1.48	3840266	HQ
MFD03551.bin.1.5	4081650	HQ
MFD03551.bin.1.73	3226075	HQ
MFD03551.bin.1.74	3242166	HQ
MFD03551.bin.1.83	2664727	HQ
MFD03551.bin.2.20	3390739	HQ
MFD03551.bin.2.28	3419986	HQ
MFD03551.bin.2.49	4565352	HQ
MFD03551.bin.2.61	4662918	HQ
MFD03551.bin.2.90	3380499	HQ
MFD03602.bin.1.61	6033232	HQ
MFD03602.bin.1.67	6304013	HQ
MFD03602.bin.1.72	4818466	HQ
MFD03726.bin.1.10	2981540	HQ
MFD03726.bin.1.113	3626604	HQ
MFD03726.bin.1.123	3723099	HQ
MFD03726.bin.1.124	3651123	HQ
MFD03726.bin.1.125	7552380	HQ
MFD03726.bin.1.127	2364984	HQ
MFD03726.bin.1.13	4787351	HQ
MFD03726.bin.1.133	3578520	HQ
MFD03726.bin.1.138	5442035	HQ
MFD03726.bin.1.14	6008828	HQ
MFD03726.bin.1.148	2331030	HQ
MFD03726.bin.1.149	4430899	HQ
MFD03726.bin.1.150	5774530	HQ
MFD03726.bin.1.151	4183914	HQ
MFD03726.bin.1.17	658248	HQ
MFD03726.bin.1.170	5381145	HQ
MFD03726.bin.1.177	5323732	HQ
MFD03726.bin.1.19	3868315	HQ
MFD03726.bin.1.194	3093977	HQ
MFD03726.bin.1.195	3493808	HQ
MFD03726.bin.1.201	4055811	HQ
MFD03726.bin.1.203	4027604	HQ
MFD03726.bin.1.208	4808171	HQ
MFD03726.bin.1.212	6867790	HQ
MFD03726.bin.1.218	5175568	HQ
MFD03726.bin.1.222	7853300	HQ
MFD03726.bin.1.226	3705432	HQ
MFD03726.bin.1.229	4578648	HQ
MFD03726.bin.1.230	2316838	HQ
MFD03726.bin.1.241	1235655	HQ
MFD03726.bin.1.243	2485095	HQ
MFD03726.bin.1.27	4516072	HQ
MFD03726.bin.1.29	804691	HQ
MFD03726.bin.1.3	3688977	HQ
MFD03726.bin.1.47	3088212	HQ
MFD03726.bin.1.49	5721685	HQ
MFD03726.bin.1.50	4386260	HQ
MFD03726.bin.1.54	4418429	HQ
MFD03726.bin.1.57	3128276	HQ
MFD03726.bin.1.6	3725883	HQ
MFD03726.bin.1.60	681208	HQ
MFD03726.bin.1.62	3571606	HQ
MFD03726.bin.1.63	5549235	HQ
MFD03726.bin.1.65	3496445	HQ
MFD03726.bin.1.68	1602159	HQ
MFD03726.bin.1.73	3192132	HQ
MFD03726.bin.1.74	1141744	HQ
MFD03726.bin.1.76	644694	HQ
MFD03726.bin.1.80	1099971	HQ
MFD03726.bin.2.26	2545087	HQ
MFD03726.bin.2.46	7122883	HQ
MFD03726.bin.2.9	2787661	HQ
MFD03804.bin.1.100	5431851	HQ
MFD03804.bin.1.101	4717733	HQ
MFD03804.bin.1.111	5007342	HQ
MFD03804.bin.1.12	3959840	HQ
MFD03804.bin.1.13	4139644	HQ
MFD03804.bin.1.132	5161859	HQ
MFD03804.bin.1.151	4590982	HQ
MFD03804.bin.1.157	4059631	HQ
MFD03804.bin.1.160	6062048	HQ
MFD03804.bin.1.162	2119517	HQ
MFD03804.bin.1.164	3123516	HQ
MFD03804.bin.1.166	4683232	HQ
MFD03804.bin.1.167	6227877	HQ
MFD03804.bin.1.168	3022066	HQ
MFD03804.bin.1.169	3300972	HQ
MFD03804.bin.1.170	4889807	HQ
MFD03804.bin.1.183	4114573	HQ
MFD03804.bin.1.185	5024069	HQ
MFD03804.bin.1.187	3297071	HQ
MFD03804.bin.1.189	4384938	HQ
MFD03804.bin.1.194	2627027	HQ
MFD03804.bin.1.198	3318141	HQ
MFD03804.bin.1.2	4089068	HQ
MFD03804.bin.1.203	6385833	HQ
MFD03804.bin.1.207	4592999	HQ
MFD03804.bin.1.209	6030121	HQ
MFD03804.bin.1.21	5232436	HQ
MFD03804.bin.1.213	5734493	HQ
MFD03804.bin.1.224	3610123	HQ
MFD03804.bin.1.229	2889887	HQ
MFD03804.bin.1.231	3852269	HQ
MFD03804.bin.1.232	4449546	HQ
MFD03804.bin.1.235	3688643	HQ
MFD03804.bin.1.238	4589007	HQ
MFD03804.bin.1.24	4021861	HQ
MFD03804.bin.1.241	4522441	HQ
