bin	phylum	class	order	family	genus	species	novelty
MFD08497.bin.2.151	Actinomycetota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	JAUJOA01	s_novel_7862_0	Species
MFD01213.bin.2.74	Actinomycetota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	g_novel_bac_250	s_novel_7863_0	Genus
MFD02840.bin.2.285	Actinomycetota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	g_novel_bac_248	s_novel_7864_0	Genus
MFD05442.bin.2.8	Actinomycetota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	JAICJR01	s_novel_7865_1	Species
MFD05513.bin.2.3	Actinomycetota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	JAICJR01	s_novel_7866_1	Species
MFD03975.bin.2.213	Actinomycetota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	JAICJR01	s_novel_7866_2	Species
MFD01721.bin.2.52	Actinomycetota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	JAICJR01	s_novel_7867_0	Species
MFD09206.bin.2.122	Actinomycetota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	AC-37	s_novel_7868_0	Species
MFD04212.bin.1.43	Actinomycetota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	g_novel_bac_244	s_novel_7869_0	Genus
MFD01721.bin.1.18	Pseudomonadota	Gammaproteobacteria	Thiohalomonadales	Thiohalomonadaceae	Thiohalomonas	s_novel_787_0	Species
MFD09368.bin.2.2	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	g_novel_bac_308	s_novel_7870_1	Genus
MFD09368.bin.2.51	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	g_novel_bac_308	s_novel_7871_0	Genus
MFD02134.bin.3.227	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	g_novel_bac_308	s_novel_7872_1	Genus
MFD03975.bin.2.246	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	g_novel_bac_308	s_novel_7872_2	Genus
MFD08988.bin.2.30	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	g_novel_bac_308	s_novel_7872_3	Genus
MFD02134.bin.1.51	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	g_novel_bac_308	s_novel_7872_4	Genus
MFD09368.bin.1.228	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	g_novel_bac_308	s_novel_7873_1	Genus
MFD08669.bin.2.5	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	g_novel_bac_308	s_novel_7874_0	Genus
MFD05502.bin.3.96	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	g_novel_bac_308	s_novel_7875_0	Genus
MFD07639.bin.1.71	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICYJ01	s_novel_7876_1	Species
MFD00392.bin.2.119	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICYJ01	s_novel_7876_2	Species
MFD05442.bin.2.232	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICYJ01	s_novel_7876_3	Species
MFD09368.bin.2.153	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICYJ01	s_novel_7877_0	Species
MFD05442.bin.1.39	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7878_1	Species
MFD04944.bin.1.18	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7879_0	Species
MFD04580.bin.3.181	Chloroflexota	Anaerolineae	Aggregatilineales	UBA2796	g_novel_bac_100	s_novel_788_0	Genus
MFD00392.bin.1.415	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7880_1	Species
MFD00392.bin.1.69	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7881_1	Species
MFD06085.bin.1.163	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7881_2	Species
MFD02199.bin.2.72	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7881_3	Species
MFD06298.bin.3.39	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7881_4	Species
MFD00731.bin.c.4	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7882_1	Species
MFD05521.bin.2.135	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7882_2	Species
MFD10113.bin.2.41	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7883_0	Species
MFD02416.bin.1.334	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7884_1	Species
MFD05513.bin.2.233	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7885_1	Species
MFD08669.bin.2.62	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7885_2	Species
MFD05841.bin.1.21	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7885_3	Species
MFD00031.bin.2.10	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7886_0	Species
MFD06526.bin.3.285	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7887_1	Species
MFD06085.bin.2.158	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7888_1	Species
MFD10113.bin.3.495	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7888_2	Species
MFD05521.bin.1.59	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7889_1	Species
MFD02134.bin.2.215	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7889_2	Species
MFD06526.bin.2.73	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7889_3	Species
MFD10113.bin.2.86	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7889_4	Species
MFD02923.bin.2.49	Chloroflexota	Anaerolineae	B4-G1	SLSP01	PWVB01	s_novel_789_1	Species
MFD02416.bin.2.12	Chloroflexota	Anaerolineae	B4-G1	SLSP01	PWVB01	s_novel_789_2	Species
MFD05502.bin.2.11	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICJC01	s_novel_7890_0	Species
MFD06085.bin.2.163	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	g_novel_bac_308	s_novel_7891_1	Genus
MFD05088.bin.3.350	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICYJ01	s_novel_7892_1	Species
MFD06714.bin.2.153	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICYJ01	s_novel_7893_0	Species
MFD05513.bin.2.234	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICYJ01	s_novel_7894_1	Species
MFD04967.bin.2.87	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICYJ01	s_novel_7894_2	Species
MFD08821.bin.2.33	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICYJ01	s_novel_7894_3	Species
MFD05442.bin.1.101	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICYJ01	s_novel_7894_4	Species
MFD05841.bin.1.273	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	g_novel_bac_308	s_novel_7895_1	Genus
MFD08700.bin.3.300	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	JAICYJ01	s_novel_7896_0	Species
MFD04651.bin.2.155	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_7897_0	Species
MFD06229.bin.2.24	ARS69	ARS69	ARS69	ARS69	g_novel_bac_1603	s_novel_7898_0	Genus
MFD02134.bin.2.47	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-600	s_novel_7899_0	Species
MFD02416.bin.2.21	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	s_novel_79_1	Species
MFD04716.bin.2.55	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	s_novel_79_2	Species
MFD04408.bin.2.45	Aenigmatarchaeota	Aenigmatarchaeia	QMZP01	QMZT01	CS3-C152	s_novel_790_0	Species
MFD02809.bin.2.90	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-600	s_novel_7900_0	Species
MFD03726.bin.2.125	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	PALSA-600	s_novel_7901_0	Species
MFD04492.bin.1.27	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Fen-549	s_novel_7902_1	Species
MFD04492.bin.2.164	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Fen-549	s_novel_7903_0	Species
MFD10113.bin.2.158	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	g_novel_bac_309	s_novel_7904_0	Genus
MFD02134.bin.2.129	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_7905_0	Species
MFD00392.bin.2.295	Actinomycetota	Thermoleophilia	Gaiellales	F1-60-MAGs149	g_novel_bac_313	s_novel_7906_1	Genus
MFD05567.bin.3.117	Actinomycetota	Thermoleophilia	Gaiellales	F1-60-MAGs149	g_novel_bac_313	s_novel_7906_2	Genus
MFD00392.bin.2.6	Actinomycetota	Thermoleophilia	Gaiellales	F1-60-MAGs149	VFJZ01	s_novel_7907_1	Species
MFD04651.bin.2.118	Actinomycetota	Thermoleophilia	Gaiellales	F1-60-MAGs149	VFJZ01	s_novel_7907_2	Species
MFD01275.bin.2.67	Actinomycetota	Thermoleophilia	Gaiellales	F1-60-MAGs149	VFJZ01	s_novel_7907_3	Species
MFD02134.bin.2.75	Actinomycetota	Thermoleophilia	Gaiellales	F1-60-MAGs149	VFJZ01	s_novel_7908_0	Species
MFD02134.bin.1.216	Actinomycetota	Thermoleophilia	Gaiellales	F1-60-MAGs149	VFJZ01	s_novel_7909_0	Species
MFD05684.bin.2.179	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	Flexifilum	s_novel_791_0	Species
MFD09018.bin.2.85	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7910_1	Species
MFD08700.bin.2.39	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7910_2	Species
MFD09126.bin.2.24	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7911_1	Species
MFD06229.bin.2.185	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7911_2	Species
MFD03975.bin.2.103	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7912_1	Species
MFD05513.bin.2.46	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7912_2	Species
MFD01213.bin.3.342	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7913_0	Species
MFD09368.bin.2.149	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7914_0	Species
MFD05942.bin.1.384	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7915_0	Species
MFD08447.bin.2.45	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7916_0	Species
MFD00392.bin.2.122	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7917_0	Species
MFD01916.bin.3.242	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7918_0	Species
MFD01275.bin.2.76	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	JALYLC01	s_novel_7919_0	Species
MFD05684.bin.2.33	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	Flexifilum	s_novel_792_0	Species
MFD05513.bin.2.218	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	g_novel_bac_309	s_novel_7920_1	Genus
MFD04967.bin.2.98	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	g_novel_bac_309	s_novel_7920_2	Genus
MFD02134.bin.2.56	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	g_novel_bac_309	s_novel_7920_3	Genus
MFD01213.bin.2.176	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	g_novel_bac_309	s_novel_7921_0	Genus
MFD05513.bin.2.79	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	g_novel_bac_309	s_novel_7922_0	Genus
MFD09671.bin.2.90	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	g_novel_bac_309	s_novel_7923_0	Genus
MFD09368.bin.3.189	Actinomycetota	Thermoleophilia	Gaiellales	JALYLC01	g_novel_bac_309	s_novel_7924_0	Genus
MFD00962.bin.1.295	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_285	s_novel_7925_1	Genus
MFD05176.bin.2.261	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_285	s_novel_7926_1	Genus
MFD02199.bin.1.2	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_285	s_novel_7927_1	Genus
MFD10007.bin.2.199	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_286	s_novel_7928_0	Genus
MFD05176.bin.2.235	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_284	s_novel_7929_1	Genus
MFD06229.bin.2.40	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_284	s_novel_7929_2	Genus
MFD02416.bin.1.414	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	Flexifilum	s_novel_793_1	Species
MFD05442.bin.2.22	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	Flexifilum	s_novel_793_2	Species
MFD02840.bin.1.236	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_284	s_novel_7930_1	Genus
MFD05454.bin.2.105	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_284	s_novel_7930_2	Genus
MFD06229.bin.1.26	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_284	s_novel_7931_0	Genus
MFD10007.bin.1.237	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_283	s_novel_7932_1	Genus
MFD02242.bin.2.280	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_286	s_novel_7933_0	Genus
MFD10007.bin.3.323	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	g_novel_bac_286	s_novel_7934_0	Genus
MFD05942.bin.1.306	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7935_1	Species
MFD10007.bin.3.89	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7936_0	Species
MFD06229.bin.2.72	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7937_0	Species
MFD09206.bin.2.124	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7938_0	Species
MFD00962.bin.2.277	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7939_1	Species
MFD05567.bin.2.4	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7939_2	Species
MFD05442.bin.2.216	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	Flexifilum	s_novel_794_0	Species
MFD00962.bin.2.40	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7940_0	Species
MFD05088.bin.2.33	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7941_1	Species
MFD00962.bin.2.32	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7941_2	Species
MFD04850.bin.2.323	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7941_3	Species
MFD05567.bin.2.25	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7941_4	Species
MFD02360.bin.2.139	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7942_0	Species
MFD05176.bin.2.87	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7943_1	Species
MFD09267.bin.2.329	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7943_2	Species
MFD02840.bin.2.220	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7944_1	Species
MFD03066.bin.2.168	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7945_1	Species
MFD08497.bin.2.61	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7945_2	Species
MFD05567.bin.2.26	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7946_0	Species
MFD00962.bin.2.106	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7947_1	Species
MFD06229.bin.2.70	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7947_2	Species
MFD02360.bin.3.230	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7948_0	Species
MFD03975.bin.1.151	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7949_1	Species
MFD02416.bin.1.105	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	Flexifilum	s_novel_795_0	Species
MFD08669.bin.2.21	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7950_0	Species
MFD09126.bin.2.44	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7951_0	Species
MFD09267.bin.2.218	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7952_1	Species
MFD00962.bin.2.35	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7952_2	Species
MFD04850.bin.2.42	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7952_3	Species
MFD02159.bin.2.13	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7953_0	Species
MFD02159.bin.2.21	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7954_0	Species
MFD02199.bin.1.52	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7955_0	Species
MFD09267.bin.2.170	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7956_1	Species
MFD04850.bin.1.232	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7957_0	Species
MFD02840.bin.2.37	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7958_1	Species
MFD09267.bin.2.318	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7958_2	Species
MFD04850.bin.2.56	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7959_1	Species
MFD02416.bin.1.282	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	Flexifilum	s_novel_796_0	Species
MFD04850.bin.2.330	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7960_0	Species
MFD00962.bin.2.84	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7961_1	Species
MFD02360.bin.2.208	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7961_2	Species
MFD06742.bin.2.253	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7961_3	Species
MFD02840.bin.2.126	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7962_1	Species
MFD03066.bin.3.140	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7963_1	Species
MFD05747.bin.2.112	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7963_2	Species
MFD02840.bin.2.267	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7964_0	Species
MFD00962.bin.2.128	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7965_0	Species
MFD09018.bin.2.10	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7966_1	Species
MFD00392.bin.2.336	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7966_2	Species
MFD05088.bin.3.383	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7967_0	Species
MFD06229.bin.2.210	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7968_0	Species
MFD09212.bin.2.59	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7969_0	Species
MFD02416.bin.2.171	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	Flexifilum	s_novel_797_0	Species
MFD10007.bin.2.137	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7970_0	Species
MFD09018.bin.2.12	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7971_1	Species
MFD07639.bin.3.4	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7971_2	Species
MFD08079.bin.2.23	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7972_1	Species
MFD02199.bin.1.134	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7972_2	Species
MFD10043.bin.2.48	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7972_3	Species
MFD00392.bin.2.55	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7973_0	Species
MFD10007.bin.2.187	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7974_1	Species
MFD02242.bin.2.119	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7975_1	Species
MFD01561.bin.2.82	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7975_2	Species
MFD00962.bin.2.191	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7976_0	Species
MFD06085.bin.1.47	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7977_1	Species
MFD00031.bin.1.196	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7978_1	Species
MFD08700.bin.2.86	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7978_2	Species
MFD05176.bin.1.306	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7979_1	Species
MFD10007.bin.2.119	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7979_2	Species
MFD03899.bin.1.130	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineaceae	JACRBK01	s_novel_798_0	Species
MFD05176.bin.2.125	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7980_0	Species
MFD00962.bin.1.108	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7981_1	Species
MFD00962.bin.2.159	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7982_1	Species
MFD02242.bin.1.36	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7983_1	Species
MFD10043.bin.2.50	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7983_2	Species
MFD05454.bin.1.254	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7984_1	Species
MFD02360.bin.2.291	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7985_0	Species
MFD05454.bin.2.267	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7986_0	Species
MFD00962.bin.1.19	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7987_1	Species
MFD05454.bin.2.93	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7987_2	Species
MFD00962.bin.2.176	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7988_1	Species
MFD06742.bin.2.194	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7988_2	Species
MFD04850.bin.2.263	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7989_0	Species
MFD05674.bin.2.17	Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineaceae	g_novel_bac_98	s_novel_799_0	Genus
MFD09267.bin.1.238	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7990_0	Species
MFD06229.bin.2.154	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7991_0	Species
MFD05454.bin.2.214	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7992_0	Species
MFD05747.bin.2.178	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	GMQP-bins7	s_novel_7993_0	Species
MFD02840.bin.1.372	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_7994_1	Species
MFD05747.bin.3.323	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_7995_1	Species
MFD05454.bin.2.89	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_7996_0	Species
MFD02360.bin.1.121	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_7997_1	Species
MFD04850.bin.2.225	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_7997_2	Species
MFD00962.bin.2.254	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_7997_3	Species
MFD00072.bin.2.169	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	s_novel_7998_1	Species
