bin	Completeness_CheckM1	Contamination_CheckM1	Strain_Heterogeneity	Completeness_CheckM2	Contamination_CheckM2	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	cov	bakta_CDS_all	bakta_CDS_hyp	bakta_tRNA_all	bakta_tRNA_uniq	bakta_16S	bakta_23S	bakta_5S	barrnap_16S	barrnap_23S	barrnap_5S	uniq_trna_arc	Q_score	MAG_status	gtdb_classification	gtdb_msa	gtdb_ani	gtdb_af	gtdb_red	primary_cluster	secondary_cluster
LIB-MJ339-C9_03.30	52.36	2.93	23.08	52.42	2.81	0.89	2894	236.027397260274	2666933	0.63	3358	969	10762	7.9577265	2917	1172	27	14	0	0	0	0	0	0	0	37.71	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__	45.52	N/A	N/A	0.95295	3029	3029_1
LIB-MJ390-D4_03.49	53.02	0.59	0	63.67	0.17	0.915	2893	247.784926470588	1763410	0.7	2176	630	10508	12.175584	1807	589	21	14	0	0	0	0	0	0	0	50.07	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__Ornithinibacter sp017989115	50.8	97.53	0.856	N/A	1860	1860_1
LIB-MJ055-E1_04.1	58.78	0.16	0	58.71	0.27	0.906	2891	247.458380843786	1433212	0.6	1754	519	7497	5.9550076	1541	448	16	11	0	0	1	0	0	1	0	57.98	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	55.09	99.85	1.0	N/A	647	647_0
LIB-MJ305-H9_04.68	63.29	1.32	45.45	65.28	3.95	0.918	2891	247.330974188177	1937967	0.59	2402	694	11509	7.069861	2034	670	18	11	0	0	0	0	0	0	0	56.69	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cypionkella;s__	58.73	N/A	N/A	0.99263	2586	2586_0
LIB-MJ343-H1_01_v_LIB-MJ409-C11_01.8	62.95	4.32	12.5	70.97	1.76	0.917	2891	264.987901349465	3717325	0.63	4298	1349	20457	7.8468904	3805	1930	24	16	0	0	0	0	0	0	0	41.35	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	60.4	N/A	N/A	0.92684	2391	2391_2
LIB-MJ347-C2_04.1	57.55	1.72	0	69.15	2.01	0.898	2891	249.726896112173	2614759	0.63	3138	951	9814	7.6593127	2776	899	29	17	0	0	0	0	0	0	0	48.95	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__	50.09	87.51	0.876	0.99456	2668	2668_0
LIB-MJ283-B5_04.6	56.43	3.07	13.33	54.66	0.8	0.92	2890	264.659705580281	2513579	0.56	2921	890	13887	6.1827807	2530	1084	10	9	0	0	0	0	0	0	0	41.08	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	51.88	79.07	0.597	0.97415	798	798_1
LIB-MJ190-C6_02.2	56.64	3.31	12.5	63.72	6.59	0.883	2889	238.132171862719	6161385	0.66	7634	2251	12965	8.804566	6573	2276	22	15	0	0	1	0	0	1	0	40.09	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	41.31	N/A	N/A	0.98486	1566	1566_0
LIB-MJ307-E6_01.2	66.52	6.1	55.56	72.54	6.1	0.866	2889	231.680058318484	4935768	0.63	6173	1761	18372	13.536062	5306	2547	43	20	0	0	0	0	0	0	0	36.02	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	55.17	85.39	0.511	0.97383	2772	2772_0
LIB-MJ138-B7_03.2	59.26	2.23	28.57	67.37	1.02	0.894	2887	252.886531365314	2754288	0.63	3252	973	46413	8.189532	2893	1136	20	13	0	0	0	0	0	0	0	48.11	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Contendobacter;s__	55.63	85.14	0.437	0.97201	3603	3603_0
LIB-MJ192-C11_04.12	61.81	0.42	75	61.77	1.95	0.884	2887	254.719567492152	2474145	0.65	2867	895	18966	9.206174	2513	846	18	11	0	0	0	0	0	0	0	59.71	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Paeniglutamicibacter;s__	46.59	88.16	0.867	0.98971	1987	1987_0
LIB-MJ284-C4_03.1	79.32	9.31	47.06	86.9	5.5	0.907	2886	274.738505069559	3846851	0.64	4241	1386	13389	11.002894	3735	1791	31	14	0	1	1	0	1	1	0	32.77	MQ	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__;s__	72.45	N/A	N/A	0.9018	2086	2086_1
LIB-MJ051-E2_02.24	69.77	4.87	57.14	76.57	3.25	0.924	2885	243.444321533923	2139204	0.7	2712	775	11700	13.955504	2317	993	34	18	0	0	0	0	0	0	0	45.42	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__JACDBE01;s__	63.56	80.02	0.54	0.92483	1140	1140_0
LIB-MJ105-D5_01_v_LIB-MJ367-D5_04.22	61.62	3.39	21.05	72.38	3.57	0.884	2883	242.59021255561	1660830	0.65	2023	604	11246	8.206911	1785	674	17	11	0	0	0	0	0	0	0	44.67	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	58.01	80.16	0.603	0.92553	2902	2902_0
LIB-MJ148-G5_02.7	54.55	2.69	46.15	59	1.84	0.866	2882	237.256491450285	2590184	0.64	3158	946	16395	9.703909	2782	1168	26	14	0	0	1	0	0	1	0	41.1	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	49.67	82.62	0.708	0.98687	2644	2644_0
LIB-MJ199-H11_04.3	63.48	2.54	55.56	54.8	2.43	0.905	2882	276.178932682246	2621192	0.49	2867	944	11759	8.818055	2252	773	17	11	0	0	1	0	0	1	0	50.78	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio;s__	59.68	77.99	0.153	0.92899	4777	4777_0
LIB-MJ230-E3_03.32	59.91	1.71	40	65.26	3.02	0.897	2882	255.350889938249	2347749	0.68	2753	847	12631	13.584955	2349	1303	34	16	1	0	0	1	0	0	0	51.36	MQ	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__	52.57	N/A	N/A	0.67901	1502	1502_1
LIB-MJ388-A12_02.17	75.13	7.66	53.33	81.57	5.18	0.89	2882	252.35871357889	3088052	0.37	3638	1117	12891	6.6799192	2689	750	17	13	0	0	1	0	0	1	0	36.83	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__	57.74	88.57	0.747	0.99431	110	110_0
LIB-MJ092-G3_01.20	54.42	0.54	33.33	54.97	1.15	0.897	2880	220.678155565906	1578810	0.67	2147	579	10718	7.201789	1799	697	26	14	0	0	1	0	0	1	0	51.72	MQ	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium;s__	41.15	N/A	N/A	0.8992	4509	4509_0
LIB-MJ227-E2_02.12	64.53	0.85	0	63.9	1.22	0.946	2879	235.971375807941	2425637	0.68	3249	887	10306	8.900776	2688	1123	21	13	0	0	1	1	0	1	0	60.28	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JADJXE01;g__;s__	52.35	78.09	0.293	0.80146	1183	1183_1
LIB-MJ283-A1_04_v_LIB-MJ415-A6_04.5	56.95	2.83	0	69.23	2.94	0.854	2879	236.126283987915	2739077	0.61	3310	978	15044	6.458625	2962	1447	24	16	0	0	0	0	0	0	0	42.8	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	55.03	N/A	N/A	0.82826	418	418_0
LIB-MJ390-H2_03.19	64.5	5.24	27.59	62.55	1.24	0.918	2878	267.158264359167	3471692	0.58	3987	1244	13768	6.2969255	3506	1409	12	9	0	0	0	0	0	0	0	38.3	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	50.69	77.96	0.329	0.96426	3596	3596_0
LIB-MJ341-D9_02_v_LIB-MJ406-B4_04.45	65.37	4.05	20	65.56	1.79	0.885	2875	243.843361986628	1726196	0.65	2094	609	18357	8.175089	1835	1530	30	15	2	2	1	2	3	1	17	45.12	MQ	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__	53.8	N/A	N/A	0.99034	851	851_0
LIB-MJ390-D5_03.42	70.22	3.42	50	69.44	5.55	0.941	2875	246.379826635146	1988135	0.67	2538	713	12456	9.33158	2140	869	25	13	0	0	0	0	0	0	0	53.12	MQ	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	51.64	N/A	N/A	0.86387	1006	1006_0
LIB-MJ194-A3_04.2	55.98	2.2	0	55.06	1.57	0.911	2874	274.896642776311	2394678	0.54	2651	856	11908	6.4728284	2284	922	15	10	0	0	0	0	0	0	0	44.98	MQ	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__FEB-25;s__	51.64	77.25	0.221	0.95302	635	635_0
LIB-MJ192-F7_04.34	59.23	4.9	28.3	64.6	8.98	0.856	2873	235.534011443102	2590129	0.6	3146	926	10788	8.833613	2795	1374	18	12	0	0	0	0	0	0	0	34.73	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__SZUA-186;s__	48.36	84.09	0.462	0.95925	3126	3126_2
LIB-MJ215-B7_01.1	58.88	2.41	0	59.38	5.7	0.922	2873	267.077305905773	2614457	0.62	3014	937	15301	7.1298847	2669	1138	10	6	0	0	0	0	0	0	0	46.83	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__	50.9	81.16	0.617	0.97999	788	788_2
LIB-MJ284-D4_03.33	59.48	2.75	7.69	61.8	2.05	0.923	2873	257.527646129542	2116280	0.6	2532	766	11417	6.394711	2289	912	10	6	0	0	0	0	0	0	0	45.73	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	56.92	N/A	N/A	0.9504	781	781_0
LIB-MJ251-G9_04.15	54.43	0.47	0	55.06	2.1	0.86	2870	262.095845845846	3645474	0.59	3996	1328	12228	6.4313226	3638	1615	31	18	0	0	0	0	0	0	0	52.08	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__JAIQFF01;s__	46.97	85.3	0.756	0.9893	3974	3974_2
LIB-MJ088-E6_04_v_LIB-MJ365-E6_02.3	76.68	7.54	36.84	82.86	7	0.926	2867	249.828727131179	4150459	0.68	5138	1491	12258	8.087499	4427	1558	22	14	0	0	0	0	0	0	0	38.98	MQ	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR37;s__	65.08	80.03	0.398	0.94626	4045	4045_0
LIB-MJ283-C6_04.4	60.6	4.27	0	66.76	4.5	0.881	2866	268.593233883857	3425197	0.53	3754	1247	13201	6.081482	3078	1632	10	7	0	0	0	0	0	0	0	39.25	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-146;f__SZUA-146;g__SZUA-146;s__	43.12	77.17	0.124	0.95194	682	682_0
LIB-MJ172-B5_04.54	53.61	0	0	51.76	0.86	0.889	2864	252.943033630748	1242086	0.54	1457	446	14267	6.040228	1245	320	14	10	0	0	1	0	0	1	0	53.61	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Photobacterium;s__	40.91	N/A	N/A	0.99462	842	842_1
LIB-MJ250-F11_04_v_LIB-MJ365-F11_03.12	58.59	2.09	0	56.15	4.31	0.881	2863	266.027703523694	3715845	0.55	4115	1341	17907	6.120666	3537	1560	13	10	0	1	1	0	1	1	0	48.14	MQ	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__CF-113;s__	49.63	77.91	0.145	0.88968	27	27_0
LIB-MJ382-A10_02.5	74.13	7.84	70.59	75.82	6.3	0.873	2862	215.820190995907	2705335	0.43	3665	977	13712	9.028532	2852	2435	36	17	1	1	1	1	1	1	18	34.93	MQ	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__QENH01;s__	74.69	N/A	N/A	0.98393	136	136_2
LIB-MJ134-A2_03.1	56.32	2.29	50	59.26	2.86	0.922	2860	245.872511848341	1684090	0.71	2110	592	20244	16.449463	1712	630	33	18	0	0	0	0	0	0	0	44.87	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__CADCVQ01;s__	51.16	N/A	N/A	0.91198	1295	1295_0
LIB-MJ168-C8_02.4	58.25	3.66	37.5	60.71	2.11	0.887	2860	246.614272241434	2649120	0.64	3181	973	13209	8.190398	2797	1039	28	14	1	1	0	1	1	0	0	39.95	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	43.16	78.42	0.441	0.96373	3084	3084_0
LIB-MJ191-D11_04.11	57.69	3.49	11.11	60.23	6.86	0.887	2860	248.457585357269	2378621	0.63	2841	871	11302	6.9832497	2540	1442	43	19	0	1	1	0	1	1	0	40.24	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	51.74	79.45	0.342	0.96343	1245	1245_0
LIB-MJ193-G5_01.18	53.57	1.23	20	58.82	1.1	0.869	2860	240.701476413396	2304793	0.65	2777	841	12166	8.836763	2445	1012	24	13	0	0	0	0	0	0	0	47.42	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_A;s__	49.85	77.93	0.254	0.93261	2404	2404_0
LIB-MJ307-H11_01.19	68.2	5.23	42.86	69.54	4.8	0.904	2860	244.387332521315	1329444	0.64	1642	483	14061	15.200839	1431	620	25	15	0	0	2	0	0	2	0	42.05	MQ	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__SM23-28-2;g__SM23-28-2;s__	57.95	88.46	0.883	0.95232	2072	2072_0
LIB-MJ283-D2_04.2	64.95	5.75	17.24	68.31	3.84	0.946	2859	264.892619797132	2395501	0.58	2859	859	13719	6.6616683	2545	1109	11	9	0	0	0	0	0	0	0	36.2	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	48.94	84.83	0.66	0.98561	808	808_1
LIB-MJ388-C6_02.2	61.51	1.9	50	61.37	1.38	0.883	2859	260.7510969286	2218165	0.45	2507	817	10223	7.0530906	1898	440	7	6	0	0	0	0	0	0	0	52.01	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas genovensis	54.5	98.63	0.978	N/A	4324	4324_1
LIB-MJ227-G10_02.9	55.14	3.32	9.09	70.29	5.67	0.895	2858	237.334892422825	2546298	0.67	3207	924	14231	9.190133	2701	1096	69	21	1	0	0	1	0	0	0	38.54	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__;s__	58.85	N/A	N/A	0.8567	2424	2424_0
LIB-MJ140-B6_02.1	57.74	0	0	58.28	2.28	0.933	2857	250.337675350701	800815	0.6	998	293	8468	7.893524	875	396	28	17	0	0	0	0	0	0	0	57.74	MQ	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales;f__Cryosericaceae;g__;s__	52.27	N/A	N/A	0.85561	822	822_0
LIB-MJ172-F6_04.23	69.44	4.61	23.08	76.96	4.51	0.888	2857	251.741050119332	2844039	0.64	3352	1039	17841	12.561041	2980	1548	30	14	0	0	1	0	0	1	0	46.39	MQ	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__PFL42;s__	59.11	78.09	0.21	0.92318	576	576_0
LIB-MJ228-A8_01.18	62.16	5.87	41.18	66.87	2.53	0.91	2857	234.99393165123	2420866	0.72	3131	875	18052	13.797822	2588	1050	34	16	0	0	1	0	0	1	0	32.81	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__CADCVQ01;s__	50.49	82.58	0.518	0.95486	1298	1298_0
LIB-MJ130-B5_01.9	55.84	2.59	0	61.57	3.13	0.908	2856	245.457555477281	2297929	0.69	2839	837	11277	7.524102	2347	831	31	19	0	0	1	0	0	1	0	42.89	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__	55.89	78.34	0.36	0.92504	1783	1783_0
LIB-MJ336-A7_02.15	61.52	1.34	40	62.21	2.34	0.88	2856	248.651439920556	3409328	0.62	4028	1256	9643	6.478512	3505	1068	24	14	0	0	0	0	0	0	0	54.82	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	59.01	84.78	0.874	0.97899	2940	2940_2
LIB-MJ386-F11_04.2	64.39	2.18	25	65.59	0.76	0.865	2856	253.636640149743	3750254	0.58	4274	1352	12304	6.5058722	3812	2072	21	12	0	0	0	0	0	0	0	53.49	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	54.32	86.28	0.756	0.98553	4123	4123_0
LIB-MJ353-C12_03.19	57.52	0	0	62.38	1.76	0.896	2854	259.974324324324	2570944	0.65	2960	934	14694	7.5391774	2590	1309	14	9	0	0	0	0	0	0	0	57.52	MQ	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__JAHWJV01;s__	38.85	76.25	0.139	0.84754	3540	3540_0
LIB-MJ131-A7_01.15	59.39	1.31	0	71.91	6.81	0.863	2851	238.208004307251	4603126	0.56	5572	1683	12082	6.274291	4717	1959	40	16	0	0	0	0	0	0	0	52.84	MQ	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-1;s__	52.79	79.07	0.36	0.93217	2296	2296_0
LIB-MJ109-H5_01.2	55.6	2.58	0	53.65	2.02	0.918	2850	231.818801578759	2107385	0.63	2787	765	12362	7.122887	2389	962	20	13	0	0	0	0	0	0	0	42.7	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Vitreimonas;s__	45.72	N/A	N/A	0.96493	2691	2691_0
LIB-MJ305-B6_04.1	58.64	2.38	0	68.93	2.14	0.908	2850	279.003917378917	2583623	0.38	2808	951	14375	5.606138	2143	1225	16	10	0	0	0	0	0	0	0	46.74	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__UBA4408;s__UBA4408 sp016721765	53.86	99.47	0.942	N/A	760	760_0
LIB-MJ306-F5_01_v_LIB-MJ367-F5_03.24	63.06	2.08	0	67.32	2.28	0.899	2850	240.921243523316	2321197	0.66	2895	852	11149	7.5748363	2486	1288	24	14	0	0	0	0	0	0	0	52.66	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	47.27	80.7	0.448	0.96976	1247	1247_0
LIB-MJ130-B10_01.11	78.41	2.4	66.67	62.48	0.09	0.823	2849	221.351688311688	1550097	0.32	1925	562	20860	7.285541	1576	1374	22	12	0	0	0	0	0	0	12	66.41	MQ	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	77.88	90.99	0.93	0.9889	4641	4641_0
LIB-MJ193-F7_01.12	62.76	5.07	33.33	60.33	1.21	0.935	2847	251.05448392555	2376077	0.68	2955	878	9434	9.343325	2510	1038	23	14	0	0	0	0	0	0	0	37.41	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__	41.19	80.04	0.705	0.94593	1210	1210_0
LIB-MJ340-A8_01_v_LIB-MJ406-B6_04.9	50.55	1.08	50	55.33	0.34	0.925	2847	252.839426191578	1767986	0.67	2161	635	14014	6.2041364	1858	1128	29	16	1	1	1	1	1	1	0	45.15	MQ	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas;s__	47.09	N/A	N/A	0.89541	1444	1444_0
LIB-MJ347-D11_04_v_LIB-MJ368-D11_03.23	71.75	3.7	25	66.07	0.63	0.946	2847	249.09099901088	1591717	0.63	2022	591	9447	6.9953256	1725	1061	11	8	0	0	0	0	0	0	0	53.25	MQ	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Cybelea;s__	59.42	90.43	0.926	0.99092	2177	2177_2
LIB-MJ390-F1_03.17	78.82	7.83	7.14	85.24	5.02	0.93	2847	281.199824970828	3103232	0.69	3428	1124	12557	10.722117	2908	1304	30	17	0	0	0	0	0	0	0	39.67	MQ	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__;s__	76.54	N/A	N/A	0.76366	1074	1074_1
LIB-MJ390-B9_03.7	60.53	5.68	0	68.31	7.29	0.886	2846	259.597022860181	1649644	0.47	1881	595	9310	6.584585	1453	589	33	18	0	0	0	1	0	0	0	32.13	MQ	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__G020350405;s__	45.92	N/A	N/A	0.90946	261	261_0
LIB-MJ226-E6_01.3	72.88	1.19	50	75.57	3.54	0.897	2845	250.708997429306	1625933	0.66	1945	605	16334	9.311907	1653	911	30	15	0	1	1	0	1	1	0	66.93	MQ	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	64.37	N/A	N/A	0.89066	3198	3198_1
LIB-MJ282-C2_03.13	76.44	2.99	0	64.77	1.85	0.925	2844	254.69259606373	2639123	0.71	3201	963	10383	6.674875	2715	1193	27	17	0	0	0	0	0	0	0	61.49	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__;s__	58.57	N/A	N/A	0.89306	1194	1194_0
LIB-MJ305-C8_04.33	50.12	1.04	50	62.86	1.53	0.918	2844	259.659820958399	1607980	0.67	1899	584	9866	6.6941357	1619	627	26	18	0	0	1	0	0	1	0	44.92	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__;s__	49.45	N/A	N/A	0.89456	751	751_0
LIB-MJ352-G2_03_v_LIB-MJ368-G2_01.19	57.63	4.01	15	54.89	4.2	0.905	2844	254.107142857143	3952370	0.63	4704	1453	12876	6.760932	4146	2139	20	11	0	0	0	0	0	0	0	37.58	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	44.23	N/A	N/A	0.92673	2393	2393_0
LIB-MJ259-D7_04.2	65.53	1.88	46.67	74.35	1.58	0.891	2842	235.542096219931	1841130	0.64	2328	672	9678	8.726902	2063	814	26	19	0	0	0	0	0	0	0	56.13	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	63.56	80.62	0.65	0.89708	2910	2910_3
LIB-MJ283-A8_04.3	64.61	3.1	8.33	60.26	2.12	0.916	2842	248.252115059222	1917322	0.52	2364	691	14553	6.4693565	1917	698	16	12	0	0	0	0	0	0	0	49.11	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__	49.85	N/A	N/A	0.95032	2472	2472_0
LIB-MJ387-G2_01.3	54.63	1.02	0	50.44	0.3	0.911	2842	260.752868852459	2092621	0.39	2440	771	8120	6.068575	1802	512	7	5	0	0	0	0	0	0	0	49.53	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceitalea;s__	51.58	77.41	0.194	0.95631	4863	4863_0
LIB-MJ093-C7_02.1	63.72	6.02	9.09	57.97	6.61	0.918	2841	245.369680851064	2104699	0.68	2632	764	14338	8.097438	2259	940	42	17	1	1	0	1	1	0	0	33.62	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	46.69	N/A	N/A	0.92661	1323	1323_0
LIB-MJ413-G1_01.46	60.8	3.9	15.79	63.98	5.05	0.904	2840	244.051607780865	2038050	0.64	2519	740	16192	14.595392	2107	625	33	15	0	0	0	0	0	0	0	41.3	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Malikia;s__Malikia spinosa	55.69	95.43	0.82	N/A	3423	3423_0
LIB-MJ150-F8_03.4	63.51	1.65	23.53	62.55	3.44	0.895	2839	250.385544815466	3815544	0.64	4552	1402	10977	7.3750615	3993	1319	45	20	0	0	0	0	0	0	0	55.26	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	47.55	N/A	N/A	0.96605	2985	2985_0
LIB-MJ054-F5_03.1	62.39	3.12	9.09	59.07	0.83	0.895	2838	239.605053449951	4116545	0.67	5145	1509	14270	6.8902974	4425	1692	12	8	0	0	0	0	0	0	0	46.79	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	48.74	N/A	N/A	0.96024	1560	1560_0
LIB-MJ193-A12_01_v_LIB-MJ402-H8_04.22	54.21	2.28	0	54.49	4.51	0.88	2838	233.105216028655	3540340	0.69	4467	1272	14232	10.187313	3799	1833	33	16	0	0	0	0	0	0	0	42.81	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	42.78	78.78	0.256	0.92445	1424	1424_0
